Wavelength[nm],Ref,,T% at AOI 45 deg
1020,2.31796,,97.68204
1019,2.39174,,97.60826
1018,2.45976,,97.54024
1017,2.39383,,97.60617
1016,2.34687,,97.65313
1015,2.44559,,97.55441
1014,2.6401,,97.3599
1013,2.81857,,97.18143
1012,2.92009,,97.07991
1011,2.94231,,97.05769
1010,2.90573,,97.09427
1009,2.836,,97.164
1008,2.74431,,97.25569
1007,2.64899,,97.35101
1006,2.57148,,97.42852
1005,2.53264,,97.46736
1004,2.547,,97.453
1003,2.61628,,97.38372
1002,2.72302,,97.27698
1001,2.82782,,97.17218
1000,2.87869,,97.12131
999,2.8438,,97.1562
998,2.75652,,97.24348
997,2.71281,,97.28719
996,2.75414,,97.24586
995,2.75279,,97.24721
994,2.59062,,97.40938
993,2.4763,,97.5237
992,2.62722,,97.37278
991,2.71264,,97.28736
990,2.62633,,97.37367
989,2.81895,,97.18105
988,2.8755,,97.1245
987,2.73325,,97.26675
986,2.84869,,97.15131
985,2.55521,,97.44479
984,2.55205,,97.44795
983,2.28967,,97.71033
982,2.28104,,97.71896
981,2.1114,,97.8886
980,2.25596,,97.74404
979,2.14675,,97.85325
978,2.41734,,97.58266
977,2.36809,,97.63191
976,2.46355,,97.53645
975,2.58408,,97.41592
974,2.39201,,97.60799
973,2.35744,,97.64256
972,2.38112,,97.61888
971,2.20685,,97.79315
970,2.06526,,97.93474
969,2.1313,,97.8687
968,2.28561,,97.71439
967,2.39241,,97.60759
966,2.42758,,97.57242
965,2.42095,,97.57905
964,2.39055,,97.60945
963,2.33567,,97.66433
962,2.2565,,97.7435
961,2.16734,,97.83266
960,2.09505,,97.90495
959,2.06857,,97.93143
958,2.10744,,97.89256
957,2.21529,,97.78471
956,2.379,,97.621
955,2.56625,,97.43375
954,2.71772,,97.28228
953,2.75289,,97.24711
952,2.62917,,97.37083
951,2.43634,,97.56366
950,2.35162,,97.64838
949,2.35808,,97.64192
948,2.22965,,97.77035
947,2.10265,,97.89735
946,2.29954,,97.70046
945,2.40891,,97.59109
944,2.39555,,97.60445
943,2.64969,,97.35031
942,2.52735,,97.47265
941,2.5695,,97.4305
940,2.41928,,97.58072
939,2.35043,,97.64957
938,2.25082,,97.74918
937,2.34817,,97.65183
936,2.30663,,97.69337
935,2.56461,,97.43539
934,2.47287,,97.52713
933,2.48592,,97.51408
932,2.56341,,97.43659
931,2.63004,,97.36996
930,3.50475,,96.49525
929,5.82442,,94.17558
928,9.66847,,90.33153
927,14.65041,,85.34959
926,19.90993,,80.09007
925,24.52901,,75.47099
924,28.04529,,71.95471
923,30.47688,,69.52312
922,31.95727,,68.04273
921,32.26825,,67.73175
920,30.46571,,69.53429
919,25.34106,,74.65894
918,20.94763,,79.05237
917,31.79893,,68.20107
916,49.25134,,50.74866
915,58.84022,,41.15978
914,62.10914,,37.89086
913,61.66835,,38.33165
912,58.75645,,41.24355
911,54.55171,,45.44829
910,51.61572,,48.38428
909,53.87583,,46.12417
908,62.08633,,37.91367
907,71.73248,,28.26752
906,79.34114,,20.65886
905,84.40795,,15.59205
904,87.37558,,12.62442
903,88.69265,,11.30735
902,88.11939,,11.88061
901,83.70236,,16.29764
900,74.14853,,25.85147
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
