Wavelength[nm],T% at AOI 45 deg,,
1207,97.30914,,
1206,97.21879,,
1205,97.10146,,
1204,96.91199,,
1203,96.73723,,
1202,96.71548,,
1201,96.8131,,
1200,96.84136,,
1199,96.8082,,
1198,96.93523,,
1197,97.14597,,
1196,97.16131,,
1195,97.17544,,
1194,97.35052,,
1193,97.30354,,
1192,97.19656,,
1191,97.27627,,
1190,97.09089,,
1189,97.0089,,
1188,97.01144,,
1187,96.81546,,
1186,96.94695,,
1185,96.8297,,
1184,97.00804,,
1183,97.03843,,
1182,97.24201,,
1181,97.36544,,
1180,97.5823,,
1179,97.67986,,
1178,97.90878,,
1177,97.85542,,
1176,98.04954,,
1175,97.86099,,
1174,97.88785,,
1173,97.75365,,
1172,97.50434,,
1171,97.50256,,
1170,97.25066,,
1169,97.18784,,
1168,97.04512,,
1167,97.06371,,
1166,97.03134,,
1165,97.07812,,
1164,97.18729,,
1163,97.17669,,
1162,97.39893,,
1161,97.30826,,
1160,97.4828,,
1159,97.40624,,
1158,97.46357,,
1157,97.3853,,
1156,97.31458,,
1155,97.31844,,
1154,97.13023,,
1153,97.23745,,
1152,97.08266,,
1151,97.13459,,
1150,97.23711,,
1149,97.1566,,
1148,97.33742,,
1147,97.45843,,
1146,97.41381,,
1145,97.55663,,
1144,97.70058,,
1143,97.63362,,
1142,97.5924,,
1141,97.68681,,
1140,97.72637,,
1139,97.6356,,
1138,97.54616,,
1137,97.56401,,
1136,97.66345,,
1135,97.76147,,
1134,97.81257,,
1133,97.82571,,
1132,97.82871,,
1131,97.83665,,
1130,97.84525,,
1129,97.8421,,
1128,97.81401,,
1127,97.75329,,
1126,97.66185,,
1125,97.5494,,
1124,97.42989,,
1123,97.31808,,
1122,97.22678,,
1121,97.16519,,
1120,97.13877,,
1119,97.15035,,
1118,97.20189,,
1117,97.2942,,
1116,97.4218,,
1115,97.56248,,
1114,97.67007,,
1113,97.68948,,
1112,97.60477,,
1111,97.48238,,
1110,97.42867,,
1109,97.45785,,
1108,97.42069,,
1107,97.25855,,
1106,97.19599,,
1105,97.34122,,
1104,97.39839,,
1103,97.34385,,
1102,97.538,,
1101,97.70027,,
1100,97.62907,,
1099,97.81129,,
1098,97.81274,,
1097,97.68452,,
1096,97.78098,,
1095,97.50696,,
1094,97.54935,,
1093,97.3237,,
1092,97.32314,,
1091,97.19932,,
1090,97.247,,
1089,97.1879,,
1088,97.34397,,
1087,97.26669,,
1086,97.50687,,
1085,97.37847,,
1084,97.52991,,
1083,97.48632,,
1082,97.33242,,
1081,97.41603,,
1080,97.21368,,
1079,97.05288,,
1078,97.1227,,
1077,97.03046,,
1076,96.8974,,
1075,97.00272,,
1074,97.18016,,
1073,97.22356,,
1072,97.21875,,
1071,97.30649,,
1070,97.46555,,
1069,97.58193,,
1068,97.60349,,
1067,97.54522,,
1066,97.45351,,
1065,97.37008,,
1064,97.31969,,
1063,97.31245,,
1062,97.34877,,
1061,97.42235,,
1060,97.52168,,
1059,97.6314,,
1058,97.73452,,
1057,97.81707,,
1056,97.87085,,
1055,97.89269,,
1054,97.87888,,
1053,97.81818,,
1052,97.6946,,
1051,97.51259,,
1050,97.33176,,
1049,97.25664,,
1048,97.33165,,
1047,97.41705,,
1046,97.37341,,
1045,97.35001,,
1044,97.51289,,
1043,97.58261,,
1042,97.43112,,
1041,97.46253,,
1040,97.46321,,
1039,97.23186,,
1038,97.30286,,
1037,97.20354,,
1036,97.19142,,
1035,97.34365,,
1034,97.32748,,
1033,97.62516,,
1032,97.62948,,
1031,97.93248,,
1030,97.90541,,
1029,98.06963,,
1028,98.02727,,
1027,97.93076,,
1026,97.97145,,
1025,97.70149,,
1024,97.70115,,
1023,97.67812,,
1022,97.49053,,
1021,97.55765,,
1020,97.68204,,
1019,97.60826,,
1018,97.54024,,
1017,97.60617,,
1016,97.65313,,
1015,97.55441,,
1014,97.3599,,
1013,97.18143,,
1012,97.07991,,
1011,97.05769,,
1010,97.09427,,
1009,97.164,,
1008,97.25569,,
1007,97.35101,,
1006,97.42852,,
1005,97.46736,,
1004,97.453,,
1003,97.38372,,
1002,97.27698,,
1001,97.17218,,
1000,97.12131,,
999,97.1562,,
998,97.24348,,
997,97.28719,,
996,97.24586,,
995,97.24721,,
994,97.40938,,
993,97.5237,,
992,97.37278,,
991,97.28736,,
990,97.37367,,
989,97.18105,,
988,97.1245,,
987,97.26675,,
986,97.15131,,
985,97.44479,,
984,97.44795,,
983,97.71033,,
982,97.71896,,
981,97.8886,,
980,97.74404,,
979,97.85325,,
978,97.58266,,
977,97.63191,,
976,97.53645,,
975,97.41592,,
974,97.60799,,
973,97.64256,,
972,97.61888,,
971,97.79315,,
970,97.93474,,
969,97.8687,,
968,97.71439,,
967,97.60759,,
966,97.57242,,
965,97.57905,,
964,97.60945,,
963,97.66433,,
962,97.7435,,
961,97.83266,,
960,97.90495,,
959,97.93143,,
958,97.89256,,
957,97.78471,,
956,97.621,,
955,97.43375,,
954,97.28228,,
953,97.24711,,
952,97.37083,,
951,97.56366,,
950,97.64838,,
949,97.64192,,
948,97.77035,,
947,97.89735,,
946,97.70046,,
945,97.59109,,
944,97.60445,,
943,97.35031,,
942,97.47265,,
941,97.4305,,
940,97.58072,,
939,97.64957,,
938,97.74918,,
937,97.65183,,
936,97.69337,,
935,97.43539,,
934,97.52713,,
933,97.51408,,
932,97.43659,,
931,97.36996,,
930,96.49525,,
929,94.17558,,
928,90.33153,,
927,85.34959,,
926,80.09007,,
925,75.47099,,
924,71.95471,,
923,69.52312,,
922,68.04273,,
921,67.73175,,
920,69.53429,,
919,74.65894,,
918,79.05237,,
917,68.20107,,
916,50.74866,,
915,41.15978,,
914,37.89086,,
913,38.33165,,
912,41.24355,,
911,45.44829,,
910,48.38428,,
909,46.12417,,
908,37.91367,,
907,28.26752,,
906,20.65886,,
905,15.59205,,
904,12.62442,,
903,11.30735,,
902,11.88061,,
901,16.29764,,
900,25.85147,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
