#Wavelength (nm),"M1, M2, or M3
#2 years"
962,0.899105657
961,0.898497423
960,0.898013312
959,0.897854112
958,0.896990636
957,0.896942209
956,0.896445274
955,0.895536976
954,0.895288874
953,0.8950892
952,0.894375515
951,0.893574861
950,0.893463427
949,0.892651412
948,0.892666556
947,0.891968218
946,0.891926314
945,0.890944786
944,0.890908451
943,0.890531228
942,0.890095584
941,0.889323832
940,0.88905014
939,0.88900828
938,0.888327274
937,0.887451363
936,0.887208513
935,0.887225062
934,0.886364727
933,0.886195189
932,0.884994303
931,0.884681625
930,0.884128056
929,0.883768578
928,0.883298537
927,0.882532571
926,0.881786448
925,0.881454519
924,0.880649376
923,0.880155735
922,0.879416008
921,0.878922545
920,0.878737551
919,0.878314336
918,0.877150625
917,0.87715271
916,0.876221612
915,0.875722014
914,0.874931304
913,0.874186363
912,0.873253428
911,0.872916279
910,0.872508214
909,0.871566919
908,0.871073755
907,0.87051576
906,0.869526157
905,0.868882211
904,0.868085124
903,0.867871672
902,0.867443314
901,0.866248792
900,0.866167316
899,0.86614343
898,0.86568676
897,0.86456508
896,0.864587536
895,0.864622434
894,0.863929424
893,0.863601653
892,0.863053627
891,0.863081277
890,0.863446051
889,0.863575706
888,0.863095303
887,0.864289322
886,0.864440575
885,0.864868069
884,0.864334812
883,0.863424034
882,0.862736352
881,0.861763757
880,0.860124289
879,0.85852363
878,0.857702459
877,0.856242739
876,0.855212549
875,0.85434885
874,0.853560435
873,0.853190142
872,0.851887652
871,0.851511358
870,0.850556564
869,0.85008412
868,0.849096673
867,0.848129565
866,0.847426802
865,0.846826973
864,0.846368237
863,0.845736866
862,0.844939499
861,0.843400981
860,0.843482507
859,0.842681185
858,0.842280858
857,0.842237396
856,0.841789824
855,0.840567042
854,0.840141919
853,0.839881045
852,0.839320609
851,0.838864384
850,0.838114923
849,0.837065074
848,0.837095941
847,0.836674417
846,0.836284307
845,0.836053785
844,0.835675793
843,0.835205867
842,0.835244052
841,0.834396604
840,0.834091511
839,0.833534387
838,0.834739056
837,0.83379687
836,0.832849483
835,0.831666018
834,0.832410806
833,0.832117265
832,0.832215074
831,0.831275705
830,0.831512241
829,0.830724646
828,0.831369324
827,0.831247304
826,0.830519765
825,0.83305865
824,0.83038276
823,0.831039047
822,0.831539682
821,0.832005151
820,0.830631886
819,0.830849616
818,0.833667323
817,0.832642485
816,0.831021563
815,0.832416732
814,0.832797807
813,0.833263041
812,0.833547433
811,0.833223127
810,0.834574191
809,0.832474194
808,0.832941577
807,0.83488013
806,0.835329876
805,0.833767325
804,0.834282602
803,0.834134121
802,0.835081221
801,0.834030355
800,0.83316527
799,0.831865603
798,0.833080978
797,0.83335502
796,0.831326739
795,0.834592228
794,0.833623498
793,0.833279756
792,0.834989694
791,0.835162818
790,0.835511748
789,0.834503695
788,0.836264769
787,0.835830606
786,0.836146876
785,0.836326555
784,0.83768788
783,0.837061335
782,0.838755449
781,0.837546991
780,0.838698463
779,0.840188592
778,0.840010465
777,0.838162689
776,0.841099294
775,0.841142375
774,0.840776215
773,0.84158357
772,0.842445621
771,0.843088627
770,0.842872747
769,0.841606108
768,0.844495837
767,0.84444617
766,0.842615617
765,0.844302368
764,0.844181194
763,0.845351664
762,0.846286793
761,0.846505159
760,0.84670091
759,0.846632468
758,0.846572069
757,0.84625447
756,0.847424431
755,0.847437197
754,0.847399629
753,0.847697684
752,0.848784186
751,0.848511639
750,0.848355897
749,0.849218782
748,0.849052645
747,0.849503136
746,0.850237974
745,0.851187471
744,0.850560188
743,0.850948257
742,0.850417309
741,0.851303876
740,0.851234697
739,0.852854328
738,0.85268261
737,0.852995644
736,0.85304582
735,0.853922386
734,0.853581734
733,0.854940701
732,0.85488306
731,0.85474074
730,0.854791597
729,0.854569092
728,0.854773617
727,0.855011775
726,0.855758654
725,0.856041616
724,0.856736571
723,0.856520265
722,0.856708927
721,0.85705363
720,0.85801747
719,0.857495944
718,0.857934469
717,0.858092206
716,0.857993749
715,0.858395977
714,0.857737961
713,0.85878252
712,0.858868949
711,0.859045773
710,0.85893266
709,0.860401669
708,0.860202662
707,0.860345548
706,0.860520242
705,0.859935691
704,0.860459245
703,0.860634454
702,0.8612872
701,0.861716353
700,0.86069451
699,0.861609879
698,0.862037423
697,0.861981074
696,0.862271837
695,0.862561296
694,0.862531484
693,0.863089822
692,0.863492298
691,0.863076833
690,0.863372682
689,0.863896109
688,0.864006329
687,0.864285997
686,0.864389712
685,0.864233284
684,0.864785004
683,0.865018113
682,0.86542661
681,0.865245037
680,0.865559483
679,0.86607858
678,0.865905018
677,0.86597126
676,0.866489709
675,0.866893126
674,0.866830858
673,0.866757946
672,0.86707475
671,0.867409515
670,0.867427031
669,0.86763518
668,0.868271885
667,0.867844232
666,0.867905114
665,0.868383497
664,0.868661474
663,0.868942293
662,0.869123217
661,0.869064795
660,0.868757502
659,0.869742393
658,0.869181321
657,0.869762141
656,0.87012139
655,0.870423775
654,0.870440998
653,0.870427761
652,0.870985635
651,0.870971343
650,0.870947291
649,0.870964832
648,0.871148459
647,0.871058737
646,0.871007512
645,0.871534659
644,0.872030271
643,0.872232094
642,0.871857923
641,0.872517738
640,0.872465795
639,0.872681408
638,0.873093522
637,0.872842166
636,0.87282903
635,0.873141829
634,0.873654461
633,0.873372555
632,0.873374151
631,0.874100367
630,0.873699589
629,0.874217834
628,0.874029554
627,0.87392046
626,0.87453598
625,0.8744299
624,0.874517104
623,0.874819082
622,0.875020383
621,0.875334352
620,0.875182927
619,0.875430895
618,0.875762666
617,0.875657304
616,0.875867456
615,0.875941531
614,0.875474625
613,0.876256593
612,0.876730556
611,0.876651071
610,0.876824678
609,0.876544323
608,0.87705932
607,0.877089144
606,0.876924572
605,0.877256152
604,0.877287884
603,0.877813524
602,0.877394969
601,0.878222173
600,0.877899812
599,0.877918631
598,0.878357671
597,0.878384819
596,0.878563398
595,0.87849268
594,0.878967209
593,0.878845069
592,0.878838501
591,0.879071064
590,0.878760668
589,0.879939264
588,0.879320037
587,0.879409199
586,0.880073662
585,0.879757404
584,0.879430154
583,0.880077445
582,0.87976799
581,0.880611184
580,0.880267131
579,0.880834815
578,0.880194295
577,0.880658271
576,0.88039458
575,0.880778662
574,0.880794938
573,0.881251647
572,0.880958761
571,0.880692056
570,0.881119671
569,0.880814298
568,0.881074384
567,0.881224779
566,0.881732572
565,0.881491547
564,0.88213974
563,0.882275836
562,0.881443837
561,0.882182636
560,0.882398752
559,0.882320423
558,0.882484169
557,0.883036404
556,0.882424329
555,0.883124599
554,0.882444045
553,0.883197244
552,0.882938449
551,0.882827752
550,0.883208313
549,0.883443451
548,0.883285885
547,0.883572865
546,0.883594481
545,0.884085509
544,0.883529797
543,0.883563461
542,0.884178969
541,0.884069093
540,0.884637095
539,0.883652681
538,0.884350033
537,0.884483865
536,0.884630451
535,0.884445019
534,0.884831676
533,0.884909007
532,0.884262733
531,0.884152101
530,0.884372673
529,0.884950593
528,0.885113525
527,0.884619204
526,0.885042375
525,0.884769173
524,0.885420183
523,0.88550115
522,0.885362167
521,0.885691853
520,0.885440737
519,0.885273946
518,0.885982138
517,0.88605566
516,0.885557391
515,0.885985864
514,0.885893892
513,0.885993245
512,0.885408033
511,0.885933336
510,0.886256968
509,0.886295961
508,0.886466497
507,0.886319192
506,0.886694094
505,0.886339118
504,0.886341991
503,0.886583805
502,0.887060897
501,0.887192001
500,0.887294089
499,0.887018191
498,0.886824455
497,0.88691925
496,0.887274526
495,0.887219321
494,0.887166862
493,0.887485339
492,0.886878942
491,0.887395229
490,0.888129571
489,0.887450867
488,0.887388522
487,0.887688249
486,0.887452984
485,0.88783097
484,0.887882493
483,0.887758624
482,0.888224748
481,0.887556883
480,0.888065688
479,0.888183835
478,0.888267873
477,0.888205598
476,0.888183473
475,0.888216788
474,0.888301862
473,0.888345381
472,0.888283017
471,0.888466562
470,0.889089108
469,0.888812154
468,0.888435898
467,0.888681208
466,0.888681774
465,0.888809115
464,0.889119867
463,0.888990606
462,0.889127382
461,0.8888274
460,0.889480699
459,0.888753274
458,0.889516907
457,0.889536304
456,0.889024512
455,0.889179738
454,0.889850718
453,0.889756921
452,0.889347553
451,0.889942576
450,0.889450804
449,0.888896599
448,0.889449476
447,0.88961935
446,0.889499798
445,0.889232159
444,0.889244296
443,0.889618562
442,0.890141799
441,0.89033123
440,0.89019907
439,0.889871146
438,0.890180658
437,0.889892985
436,0.889684016
435,0.889995575
434,0.890316111
433,0.890027529
432,0.89033055
431,0.89066337
430,0.889735966
429,0.890379416
428,0.889771976
427,0.890401026
426,0.890491066
425,0.890161101
424,0.890328248
423,0.890215162
422,0.890711193
421,0.890464694
420,0.89038765
419,0.890685539
418,0.890448411
417,0.890321198
416,0.890731773
415,0.890309022
414,0.890105578
413,0.890821571
412,0.890724157
411,0.890295989
410,0.890954755
409,0.890041135
408,0.891046371
407,0.891722349
406,0.891044674
405,0.89112353
404,0.891096948
403,0.891200263
402,0.890300484
401,0.89121343
400,0.890798435
399,0.89115633
398,0.891351566
397,0.890489279
396,0.890632464
395,0.891476498
394,0.891260001
393,0.891712379
392,0.890980517
391,0.890730451
390,0.890597776
389,0.891439387
388,0.891682173
387,0.891042207
386,0.890227318
385,0.891613242
384,0.890941588
383,0.891271343
382,0.889731668
381,0.890444349
380,0.890286916
379,0.890368799
378,0.890794182
377,0.891067944
376,0.890287972
375,0.891142877
374,0.890405693
373,0.890740115
372,0.890211461
371,0.890954234
370,0.889740283
369,0.891318696
368,0.89085364
367,0.890683238
366,0.891353353
365,0.889627844
364,0.890889034
363,0.891197357
362,0.891717612
361,0.890981782
360,0.89049825
359,0.890264079
358,0.890116431
357,0.890218493
356,0.889861857
355,0.889860503
354,0.890367406
353,0.88984031
352,0.888339513
351,0.8898489
350,0.890975863
349,0.889652195
348,0.891001886
347,0.889038423
346,0.889983209
345,0.890389271
344,0.889856027
343,0.888391012
342,0.890091496
341,0.889116885
340,0.889414584
339,0.887491334
338,0.887076518
337,0.886851082
336,0.886706441
335,0.886428496
334,0.885671202
333,0.886212826
332,0.885705814
331,0.885203667
330,0.88584163
329,0.885318273
328,0.886215006
327,0.886914857
326,0.885731494
325,0.885659695
324,0.885845235
323,0.886212374
322,0.885116202
321,0.884523347
320,0.884652557
319,0.884656499
318,0.884676533
317,0.884960117
316,0.884979846
315,0.885158386
314,0.885079397
313,0.88471419
312,0.884884783
311,0.885219002
310,0.884428552
309,0.88404335
308,0.885047474
307,0.884046885
306,0.884425106
305,0.884202518
304,0.884075178
303,0.883796679
302,0.884379152
301,0.883937327
300,0.883783182
299,0.883047778
298,0.883895518
297,0.883886865
296,0.883272616
295,0.883811067
294,0.883472583
293,0.883460032
292,0.883637575
291,0.883559589
290,0.882872524
289,0.882853406
288,0.882916311
287,0.882975063
286,0.882517217
285,0.882965126
284,0.882768294
283,0.882152036
282,0.88259175
281,0.881835219
280,0.881928272
279,0.881566855
278,0.881631788
277,0.881678416
276,0.881540248
275,0.880911611
274,0.881283824
273,0.880979684
272,0.880996615
271,0.880706234
270,0.880394217
269,0.880375665
268,0.879865735
267,0.879895331
266,0.880051072
265,0.879597613
264,0.879826565
263,0.879468079
262,0.878996474
261,0.878712794
260,0.87873216
259,0.878194701
258,0.877662265
257,0.877799765
256,0.877630742
255,0.877122746
254,0.876555112
253,0.876338768
252,0.875951494
251,0.875808697
250,0.875216039
249,0.874916674
248,0.874402396
247,0.874452902
246,0.874032981
245,0.872817936
244,0.873029219
243,0.872496071
242,0.87129783
241,0.870979137
240,0.870548757
239,0.869421151
238,0.86884222
237,0.86794363
236,0.867623157
235,0.866393592
234,0.865622203
233,0.864299698
232,0.863923957
231,0.8623725
230,0.861485526
229,0.860593739
228,0.859454123
227,0.858205204
226,0.856816673
225,0.855207227
224,0.854384638
223,0.852418149
222,0.850975819
221,0.84946895
220,0.847426675
219,0.84610302
218,0.844003328
217,0.842515965
216,0.840051759
215,0.837799619
214,0.835361506
213,0.833345165
212,0.831172117
211,0.828156687
210,0.826034133
209,0.822491016
208,0.819953461
207,0.816538359
206,0.813023624
205,0.809901689
204,0.807074356
203,0.802721685
202,0.798904444
201,0.795389296
200,0.791110198
