# wavelength_um,throughput,length
1.044999999999999929e+00,9.818694304113675386e-01,7.600000000000000000e+01
1.046000000000000041e+00,9.819199733727823620e-01,7.600000000000000000e+01
1.046999999999999931e+00,9.819689050835775923e-01,7.600000000000000000e+01
1.048000000000000043e+00,9.820173368629594446e-01,7.600000000000000000e+01
1.048999999999999932e+00,9.820663800623251616e-01,7.600000000000000000e+01
1.050000000000000044e+00,9.821171460653507213e-01,7.600000000000000000e+01
1.050999999999999934e+00,9.821673048633462466e-01,7.600000000000000000e+01
1.052000000000000046e+00,9.822144354158484081e-01,7.600000000000000000e+01
1.052999999999999936e+00,9.822595149398850589e-01,7.600000000000000000e+01
1.054000000000000048e+00,9.823035241796854722e-01,7.600000000000000000e+01
1.054999999999999938e+00,9.823474392409958789e-01,7.600000000000000000e+01
1.056000000000000050e+00,9.823922385874551688e-01,7.600000000000000000e+01
1.056999999999999940e+00,9.824388995425302751e-01,7.600000000000000000e+01
1.058000000000000052e+00,9.824884017901853728e-01,7.600000000000000000e+01
1.058999999999999941e+00,9.825417227133379505e-01,7.600000000000000000e+01
1.060000000000000053e+00,9.825998408973547482e-01,7.600000000000000000e+01
1.060999999999999943e+00,9.826651473291436734e-01,7.600000000000000000e+01
1.062000000000000055e+00,9.827383524853127161e-01,7.600000000000000000e+01
1.062999999999999945e+00,9.828179054402030879e-01,7.600000000000000000e+01
1.064000000000000057e+00,9.829022610480704358e-01,7.600000000000000000e+01
1.064999999999999947e+00,9.829898717664208307e-01,7.600000000000000000e+01
1.066000000000000059e+00,9.830791888130457901e-01,7.600000000000000000e+01
1.066999999999999948e+00,9.831686656593887630e-01,7.600000000000000000e+01
1.068000000000000060e+00,9.832567533630796053e-01,7.600000000000000000e+01
1.068999999999999950e+00,9.833419040683749612e-01,7.600000000000000000e+01
1.070000000000000062e+00,9.834225698447702779e-01,7.600000000000000000e+01
1.070999999999999952e+00,9.835019558507872572e-01,7.600000000000000000e+01
1.072000000000000064e+00,9.835834668582152940e-01,7.600000000000000000e+01
1.072999999999999954e+00,9.836658571778958970e-01,7.600000000000000000e+01
1.074000000000000066e+00,9.837478775617606308e-01,7.600000000000000000e+01
1.074999999999999956e+00,9.838282810345400087e-01,7.600000000000000000e+01
1.076000000000000068e+00,9.839058217292468989e-01,7.600000000000000000e+01
1.076999999999999957e+00,9.839792502253552620e-01,7.600000000000000000e+01
1.078000000000000069e+00,9.840473205540970492e-01,7.600000000000000000e+01
1.078999999999999959e+00,9.841087843747158281e-01,7.600000000000000000e+01
1.080000000000000071e+00,9.841623956514670146e-01,7.600000000000000000e+01
1.080999999999999961e+00,9.842093977304148256e-01,7.600000000000000000e+01
1.082000000000000073e+00,9.842523277151633554e-01,7.600000000000000000e+01
1.082999999999999963e+00,9.842918714625507048e-01,7.600000000000000000e+01
1.084000000000000075e+00,9.843287195174282855e-01,7.600000000000000000e+01
1.084999999999999964e+00,9.843635577771749912e-01,7.600000000000000000e+01
1.086000000000000076e+00,9.843970756552002932e-01,7.600000000000000000e+01
1.086999999999999966e+00,9.844299614130350706e-01,7.600000000000000000e+01
1.088000000000000078e+00,9.844629033258963657e-01,7.600000000000000000e+01
1.088999999999999968e+00,9.844965885158052377e-01,7.600000000000000000e+01
1.090000000000000080e+00,9.845317052851528805e-01,7.600000000000000000e+01
1.090999999999999970e+00,9.845707816827671266e-01,7.600000000000000000e+01
1.092000000000000082e+00,9.846145084098293365e-01,7.600000000000000000e+01
1.092999999999999972e+00,9.846608218089460962e-01,7.600000000000000000e+01
1.094000000000000083e+00,9.847076581716671662e-01,7.600000000000000000e+01
1.094999999999999973e+00,9.847529525671399053e-01,7.600000000000000000e+01
1.096000000000000085e+00,9.847946411769044062e-01,7.600000000000000000e+01
1.096999999999999975e+00,9.848306589694486579e-01,7.600000000000000000e+01
1.098000000000000087e+00,9.848589420475577505e-01,7.600000000000000000e+01
1.098999999999999977e+00,9.848774265020202590e-01,7.600000000000000000e+01
1.100000000000000089e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.100999999999999979e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.102000000000000091e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.102999999999999980e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.104000000000000092e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.104999999999999982e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.106000000000000094e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.106999999999999984e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.108000000000000096e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.108999999999999986e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.110000000000000098e+00,9.848840461049039874e-01,7.600000000000000000e+01
1.110999999999999988e+00,9.848870910777266507e-01,7.600000000000000000e+01
1.112000000000000099e+00,9.848957546745215064e-01,7.600000000000000000e+01
1.112999999999999989e+00,9.849093264205728282e-01,7.600000000000000000e+01
1.114000000000000101e+00,9.849270981805421377e-01,7.600000000000000000e+01
1.114999999999999991e+00,9.849483594870837022e-01,7.600000000000000000e+01
1.116000000000000103e+00,9.849724022034839210e-01,7.600000000000000000e+01
1.116999999999999993e+00,9.849985170204084151e-01,7.600000000000000000e+01
1.118000000000000105e+00,9.850259957867122385e-01,7.600000000000000000e+01
1.118999999999999995e+00,9.850541268409344076e-01,7.600000000000000000e+01
1.120000000000000107e+00,9.850822031770045673e-01,7.600000000000000000e+01
1.120999999999999996e+00,9.851137155458811190e-01,7.600000000000000000e+01
1.122000000000000108e+00,9.851518210898875250e-01,7.600000000000000000e+01
1.122999999999999998e+00,9.851953065419175593e-01,7.600000000000000000e+01
1.124000000000000110e+00,9.852429597854592824e-01,7.600000000000000000e+01
1.125000000000000000e+00,9.852935675126782700e-01,7.600000000000000000e+01
1.125999999999999890e+00,9.853459175515025814e-01,7.600000000000000000e+01
1.127000000000000002e+00,9.853987965279983330e-01,7.600000000000000000e+01
1.127999999999999892e+00,9.854509910310593757e-01,7.600000000000000000e+01
1.129000000000000004e+00,9.855012899460724451e-01,7.600000000000000000e+01
1.129999999999999893e+00,9.855484786234548489e-01,7.600000000000000000e+01
1.131000000000000005e+00,9.855935032550851016e-01,7.600000000000000000e+01
1.131999999999999895e+00,9.856381513127756566e-01,7.600000000000000000e+01
1.133000000000000007e+00,9.856824717944031589e-01,7.600000000000000000e+01
1.133999999999999897e+00,9.857265113655721001e-01,7.600000000000000000e+01
1.135000000000000009e+00,9.857703213603649095e-01,7.600000000000000000e+01
1.135999999999999899e+00,9.858139484469512492e-01,7.600000000000000000e+01
1.137000000000000011e+00,9.858574416283600872e-01,7.600000000000000000e+01
1.137999999999999901e+00,9.859008510757123478e-01,7.600000000000000000e+01
1.139000000000000012e+00,9.859442246277380084e-01,7.600000000000000000e+01
1.139999999999999902e+00,9.859876112912316914e-01,7.600000000000000000e+01
1.141000000000000014e+00,9.860347893360082994e-01,7.600000000000000000e+01
1.141999999999999904e+00,9.860878066837946987e-01,7.600000000000000000e+01
1.143000000000000016e+00,9.861441208565164818e-01,7.600000000000000000e+01
1.143999999999999906e+00,9.862011834658133136e-01,7.600000000000000000e+01
1.145000000000000018e+00,9.862564518741646635e-01,7.600000000000000000e+01
1.145999999999999908e+00,9.863073798618855470e-01,7.600000000000000000e+01
1.147000000000000020e+00,9.863514211391829489e-01,7.600000000000000000e+01
1.147999999999999909e+00,9.863860305340497181e-01,7.600000000000000000e+01
1.149000000000000021e+00,9.864086628558570435e-01,7.600000000000000000e+01
1.149999999999999911e+00,9.864167729353274794e-01,7.600000000000000000e+01
1.151000000000000023e+00,9.864040512005832761e-01,7.600000000000000000e+01
1.151999999999999913e+00,9.863695198972036726e-01,7.600000000000000000e+01
1.153000000000000025e+00,9.863186334535468669e-01,7.600000000000000000e+01
1.153999999999999915e+00,9.862568416158203899e-01,7.600000000000000000e+01
1.155000000000000027e+00,9.861895998411561726e-01,7.600000000000000000e+01
1.155999999999999917e+00,9.861223575632027671e-01,7.600000000000000000e+01
1.157000000000000028e+00,9.860605675054293640e-01,7.600000000000000000e+01
1.157999999999999918e+00,9.860096833690555895e-01,7.600000000000000000e+01
1.159000000000000030e+00,9.859751540642465173e-01,7.600000000000000000e+01
1.159999999999999920e+00,9.859624331540163267e-01,7.600000000000000000e+01
1.161000000000000032e+00,9.859628672188061049e-01,7.600000000000000000e+01
1.161999999999999922e+00,9.859641507438838826e-01,7.600000000000000000e+01
1.163000000000000034e+00,9.859662592260594050e-01,7.600000000000000000e+01
1.163999999999999924e+00,9.859691646618916616e-01,7.600000000000000000e+01
1.165000000000000036e+00,9.859728425487063186e-01,7.600000000000000000e+01
1.165999999999999925e+00,9.859772648835142261e-01,7.600000000000000000e+01
1.167000000000000037e+00,9.859824059971927790e-01,7.600000000000000000e+01
1.167999999999999927e+00,9.859882402207741370e-01,7.600000000000000000e+01
1.169000000000000039e+00,9.859947395517272284e-01,7.600000000000000000e+01
1.169999999999999929e+00,9.860018794881570958e-01,7.600000000000000000e+01
1.171000000000000041e+00,9.860208909618517481e-01,7.600000000000000000e+01
1.171999999999999931e+00,9.860605360002741016e-01,7.600000000000000000e+01
1.173000000000000043e+00,9.861170809873046617e-01,7.600000000000000000e+01
1.173999999999999932e+00,9.861867958298070613e-01,7.600000000000000000e+01
1.175000000000000044e+00,9.862659468740786473e-01,7.600000000000000000e+01
1.175999999999999934e+00,9.863508026782817906e-01,7.600000000000000000e+01
1.177000000000000046e+00,9.864376293034448073e-01,7.600000000000000000e+01
1.177999999999999936e+00,9.865226972939449279e-01,7.600000000000000000e+01
1.179000000000000048e+00,9.866022700077420327e-01,7.600000000000000000e+01
1.179999999999999938e+00,9.866726176394244874e-01,7.600000000000000000e+01
1.181000000000000050e+00,9.867386797012641653e-01,7.600000000000000000e+01
1.181999999999999940e+00,9.868070810416433858e-01,7.600000000000000000e+01
1.183000000000000052e+00,9.868766138885816108e-01,7.600000000000000000e+01
1.183999999999999941e+00,9.869460704220003322e-01,7.600000000000000000e+01
1.185000000000000053e+00,9.870142439398167378e-01,7.600000000000000000e+01
1.185999999999999943e+00,9.870799265251471999e-01,7.600000000000000000e+01
1.187000000000000055e+00,9.871419102166423265e-01,7.600000000000000000e+01
1.187999999999999945e+00,9.871989870139733503e-01,7.600000000000000000e+01
1.189000000000000057e+00,9.872499500525191429e-01,7.600000000000000000e+01
1.189999999999999947e+00,9.872935912790272717e-01,7.600000000000000000e+01
1.191000000000000059e+00,9.873311674927218728e-01,7.600000000000000000e+01
1.191999999999999948e+00,9.873651621411143608e-01,7.600000000000000000e+01
1.193000000000000060e+00,9.873962065642760688e-01,7.600000000000000000e+01
1.193999999999999950e+00,9.874249344523887695e-01,7.600000000000000000e+01
1.195000000000000062e+00,9.874519771749675767e-01,7.600000000000000000e+01
1.195999999999999952e+00,9.874779661131595221e-01,7.600000000000000000e+01
1.197000000000000064e+00,9.875035349926837291e-01,7.600000000000000000e+01
1.197999999999999954e+00,9.875293140476473219e-01,7.600000000000000000e+01
1.199000000000000066e+00,9.875559346888348466e-01,7.600000000000000000e+01
1.199999999999999956e+00,9.875840318384535577e-01,7.600000000000000000e+01
1.201000000000000068e+00,9.876122108023940305e-01,7.600000000000000000e+01
1.201999999999999957e+00,9.876390418499955137e-01,7.600000000000000000e+01
1.203000000000000069e+00,9.876651026957833368e-01,7.600000000000000000e+01
1.203999999999999959e+00,9.876909710635493056e-01,7.600000000000000000e+01
1.205000000000000071e+00,9.877172258530844129e-01,7.600000000000000000e+01
1.205999999999999961e+00,9.877444424717002347e-01,7.600000000000000000e+01
1.207000000000000073e+00,9.877731986704818556e-01,7.600000000000000000e+01
1.207999999999999963e+00,9.878040733782372795e-01,7.600000000000000000e+01
1.209000000000000075e+00,9.878376432015879560e-01,7.600000000000000000e+01
1.209999999999999964e+00,9.878744859284516178e-01,7.600000000000000000e+01
1.211000000000000076e+00,9.879154057953744017e-01,7.600000000000000000e+01
1.211999999999999966e+00,9.879606748292564244e-01,7.600000000000000000e+01
1.213000000000000078e+00,9.880100713502789622e-01,7.600000000000000000e+01
1.213999999999999968e+00,9.880633760143603395e-01,7.600000000000000000e+01
1.215000000000000080e+00,9.881203683103176871e-01,7.600000000000000000e+01
1.215999999999999970e+00,9.881808253913737516e-01,7.600000000000000000e+01
1.217000000000000082e+00,9.882445290772791102e-01,7.600000000000000000e+01
1.217999999999999972e+00,9.883112565155038887e-01,7.600000000000000000e+01
1.219000000000000083e+00,9.883807883507789160e-01,7.600000000000000000e+01
1.219999999999999973e+00,9.884529028879962542e-01,7.600000000000000000e+01
1.221000000000000085e+00,9.885313308358311124e-01,7.600000000000000000e+01
1.221999999999999975e+00,9.886188785890142050e-01,7.600000000000000000e+01
1.223000000000000087e+00,9.887139356080144603e-01,7.600000000000000000e+01
1.223999999999999977e+00,9.888148936269280931e-01,7.600000000000000000e+01
1.225000000000000089e+00,9.889201443031679917e-01,7.600000000000000000e+01
1.225999999999999979e+00,9.890280780381121017e-01,7.600000000000000000e+01
1.227000000000000091e+00,9.891370874709697336e-01,7.600000000000000000e+01
1.227999999999999980e+00,9.892455604701501093e-01,7.600000000000000000e+01
1.229000000000000092e+00,9.893518906390673662e-01,7.600000000000000000e+01
1.229999999999999982e+00,9.894544679802653731e-01,7.600000000000000000e+01
1.231000000000000094e+00,9.895558443815372085e-01,7.600000000000000000e+01
1.231999999999999984e+00,9.896591077546251780e-01,7.600000000000000000e+01
1.233000000000000096e+00,9.897634491136705348e-01,7.600000000000000000e+01
1.233999999999999986e+00,9.898680629268078457e-01,7.600000000000000000e+01
1.235000000000000098e+00,9.899721377754345797e-01,7.600000000000000000e+01
1.235999999999999988e+00,9.900748691969208926e-01,7.600000000000000000e+01
1.237000000000000099e+00,9.901754468430831180e-01,7.600000000000000000e+01
1.237999999999999989e+00,9.902730626548756909e-01,7.600000000000000000e+01
1.239000000000000101e+00,9.903669096979974551e-01,7.600000000000000000e+01
1.239999999999999991e+00,9.904561798317325083e-01,7.600000000000000000e+01
1.241000000000000103e+00,9.905478190724398280e-01,7.600000000000000000e+01
1.241999999999999993e+00,9.906466662199508999e-01,7.600000000000000000e+01
1.243000000000000105e+00,9.907487538801690308e-01,7.600000000000000000e+01
1.243999999999999995e+00,9.908501109298892828e-01,7.600000000000000000e+01
1.245000000000000107e+00,9.909467671800865629e-01,7.600000000000000000e+01
1.245999999999999996e+00,9.910347533917975849e-01,7.600000000000000000e+01
1.247000000000000108e+00,9.911100989795524896e-01,7.600000000000000000e+01
1.247999999999999998e+00,9.911688320731114610e-01,7.600000000000000000e+01
1.249000000000000110e+00,9.912069842731875413e-01,7.600000000000000000e+01
1.250000000000000000e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.250999999999999890e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.252000000000000002e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.252999999999999892e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.254000000000000004e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.254999999999999893e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.256000000000000005e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.256999999999999895e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.258000000000000007e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.258999999999999897e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.260000000000000009e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.260999999999999899e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.262000000000000011e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.262999999999999901e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.264000000000000012e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.264999999999999902e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.266000000000000014e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.266999999999999904e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.268000000000000016e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.268999999999999906e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.270000000000000018e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.270999999999999908e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.272000000000000020e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.272999999999999909e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.274000000000000021e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.274999999999999911e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.276000000000000023e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.276999999999999913e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.278000000000000025e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.278999999999999915e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.280000000000000027e+00,9.912205837528927921e-01,7.600000000000000000e+01
1.280999999999999917e+00,9.912228620128671341e-01,7.600000000000000000e+01
1.282000000000000028e+00,9.912293219524975774e-01,7.600000000000000000e+01
1.282999999999999918e+00,9.912394042348785517e-01,7.600000000000000000e+01
1.284000000000000030e+00,9.912525506939400266e-01,7.600000000000000000e+01
1.284999999999999920e+00,9.912681996607414225e-01,7.600000000000000000e+01
1.286000000000000032e+00,9.912857917999091661e-01,7.600000000000000000e+01
