# wavelength(nm), strehl
9.379000000000086175e+02,5.551668611214819471e-01
9.380000000000086402e+02,5.552238903177018070e-01
9.381000000000086629e+02,5.552809086248806647e-01
9.382000000000086857e+02,5.553379160452834862e-01
9.383000000000087084e+02,5.553949125811744603e-01
9.384000000000087311e+02,5.554518982348181089e-01
9.385000000000087539e+02,5.555088730084781767e-01
9.386000000000087766e+02,5.555658369044185196e-01
9.387000000000087994e+02,5.556227899249027713e-01
9.388000000000088221e+02,5.556797320721943434e-01
9.389000000000088448e+02,5.557366633485563145e-01
9.390000000000088676e+02,5.557935837562517634e-01
9.391000000000088903e+02,5.558504932975432133e-01
9.392000000000089130e+02,5.559073919746931880e-01
9.393000000000089358e+02,5.559642797899640998e-01
9.394000000000089585e+02,5.560211567456178061e-01
9.395000000000089813e+02,5.560780228439162753e-01
9.396000000000090040e+02,5.561348780871213648e-01
9.397000000000090267e+02,5.561917224774939328e-01
9.398000000000090495e+02,5.562485560172955035e-01
9.399000000000090722e+02,5.563053787087869351e-01
9.400000000000090949e+02,5.563621905542290857e-01
9.401000000000091177e+02,5.564189915558823696e-01
9.402000000000091404e+02,5.564757817160072007e-01
9.403000000000091632e+02,5.565325610368633269e-01
9.404000000000091859e+02,5.565893295207109404e-01
9.405000000000092086e+02,5.566460871698095669e-01
9.406000000000092314e+02,5.567028339864185105e-01
9.407000000000092541e+02,5.567595699727971859e-01
9.408000000000092768e+02,5.568162951312043418e-01
9.409000000000092996e+02,5.568730094638986161e-01
9.410000000000093223e+02,5.569297129731388685e-01
9.411000000000093451e+02,5.569864056611830705e-01
9.412000000000093678e+02,5.570430875302894158e-01
9.413000000000093905e+02,5.570997585827158760e-01
9.414000000000094133e+02,5.571564188207197565e-01
9.415000000000094360e+02,5.572130682465585849e-01
9.416000000000094587e+02,5.572697068624897776e-01
9.417000000000094815e+02,5.573263346707696408e-01
9.418000000000095042e+02,5.573829516736555911e-01
9.419000000000095270e+02,5.574395578734036016e-01
9.420000000000095497e+02,5.574961532722698676e-01
9.421000000000095724e+02,5.575527378725109173e-01
9.422000000000095952e+02,5.576093116763821689e-01
9.423000000000096179e+02,5.576658746861393734e-01
9.424000000000096406e+02,5.577224269040377269e-01
9.425000000000096634e+02,5.577789683323323144e-01
9.426000000000096861e+02,5.578354989732781100e-01
9.427000000000097089e+02,5.578920188291297544e-01
9.428000000000097316e+02,5.579485279021415556e-01
9.429000000000097543e+02,5.580050261945678214e-01
9.430000000000097771e+02,5.580615137086625266e-01
9.431000000000097998e+02,5.581179904466794239e-01
9.432000000000098225e+02,5.581744564108719331e-01
9.433000000000098453e+02,5.582309116034931407e-01
9.434000000000098680e+02,5.582873560267964663e-01
9.435000000000098908e+02,5.583437896830345526e-01
9.436000000000099135e+02,5.584002125744597089e-01
9.437000000000099362e+02,5.584566247033247999e-01
9.438000000000099590e+02,5.585130260718812467e-01
9.439000000000099817e+02,5.585694166823816920e-01
9.440000000000100044e+02,5.586257965370770018e-01
9.441000000000100272e+02,5.586821656382191525e-01
9.442000000000100499e+02,5.587385239880590104e-01
9.443000000000100727e+02,5.587948715888476636e-01
9.444000000000100954e+02,5.588512084428359783e-01
9.445000000000101181e+02,5.589075345522739324e-01
9.446000000000101409e+02,5.589638499194120591e-01
9.447000000000101636e+02,5.590201545465003363e-01
9.448000000000101863e+02,5.590764484357884090e-01
9.449000000000102091e+02,5.591327315895259220e-01
9.450000000000102318e+02,5.591890040099622983e-01
9.451000000000102546e+02,5.592452656993460725e-01
9.452000000000102773e+02,5.593015166599267785e-01
9.453000000000103000e+02,5.593577568939522848e-01
9.454000000000103228e+02,5.594139864036713483e-01
9.455000000000103455e+02,5.594702051913320595e-01
9.456000000000103682e+02,5.595264132591820649e-01
9.457000000000103910e+02,5.595826106094691221e-01
9.458000000000104137e+02,5.596387972444405445e-01
9.459000000000104365e+02,5.596949731663435346e-01
9.460000000000104592e+02,5.597511383774250726e-01
9.461000000000104819e+02,5.598072928799315839e-01
9.462000000000105047e+02,5.598634366761096048e-01
9.463000000000105274e+02,5.599195697682053385e-01
9.464000000000105501e+02,5.599756921584648772e-01
9.465000000000105729e+02,5.600318038491335360e-01
9.466000000000105956e+02,5.600879048424571849e-01
9.467000000000106184e+02,5.601439951406806950e-01
9.468000000000106411e+02,5.602000747460493812e-01
9.469000000000106638e+02,5.602561436608075596e-01
9.470000000000106866e+02,5.603122018872001009e-01
9.471000000000107093e+02,5.603682494274710990e-01
9.472000000000107320e+02,5.604242862838644257e-01
9.473000000000107548e+02,5.604803124586240637e-01
9.474000000000107775e+02,5.605363279539935517e-01
9.475000000000108002e+02,5.605923327722158733e-01
9.476000000000108230e+02,5.606483269155342342e-01
9.477000000000108457e+02,5.607043103861913957e-01
9.478000000000108685e+02,5.607602831864301196e-01
9.479000000000108912e+02,5.608162453184921681e-01
9.480000000000109139e+02,5.608721967846201917e-01
9.481000000000109367e+02,5.609281375870555086e-01
9.482000000000109594e+02,5.609840677280399923e-01
9.483000000000109821e+02,5.610399872098148499e-01
9.484000000000110049e+02,5.610958960346210667e-01
9.485000000000110276e+02,5.611517942046994056e-01
9.486000000000110504e+02,5.612076817222907410e-01
9.487000000000110731e+02,5.612635585896349477e-01
9.488000000000110958e+02,5.613194248089724558e-01
9.489000000000111186e+02,5.613752803825431403e-01
9.490000000000111413e+02,5.614311253125863210e-01
9.491000000000111640e+02,5.614869596013413178e-01
9.492000000000111868e+02,5.615427832510475614e-01
9.493000000000112095e+02,5.615985962639433726e-01
9.494000000000112323e+02,5.616543986422677381e-01
9.495000000000112550e+02,5.617101903882588676e-01
9.496000000000112777e+02,5.617659715041548596e-01
9.497000000000113005e+02,5.618217419921932576e-01
9.498000000000113232e+02,5.618775018546121602e-01
9.499000000000113459e+02,5.619332510936484448e-01
9.500000000000113687e+02,5.619889897115393218e-01
9.501000000000113914e+02,5.620447177105217795e-01
9.502000000000114142e+02,5.621004350928323623e-01
9.503000000000114369e+02,5.621561418607071703e-01
9.504000000000114596e+02,5.622118380163824147e-01
9.505000000000114824e+02,5.622675235620938627e-01
9.506000000000115051e+02,5.623231985000772815e-01
9.507000000000115278e+02,5.623788628325677719e-01
9.508000000000115506e+02,5.624345165618003239e-01
9.509000000000115733e+02,5.624901596900099277e-01
9.510000000000115961e+02,5.625457922194311289e-01
9.511000000000116188e+02,5.626014141522981404e-01
9.512000000000116415e+02,5.626570254908450641e-01
9.513000000000116643e+02,5.627126262373054466e-01
9.514000000000116870e+02,5.627682163939132787e-01
9.515000000000117097e+02,5.628237959629015519e-01
9.516000000000117325e+02,5.628793649465032578e-01
9.517000000000117552e+02,5.629349233469511660e-01
9.518000000000117780e+02,5.629904711664779349e-01
9.519000000000118007e+02,5.630460084073156679e-01
9.520000000000118234e+02,5.631015350716964685e-01
9.521000000000118462e+02,5.631570511618519959e-01
9.522000000000118689e+02,5.632125566800139094e-01
9.523000000000118916e+02,5.632680516284130912e-01
9.524000000000119144e+02,5.633235360092808675e-01
9.525000000000119371e+02,5.633790098248476763e-01
9.526000000000119599e+02,5.634344730773440668e-01
9.527000000000119826e+02,5.634899257690002550e-01
9.528000000000120053e+02,5.635453679020461237e-01
9.529000000000120281e+02,5.636007994787115560e-01
9.530000000000120508e+02,5.636562205012257687e-01
9.531000000000120735e+02,5.637116309718176455e-01
9.532000000000120963e+02,5.637670308927167362e-01
9.533000000000121190e+02,5.638224202661511475e-01
9.534000000000121418e+02,5.638777990943495411e-01
9.535000000000121645e+02,5.639331673795396904e-01
9.536000000000121872e+02,5.639885251239499242e-01
9.537000000000122100e+02,5.640438723298074608e-01
9.538000000000122327e+02,5.640992089993398517e-01
9.539000000000122554e+02,5.641545351347740933e-01
9.540000000000122782e+02,5.642098507383367378e-01
9.541000000000123009e+02,5.642651558122545596e-01
9.542000000000123237e+02,5.643204503587541110e-01
9.543000000000123464e+02,5.643757343800610560e-01
9.544000000000123691e+02,5.644310078784012807e-01
9.545000000000123919e+02,5.644862708560001163e-01
9.546000000000124146e+02,5.645415233150830048e-01
9.547000000000124373e+02,5.645967652578747220e-01
9.548000000000124601e+02,5.646519966866001550e-01
9.549000000000124828e+02,5.647072176034835245e-01
9.550000000000125056e+02,5.647624280107491623e-01
9.551000000000125283e+02,5.648176279106210673e-01
9.552000000000125510e+02,5.648728173053226831e-01
9.553000000000125738e+02,5.649279961970775643e-01
9.554000000000125965e+02,5.649831645881085995e-01
9.555000000000126192e+02,5.650383224806387883e-01
9.556000000000126420e+02,5.650934698768906861e-01
9.557000000000126647e+02,5.651486067790866263e-01
9.558000000000126875e+02,5.652037331894486094e-01
9.559000000000127102e+02,5.652588491101984136e-01
9.560000000000127329e+02,5.653139545435574842e-01
9.561000000000127557e+02,5.653690494917471554e-01
9.562000000000127784e+02,5.654241339569885394e-01
9.563000000000128011e+02,5.654792079415019712e-01
9.564000000000128239e+02,5.655342714475083410e-01
9.565000000000128466e+02,5.655893244772275397e-01
9.566000000000128694e+02,5.656443670328794582e-01
9.567000000000128921e+02,5.656993991166838764e-01
9.568000000000129148e+02,5.657544207308601303e-01
9.569000000000129376e+02,5.658094318776273335e-01
9.570000000000129603e+02,5.658644325592041557e-01
9.571000000000129830e+02,5.659194227778092667e-01
9.572000000000130058e+02,5.659744025356608921e-01
9.573000000000130285e+02,5.660293718349771463e-01
9.574000000000130512e+02,5.660843306779755890e-01
9.575000000000130740e+02,5.661392790668741126e-01
9.576000000000130967e+02,5.661942170038893885e-01
9.577000000000131195e+02,5.662491444912387539e-01
9.578000000000131422e+02,5.663040615311386583e-01
9.579000000000131649e+02,5.663589681258055508e-01
9.580000000000131877e+02,5.664138642774553256e-01
