# wavelength(nm), strehl
1.398400000000113323e+03,7.330013739063646616e-01
1.398500000000113232e+03,7.330268291853080376e-01
1.398600000000113369e+03,7.330522804824070038e-01
1.398700000000113505e+03,7.330777277984921181e-01
1.398800000000113414e+03,7.331031711343931612e-01
1.398900000000113323e+03,7.331286104909401358e-01
1.399000000000113459e+03,7.331540458689633777e-01
1.399100000000113596e+03,7.331794772692918905e-01
1.399200000000113505e+03,7.332049046927552327e-01
1.399300000000113414e+03,7.332303281401827411e-01
1.399400000000113550e+03,7.332557476124031970e-01
1.399500000000113687e+03,7.332811631102453820e-01
1.399600000000113596e+03,7.333065746345378555e-01
1.399700000000113505e+03,7.333319821861091770e-01
1.399800000000113641e+03,7.333573857657872397e-01
1.399900000000113778e+03,7.333827853744001590e-01
1.400000000000113687e+03,7.334081810127752732e-01
1.400100000000113596e+03,7.334335726817406975e-01
1.400200000000113732e+03,7.334589603821234371e-01
1.400300000000113869e+03,7.334843441147507193e-01
1.400400000000113778e+03,7.335097238804494379e-01
1.400500000000113687e+03,7.335350996800462653e-01
1.400600000000113823e+03,7.335604715143677623e-01
1.400700000000113960e+03,7.335858393842401570e-01
1.400800000000113869e+03,7.336112032904898994e-01
1.400900000000113778e+03,7.336365632339423293e-01
1.401000000000113914e+03,7.336619192154237856e-01
1.401100000000114051e+03,7.336872712357593862e-01
1.401200000000113960e+03,7.337126192957744708e-01
1.401300000000113869e+03,7.337379633962940462e-01
1.401400000000114005e+03,7.337633035381433411e-01
1.401500000000114142e+03,7.337886397221466961e-01
1.401600000000114051e+03,7.338139719491286739e-01
1.401700000000113960e+03,7.338393002199136150e-01
1.401800000000114096e+03,7.338646245353256381e-01
1.401900000000114233e+03,7.338899448961886396e-01
1.402000000000114142e+03,7.339152613033260719e-01
1.402100000000114051e+03,7.339405737575616095e-01
1.402200000000114187e+03,7.339658822597184828e-01
1.402300000000114323e+03,7.339911868106198112e-01
1.402400000000114233e+03,7.340164874110882698e-01
1.402500000000114142e+03,7.340417840619465339e-01
1.402600000000114278e+03,7.340670767640173899e-01
1.402700000000114414e+03,7.340923655181227359e-01
1.402800000000114323e+03,7.341176503250846919e-01
1.402900000000114233e+03,7.341429311857251561e-01
1.403000000000114369e+03,7.341682081008659155e-01
1.403100000000114505e+03,7.341934810713280912e-01
1.403200000000114414e+03,7.342187500979333592e-01
1.403300000000114323e+03,7.342440151815022853e-01
1.403400000000114460e+03,7.342692763228559905e-01
1.403500000000114596e+03,7.342945335228151515e-01
1.403600000000114505e+03,7.343197867821998903e-01
1.403700000000114414e+03,7.343450361018308836e-01
1.403800000000114551e+03,7.343702814825276981e-01
1.403900000000114687e+03,7.343955229251105665e-01
1.404000000000114596e+03,7.344207604303989445e-01
1.404100000000114505e+03,7.344459939992120656e-01
1.404200000000114642e+03,7.344712236323693855e-01
1.404300000000114778e+03,7.344964493306899156e-01
1.404400000000114687e+03,7.345216710949924455e-01
1.404500000000114596e+03,7.345468889260955425e-01
1.404600000000114733e+03,7.345721028248175521e-01
1.404700000000114869e+03,7.345973127919770418e-01
1.404800000000114778e+03,7.346225188283914687e-01
1.404900000000114687e+03,7.346477209348790671e-01
1.405000000000114824e+03,7.346729191122574054e-01
1.405100000000114960e+03,7.346981133613438297e-01
1.405200000000114869e+03,7.347233036829554642e-01
1.405300000000114778e+03,7.347484900779092110e-01
1.405400000000114915e+03,7.347736725470221941e-01
1.405500000000115051e+03,7.347988510911109827e-01
1.405600000000114960e+03,7.348240257109917017e-01
1.405700000000114869e+03,7.348491964074805871e-01
1.405800000000115006e+03,7.348743631813940969e-01
1.405900000000115142e+03,7.348995260335474677e-01
1.406000000000115051e+03,7.349246849647564916e-01
1.406100000000114960e+03,7.349498399758366274e-01
1.406200000000115097e+03,7.349749910676031117e-01
1.406300000000115233e+03,7.350001382408709594e-01
1.406400000000115142e+03,7.350252814964547410e-01
1.406500000000115051e+03,7.350504208351691382e-01
1.406600000000115188e+03,7.350755562578287217e-01
1.406700000000115324e+03,7.351006877652476179e-01
1.406800000000115233e+03,7.351258153582396204e-01
1.406900000000115142e+03,7.351509390376185227e-01
1.407000000000115278e+03,7.351760588041983402e-01
1.407100000000115415e+03,7.352011746587922003e-01
1.407200000000115324e+03,7.352262866022132304e-01
1.407300000000115233e+03,7.352513946352743357e-01
1.407400000000115369e+03,7.352764987587886436e-01
1.407500000000115506e+03,7.353015989735682822e-01
1.407600000000115415e+03,7.353266952804262679e-01
1.407700000000115324e+03,7.353517876801741737e-01
1.407800000000115460e+03,7.353768761736244608e-01
1.407900000000115597e+03,7.354019607615887022e-01
1.408000000000115506e+03,7.354270414448782489e-01
1.408100000000115415e+03,7.354521182243050070e-01
1.408200000000115551e+03,7.354771911006797724e-01
1.408300000000115688e+03,7.355022600748137851e-01
1.408400000000115597e+03,7.355273251475177299e-01
1.408500000000115506e+03,7.355523863196021805e-01
1.408600000000115642e+03,7.355774435918774889e-01
1.408700000000115779e+03,7.356024969651540069e-01
1.408800000000115688e+03,7.356275464402416420e-01
1.408900000000115597e+03,7.356525920179500799e-01
1.409000000000115733e+03,7.356776336990892284e-01
1.409100000000115870e+03,7.357026714844683291e-01
1.409200000000115779e+03,7.357277053748962903e-01
1.409300000000115688e+03,7.357527353711824647e-01
1.409400000000115824e+03,7.357777614741357608e-01
1.409500000000115961e+03,7.358027836845644210e-01
1.409600000000115870e+03,7.358278020032769096e-01
1.409700000000115779e+03,7.358528164310816910e-01
1.409800000000115915e+03,7.358778269687866747e-01
1.409900000000116052e+03,7.359028336171993256e-01
1.410000000000115961e+03,7.359278363771277753e-01
1.410100000000115870e+03,7.359528352493791559e-01
1.410200000000116006e+03,7.359778302347605994e-01
1.410300000000116142e+03,7.360028213340793490e-01
1.410400000000116052e+03,7.360278085481419819e-01
1.410500000000115961e+03,7.360527918777552969e-01
1.410600000000116097e+03,7.360777713237257602e-01
1.410700000000116233e+03,7.361027468868591717e-01
1.410800000000116142e+03,7.361277185679619972e-01
1.410900000000116052e+03,7.361526863678400368e-01
1.411000000000116188e+03,7.361776502872986461e-01
1.411100000000116324e+03,7.362026103271436250e-01
1.411200000000116233e+03,7.362275664881796633e-01
1.411300000000116142e+03,7.362525187712122277e-01
1.411400000000116279e+03,7.362774671770461188e-01
1.411500000000116415e+03,7.363024117064856933e-01
1.411600000000116324e+03,7.363273523603357518e-01
1.411700000000116233e+03,7.363522891394002068e-01
1.411800000000116370e+03,7.363772220444833039e-01
1.411900000000116506e+03,7.364021510763889555e-01
1.412000000000116415e+03,7.364270762359204081e-01
1.412100000000116324e+03,7.364519975238815741e-01
1.412200000000116461e+03,7.364769149410754778e-01
1.412300000000116597e+03,7.365018284883052546e-01
1.412400000000116506e+03,7.365267381663734847e-01
1.412500000000116415e+03,7.365516439760830814e-01
1.412600000000116552e+03,7.365765459182367358e-01
1.412700000000116688e+03,7.366014439936361402e-01
1.412800000000116597e+03,7.366263382030837636e-01
1.412900000000116506e+03,7.366512285473812982e-01
1.413000000000116643e+03,7.366761150273307690e-01
1.413100000000116779e+03,7.367009976437329799e-01
1.413200000000116688e+03,7.367258763973898450e-01
1.413300000000116597e+03,7.367507512891020571e-01
1.413400000000116734e+03,7.367756223196705312e-01
1.413500000000116870e+03,7.368004894898962931e-01
1.413600000000116779e+03,7.368253528005794806e-01
1.413700000000116688e+03,7.368502122525205644e-01
1.413800000000116825e+03,7.368750678465193493e-01
1.413900000000116961e+03,7.368999195833761950e-01
1.414000000000116870e+03,7.369247674638904622e-01
1.414100000000116779e+03,7.369496114888617333e-01
1.414200000000116916e+03,7.369744516590894801e-01
1.414300000000117052e+03,7.369992879753725079e-01
1.414400000000116961e+03,7.370241204385099554e-01
1.414500000000116870e+03,7.370489490493004059e-01
1.414600000000117006e+03,7.370737738085425539e-01
1.414700000000117143e+03,7.370985947170346497e-01
1.414800000000117052e+03,7.371234117755747217e-01
1.414900000000116961e+03,7.371482249849609092e-01
1.415000000000117097e+03,7.371730343459906853e-01
1.415100000000117234e+03,7.371978398594617454e-01
1.415200000000117143e+03,7.372226415261714516e-01
1.415300000000117052e+03,7.372474393469167220e-01
1.415400000000117188e+03,7.372722333224951408e-01
1.415500000000117325e+03,7.372970234537027379e-01
1.415600000000117234e+03,7.373218097413364314e-01
1.415700000000117143e+03,7.373465921861925843e-01
1.415800000000117279e+03,7.373713707890673374e-01
1.415900000000117416e+03,7.373961455507564988e-01
1.416000000000117325e+03,7.374209164720559873e-01
1.416100000000117234e+03,7.374456835537614996e-01
1.416200000000117370e+03,7.374704467966681776e-01
1.416300000000117507e+03,7.374952062015714960e-01
1.416400000000117416e+03,7.375199617692663745e-01
1.416500000000117325e+03,7.375447135005470667e-01
1.416600000000117461e+03,7.375694613962091584e-01
1.416700000000117598e+03,7.375942054570464590e-01
1.416800000000117507e+03,7.376189456838531111e-01
1.416900000000117416e+03,7.376436820774234793e-01
1.417000000000117552e+03,7.376684146385511509e-01
1.417100000000117689e+03,7.376931433680297134e-01
1.417200000000117598e+03,7.377178682666527543e-01
1.417300000000117507e+03,7.377425893352135278e-01
1.417400000000117643e+03,7.377673065745050662e-01
1.417500000000117780e+03,7.377920199853200689e-01
1.417600000000117689e+03,7.378167295684513460e-01
1.417700000000117598e+03,7.378414353246912638e-01
1.417800000000117734e+03,7.378661372548321884e-01
1.417900000000117871e+03,7.378908353596661529e-01
1.418000000000117780e+03,7.379155296399848574e-01
1.418100000000117689e+03,7.379402200965802239e-01
1.418200000000117825e+03,7.379649067302437304e-01
1.418300000000117961e+03,7.379895895417665219e-01
1.418400000000117871e+03,7.380142685319398543e-01
1.418500000000117780e+03,7.380389437015545395e-01
1.418600000000117916e+03,7.380636150514013893e-01
1.418700000000118052e+03,7.380882825822706605e-01
1.418800000000117961e+03,7.381129462949528319e-01
1.418900000000117871e+03,7.381376061902380492e-01
1.419000000000118007e+03,7.381622622689163471e-01
1.419100000000118143e+03,7.381869145317773162e-01
1.419200000000118052e+03,7.382115629796105472e-01
1.419300000000117961e+03,7.382362076132052975e-01
1.419400000000118098e+03,7.382608484333509358e-01
1.419500000000118234e+03,7.382854854408362755e-01
1.419600000000118143e+03,7.383101186364500190e-01
1.419700000000118052e+03,7.383347480209808689e-01
1.419800000000118189e+03,7.383593735952173054e-01
1.419900000000118325e+03,7.383839953599473649e-01
1.420000000000118234e+03,7.384086133159589727e-01
1.420100000000118143e+03,7.384332274640399429e-01
1.420200000000118280e+03,7.384578378049782010e-01
1.420300000000118416e+03,7.384824443395607840e-01
1.420400000000118325e+03,7.385070470685751731e-01
1.420500000000118234e+03,7.385316459928081834e-01
1.420600000000118371e+03,7.385562411130467408e-01
1.420700000000118507e+03,7.385808324300775496e-01
1.420800000000118416e+03,7.386054199446868695e-01
1.420900000000118325e+03,7.386300036576610717e-01
1.421000000000118462e+03,7.386545835697864160e-01
1.421100000000118598e+03,7.386791596818486072e-01
1.421200000000118507e+03,7.387037319946331282e-01
1.421300000000118416e+03,7.387283005089257948e-01
1.421400000000118553e+03,7.387528652255116457e-01
1.421500000000118689e+03,7.387774261451758306e-01
1.421600000000118598e+03,7.388019832687033883e-01
1.421700000000118507e+03,7.388265365968788023e-01
1.421800000000118644e+03,7.388510861304867783e-01
1.421900000000118780e+03,7.388756318703116888e-01
1.422000000000118689e+03,7.389001738171375733e-01
1.422100000000118598e+03,7.389247119717482493e-01
1.422200000000118735e+03,7.389492463349275342e-01
1.422300000000118871e+03,7.389737769074592455e-01
1.422400000000118780e+03,7.389983036901264235e-01
1.422500000000118689e+03,7.390228266837123305e-01
1.422600000000118825e+03,7.390473458889998959e-01
1.422700000000118962e+03,7.390718613067721598e-01
1.422800000000118871e+03,7.390963729378113856e-01
1.422900000000118780e+03,7.391208807829001692e-01
1.423000000000118916e+03,7.391453848428207740e-01
1.423100000000119053e+03,7.391698851183551300e-01
1.423200000000118962e+03,7.391943816102849452e-01
1.423300000000118871e+03,7.392188743193919276e-01
1.423400000000119007e+03,7.392433632464576743e-01
1.423500000000119144e+03,7.392678483922632271e-01
1.423600000000119053e+03,7.392923297575898500e-01
1.423700000000118962e+03,7.393168073432181409e-01
1.423800000000119098e+03,7.393412811499291415e-01
1.423900000000119235e+03,7.393657511785030056e-01
1.424000000000119144e+03,7.393902174297202201e-01
1.424100000000119053e+03,7.394146799043607166e-01
1.424200000000119189e+03,7.394391386032046487e-01
1.424300000000119326e+03,7.394635935270313931e-01
1.424400000000119235e+03,7.394880446766209925e-01
1.424500000000119144e+03,7.395124920527521573e-01
1.424600000000119280e+03,7.395369356562044860e-01
1.424700000000119417e+03,7.395613754877566892e-01
1.424800000000119326e+03,7.395858115481878103e-01
1.424900000000119235e+03,7.396102438382760047e-01
1.425000000000119371e+03,7.396346723588000938e-01
1.425100000000119508e+03,7.396590971105378998e-01
1.425200000000119417e+03,7.396835180942675780e-01
1.425300000000119326e+03,7.397079353107669508e-01
1.425400000000119462e+03,7.397323487608137293e-01
1.425500000000119599e+03,7.397567584451852918e-01
1.425600000000119508e+03,7.397811643646584612e-01
1.425700000000119417e+03,7.398055665200108377e-01
1.425800000000119553e+03,7.398299649120191335e-01
1.425900000000119690e+03,7.398543595414599494e-01
1.426000000000119599e+03,7.398787504091095535e-01
1.426100000000119508e+03,7.399031375157446577e-01
1.426200000000119644e+03,7.399275208621407529e-01
1.426300000000119780e+03,7.399519004490746621e-01
1.426400000000119690e+03,7.399762762773210989e-01
1.426500000000119599e+03,7.400006483476561092e-01
1.426600000000119735e+03,7.400250166608551838e-01
1.426700000000119871e+03,7.400493812176929254e-01
1.426800000000119780e+03,7.400737420189446025e-01
1.426900000000119690e+03,7.400980990653849290e-01
1.427000000000119826e+03,7.401224523577886183e-01
1.427100000000119962e+03,7.401468018969299401e-01
1.427200000000119871e+03,7.401711476835828307e-01
1.427300000000119780e+03,7.401954897185217819e-01
1.427400000000119917e+03,7.402198280025201749e-01
1.427500000000120053e+03,7.402441625363518352e-01
1.427600000000119962e+03,7.402684933207902551e-01
1.427700000000119871e+03,7.402928203566084830e-01
1.427800000000120008e+03,7.403171436445796783e-01
1.427900000000120144e+03,7.403414631854767780e-01
1.428000000000120053e+03,7.403657789800721645e-01
1.428100000000119962e+03,7.403900910291385529e-01
1.428200000000120099e+03,7.404143993334483254e-01
1.428300000000120235e+03,7.404387038937733090e-01
1.428400000000120144e+03,7.404630047108855528e-01
1.428500000000120053e+03,7.404873017855567729e-01
1.428600000000120190e+03,7.405115951185586853e-01
1.428700000000120326e+03,7.405358847106624509e-01
1.428800000000120235e+03,7.405601705626392306e-01
1.428900000000120144e+03,7.405844526752597412e-01
1.429000000000120281e+03,7.406087310492954767e-01
1.429100000000120417e+03,7.406330056855162658e-01
1.429200000000120326e+03,7.406572765846928252e-01
1.429300000000120235e+03,7.406815437475954278e-01
1.429400000000120372e+03,7.407058071749941242e-01
1.429500000000120508e+03,7.407300668676585209e-01
1.429600000000120417e+03,7.407543228263583357e-01
1.429700000000120326e+03,7.407785750518630641e-01
1.429800000000120463e+03,7.408028235449422017e-01
1.429900000000120599e+03,7.408270683063644668e-01
1.430000000000120508e+03,7.408513093368989111e-01
1.430100000000120417e+03,7.408755466373142529e-01
1.430200000000120554e+03,7.408997802083789885e-01
1.430300000000120690e+03,7.409240100508613924e-01
1.430400000000120599e+03,7.409482361655297389e-01
1.430500000000120508e+03,7.409724585531516361e-01
1.430600000000120644e+03,7.409966772144952474e-01
1.430700000000120781e+03,7.410208921503280699e-01
1.430800000000120690e+03,7.410451033614172678e-01
1.430900000000120599e+03,7.410693108485301162e-01
1.431000000000120735e+03,7.410935146124337791e-01
1.431100000000120872e+03,7.411177146538949767e-01
1.431200000000120781e+03,7.411419109736802069e-01
1.431300000000120690e+03,7.411661035725559676e-01
1.431400000000120826e+03,7.411902924512888680e-01
1.431500000000120963e+03,7.412144776106446287e-01
1.431600000000120872e+03,7.412386590513889706e-01
1.431700000000120781e+03,7.412628367742878366e-01
1.431800000000120917e+03,7.412870107801070585e-01
1.431900000000121054e+03,7.413111810696112469e-01
1.432000000000120963e+03,7.413353476435660117e-01
1.432100000000120872e+03,7.413595105027359633e-01
1.432200000000121008e+03,7.413836696478861565e-01
1.432300000000121145e+03,7.414078250797812020e-01
1.432400000000121054e+03,7.414319767991851551e-01
1.432500000000120963e+03,7.414561248068624044e-01
1.432600000000121099e+03,7.414802691035772275e-01
1.432700000000121236e+03,7.415044096900929027e-01
1.432800000000121145e+03,7.415285465671732634e-01
1.432900000000121054e+03,7.415526797355816990e-01
1.433000000000121190e+03,7.415768091960817099e-01
1.433100000000121327e+03,7.416009349494362413e-01
1.433200000000121236e+03,7.416250569964081274e-01
1.433300000000121145e+03,7.416491753377599805e-01
1.433400000000121281e+03,7.416732899742545237e-01
1.433500000000121418e+03,7.416974009066540363e-01
1.433600000000121327e+03,7.417215081357204642e-01
1.433700000000121236e+03,7.417456116622158646e-01
1.433800000000121372e+03,7.417697114869020725e-01
1.433900000000121508e+03,7.417938076105405898e-01
1.434000000000121418e+03,7.418179000338926965e-01
1.434100000000121327e+03,7.418419887577198946e-01
1.434200000000121463e+03,7.418660737827829088e-01
1.434300000000121599e+03,7.418901551098425751e-01
1.434400000000121508e+03,7.419142327396598402e-01
1.434500000000121418e+03,7.419383066729948739e-01
1.434600000000121554e+03,7.419623769106079569e-01
1.434700000000121690e+03,7.419864434532593700e-01
1.434800000000121599e+03,7.420105063017086167e-01
1.434900000000121508e+03,7.420345654567157556e-01
1.435000000000121645e+03,7.420586209190405125e-01
1.435100000000121781e+03,7.420826726894417247e-01
1.435200000000121690e+03,7.421067207686786737e-01
1.435300000000121599e+03,7.421307651575105302e-01
1.435400000000121736e+03,7.421548058566957984e-01
1.435500000000121872e+03,7.421788428669935378e-01
1.435600000000121781e+03,7.422028761891614757e-01
1.435700000000121690e+03,7.422269058239583384e-01
1.435800000000121827e+03,7.422509317721421862e-01
1.435900000000121963e+03,7.422749540344706354e-01
1.436000000000121872e+03,7.422989726117015241e-01
1.436100000000121781e+03,7.423229875045920245e-01
1.436200000000121918e+03,7.423469987138997528e-01
1.436300000000122054e+03,7.423710062403816590e-01
1.436400000000121963e+03,7.423950100847948042e-01
1.436500000000121872e+03,7.424190102478958053e-01
1.436600000000122009e+03,7.424430067304412795e-01
1.436700000000122145e+03,7.424669995331875105e-01
1.436800000000122054e+03,7.424909886568907824e-01
1.436900000000121963e+03,7.425149741023070460e-01
1.437000000000122100e+03,7.425389558701921411e-01
1.437100000000122236e+03,7.425629339613015745e-01
1.437200000000122145e+03,7.425869083763910750e-01
1.437300000000122054e+03,7.426108791162154832e-01
1.437400000000122191e+03,7.426348461815301949e-01
1.437500000000122327e+03,7.426588095730901617e-01
1.437600000000122236e+03,7.426827692916497803e-01
1.437700000000122145e+03,7.427067253379636691e-01
1.437800000000122282e+03,7.427306777127863358e-01
1.437900000000122418e+03,7.427546264168716217e-01
1.438000000000122327e+03,7.427785714509739234e-01
1.438100000000122236e+03,7.428025128158466384e-01
1.438200000000122373e+03,7.428264505122434969e-01
1.438300000000122509e+03,7.428503845409177853e-01
1.438400000000122418e+03,7.428743149026230119e-01
1.438500000000122327e+03,7.428982415981120191e-01
1.438600000000122463e+03,7.429221646281375380e-01
1.438700000000122600e+03,7.429460839934526328e-01
1.438800000000122509e+03,7.429699996948094798e-01
1.438900000000122418e+03,7.429939117329603659e-01
1.439000000000122554e+03,7.430178201086576895e-01
1.439100000000122691e+03,7.430417248226529603e-01
1.439200000000122600e+03,7.430656258756983545e-01
1.439300000000122509e+03,7.430895232685452712e-01
1.439400000000122645e+03,7.431134170019449980e-01
1.439500000000122782e+03,7.431373070766489342e-01
1.439600000000122691e+03,7.431611934934079233e-01
1.439700000000122600e+03,7.431850762529729204e-01
1.439800000000122736e+03,7.432089553560944362e-01
1.439900000000122873e+03,7.432328308035229814e-01
1.440000000000122782e+03,7.432567025960090668e-01
1.440100000000122691e+03,7.432805707343024260e-01
1.440200000000122827e+03,7.433044352191531257e-01
1.440300000000122964e+03,7.433282960513110105e-01
1.440400000000122873e+03,7.433521532315253699e-01
1.440500000000122782e+03,7.433760067605459376e-01
1.440600000000122918e+03,7.433998566391214480e-01
1.440700000000123055e+03,7.434237028680014125e-01
1.440800000000122964e+03,7.434475454479341217e-01
1.440900000000122873e+03,7.434713843796684207e-01
1.441000000000123009e+03,7.434952196639530442e-01
1.441100000000123146e+03,7.435190513015358382e-01
1.441200000000123055e+03,7.435428792931649822e-01
1.441300000000122964e+03,7.435667036395885443e-01
1.441400000000123100e+03,7.435905243415541488e-01
1.441500000000123237e+03,7.436143413998091978e-01
1.441600000000123146e+03,7.436381548151012044e-01
1.441700000000123055e+03,7.436619645881771268e-01
1.441800000000123191e+03,7.436857707197844780e-01
1.441900000000123327e+03,7.437095732106694390e-01
1.442000000000123237e+03,7.437333720615788568e-01
1.442100000000123146e+03,7.437571672732591344e-01
1.442200000000123282e+03,7.437809588464567856e-01
1.442300000000123418e+03,7.438047467819175473e-01
1.442400000000123327e+03,7.438285310803873784e-01
1.442500000000123237e+03,7.438523117426121267e-01
1.442600000000123373e+03,7.438760887693371959e-01
1.442700000000123509e+03,7.438998621613079898e-01
1.442800000000123418e+03,7.439236319192695790e-01
1.442900000000123327e+03,7.439473980439671452e-01
1.443000000000123464e+03,7.439711605361450930e-01
1.443100000000123600e+03,7.439949193965484930e-01
1.443200000000123509e+03,7.440186746259214168e-01
1.443300000000123418e+03,7.440424262250081577e-01
1.443400000000123555e+03,7.440661741945528984e-01
1.443500000000123691e+03,7.440899185352998213e-01
1.443600000000123600e+03,7.441136592479919987e-01
1.443700000000123509e+03,7.441373963333732799e-01
1.443800000000123646e+03,7.441611297921869594e-01
1.443900000000123782e+03,7.441848596251763315e-01
1.444000000000123691e+03,7.442085858330841353e-01
1.444100000000123600e+03,7.442323084166533320e-01
1.444200000000123737e+03,7.442560273766264389e-01
1.444300000000123873e+03,7.442797427137460842e-01
1.444400000000123782e+03,7.443034544287540077e-01
1.444500000000123691e+03,7.443271625223929489e-01
1.444600000000123828e+03,7.443508669954045365e-01
1.444700000000123964e+03,7.443745678485300665e-01
1.444800000000123873e+03,7.443982650825116121e-01
1.444900000000123782e+03,7.444219586980903580e-01
1.445000000000123919e+03,7.444456486960071562e-01
1.445100000000124055e+03,7.444693350770034135e-01
1.445200000000123964e+03,7.444930178418196487e-01
1.445300000000123873e+03,7.445166969911968247e-01
1.445400000000124010e+03,7.445403725258749050e-01
1.445500000000124146e+03,7.445640444465942975e-01
1.445600000000124055e+03,7.445877127540954099e-01
1.445700000000123964e+03,7.446113774491176507e-01
1.445800000000124101e+03,7.446350385324010945e-01
1.445900000000124237e+03,7.446586960046850390e-01
1.446000000000124146e+03,7.446823498667088925e-01
1.446100000000124055e+03,7.447060001192120637e-01
1.446200000000124192e+03,7.447296467629330730e-01
1.446300000000124328e+03,7.447532897986111067e-01
1.446400000000124237e+03,7.447769292269846853e-01
1.446500000000124146e+03,7.448005650487922180e-01
1.446600000000124282e+03,7.448241972647720033e-01
1.446700000000124419e+03,7.448478258756621173e-01
1.446800000000124328e+03,7.448714508822006364e-01
1.446900000000124237e+03,7.448950722851248596e-01
1.447000000000124373e+03,7.449186900851726412e-01
1.447100000000124510e+03,7.449423042830815023e-01
1.447200000000124419e+03,7.449659148795879648e-01
1.447300000000124328e+03,7.449895218754298831e-01
1.447400000000124464e+03,7.450131252713435570e-01
1.447500000000124601e+03,7.450367250680658415e-01
1.447600000000124510e+03,7.450603212663329256e-01
1.447700000000124419e+03,7.450839138668814421e-01
1.447800000000124555e+03,7.451075028704473580e-01
1.447900000000124692e+03,7.451310882777665290e-01
1.448000000000124601e+03,7.451546700895745889e-01
1.448100000000124510e+03,7.451782483066075047e-01
1.448200000000124646e+03,7.452018229296001328e-01
1.448300000000124783e+03,7.452253939592882181e-01
1.448400000000124692e+03,7.452489613964063953e-01
1.448500000000124601e+03,7.452725252416896318e-01
1.448600000000124737e+03,7.452960854958727843e-01
1.448700000000124874e+03,7.453196421596899324e-01
1.448800000000124783e+03,7.453431952338757105e-01
1.448900000000124692e+03,7.453667447191641982e-01
1.449000000000124828e+03,7.453902906162891417e-01
1.449100000000124965e+03,7.454138329259846207e-01
1.449200000000124874e+03,7.454373716489840485e-01
1.449300000000124783e+03,7.454609067860207272e-01
1.449400000000124919e+03,7.454844383378280703e-01
1.449500000000125056e+03,7.455079663051390471e-01
1.449600000000124965e+03,7.455314906886866266e-01
1.449700000000124874e+03,7.455550114892032232e-01
1.449800000000125010e+03,7.455785287074218060e-01
1.449900000000125146e+03,7.456020423440743450e-01
1.450000000000125056e+03,7.456255523998932544e-01
1.450100000000124965e+03,7.456490588756101712e-01
1.450200000000125101e+03,7.456725617719571764e-01
1.450300000000125237e+03,7.456960610896660180e-01
1.450400000000125146e+03,7.457195568294678889e-01
1.450500000000125056e+03,7.457430489920939820e-01
1.450600000000125192e+03,7.457665375782756012e-01
1.450700000000125328e+03,7.457900225887432732e-01
1.450800000000125237e+03,7.458135040242281910e-01
1.450900000000125146e+03,7.458369818854607702e-01
1.451000000000125283e+03,7.458604561731713156e-01
1.451100000000125419e+03,7.458839268880900208e-01
1.451200000000125328e+03,7.459073940309469686e-01
1.451300000000125237e+03,7.459308576024717974e-01
1.451400000000125374e+03,7.459543176033943679e-01
1.451500000000125510e+03,7.459777740344443187e-01
1.451600000000125419e+03,7.460012268963505111e-01
1.451700000000125328e+03,7.460246761898423618e-01
1.451800000000125465e+03,7.460481219156487320e-01
1.451900000000125601e+03,7.460715640744983723e-01
1.452000000000125510e+03,7.460950026671200330e-01
1.452100000000125419e+03,7.461184376942417984e-01
1.452200000000125556e+03,7.461418691565921968e-01
1.452300000000125692e+03,7.461652970548993125e-01
1.452400000000125601e+03,7.461887213898907856e-01
1.452500000000125510e+03,7.462121421622945894e-01
1.452600000000125647e+03,7.462355593728379199e-01
1.452700000000125783e+03,7.462589730222483064e-01
1.452800000000125692e+03,7.462823831112529449e-01
1.452900000000125601e+03,7.463057896405788094e-01
1.453000000000125738e+03,7.463291926109527630e-01
1.453100000000125874e+03,7.463525920231012245e-01
1.453200000000125783e+03,7.463759878777509460e-01
1.453300000000125692e+03,7.463993801756277913e-01
1.453400000000125829e+03,7.464227689174585123e-01
1.453500000000125965e+03,7.464461541039684178e-01
1.453600000000125874e+03,7.464695357358834826e-01
1.453700000000125783e+03,7.464929138139294595e-01
1.453800000000125920e+03,7.465162883388315462e-01
1.453900000000126056e+03,7.465396593113149404e-01
1.454000000000125965e+03,7.465630267321047286e-01
1.454100000000125874e+03,7.465863906019257756e-01
1.454200000000126010e+03,7.466097509215028349e-01
1.454300000000126147e+03,7.466331076915603271e-01
1.454400000000126056e+03,7.466564609128225616e-01
1.454500000000125965e+03,7.466798105860139589e-01
1.454600000000126101e+03,7.467031567118581625e-01
1.454700000000126238e+03,7.467264992910789267e-01
1.454800000000126147e+03,7.467498383244002280e-01
1.454900000000126056e+03,7.467731738125452656e-01
1.455000000000126192e+03,7.467965057562374609e-01
1.455100000000126329e+03,7.468198341562000131e-01
1.455200000000126238e+03,7.468431590131554554e-01
1.455300000000126147e+03,7.468664803278267650e-01
1.455400000000126283e+03,7.468897981009365861e-01
1.455500000000126420e+03,7.469131123332072297e-01
1.455600000000126329e+03,7.469364230253606740e-01
1.455700000000126238e+03,7.469597301781194520e-01
1.455800000000126374e+03,7.469830337922050978e-01
1.455900000000126511e+03,7.470063338683393672e-01
1.456000000000126420e+03,7.470296304072436833e-01
1.456100000000126329e+03,7.470529234096393578e-01
1.456200000000126465e+03,7.470762128762481469e-01
1.456300000000126602e+03,7.470994988077901411e-01
1.456400000000126511e+03,7.471227812049865413e-01
1.456500000000126420e+03,7.471460600685579934e-01
