# wavelength_um,throughput, length
1.040999999999999925e+00,9.975632449835377669e-01,1.000000000000000000e+01
1.042000000000000037e+00,9.975723516784786860e-01,1.000000000000000000e+01
1.042999999999999927e+00,9.975806476563845449e-01,1.000000000000000000e+01
1.044000000000000039e+00,9.975882820717397736e-01,1.000000000000000000e+01
1.044999999999999929e+00,9.975954032659921644e-01,1.000000000000000000e+01
1.046000000000000041e+00,9.976021600196549599e-01,1.000000000000000000e+01
1.046999999999999931e+00,9.976087010881603545e-01,1.000000000000000000e+01
1.048000000000000043e+00,9.976151750483605030e-01,1.000000000000000000e+01
1.048999999999999932e+00,9.976217304555912158e-01,1.000000000000000000e+01
1.050000000000000044e+00,9.976285158436160039e-01,1.000000000000000000e+01
1.050999999999999934e+00,9.976352197734281724e-01,1.000000000000000000e+01
1.052000000000000046e+00,9.976415186948358604e-01,1.000000000000000000e+01
1.052999999999999936e+00,9.976475432540494737e-01,1.000000000000000000e+01
1.054000000000000048e+00,9.976534245457313599e-01,1.000000000000000000e+01
1.054999999999999938e+00,9.976592930235351764e-01,1.000000000000000000e+01
1.056000000000000050e+00,9.976652794357919740e-01,1.000000000000000000e+01
1.056999999999999940e+00,9.976715143575879408e-01,1.000000000000000000e+01
1.058000000000000052e+00,9.976781286569500473e-01,1.000000000000000000e+01
1.058999999999999941e+00,9.976852528692502498e-01,1.000000000000000000e+01
1.060000000000000053e+00,9.976930176615049772e-01,1.000000000000000000e+01
1.060999999999999943e+00,9.977017423528861118e-01,1.000000000000000000e+01
1.062000000000000055e+00,9.977115216853084112e-01,1.000000000000000000e+01
1.062999999999999945e+00,9.977221482903845251e-01,1.000000000000000000e+01
1.064000000000000057e+00,9.977334156131459908e-01,1.000000000000000000e+01
1.064999999999999947e+00,9.977451168299060758e-01,1.000000000000000000e+01
1.066000000000000059e+00,9.977570450102294375e-01,1.000000000000000000e+01
1.066999999999999948e+00,9.977689935879845429e-01,1.000000000000000000e+01
1.068000000000000060e+00,9.977807557396903837e-01,1.000000000000000000e+01
1.068999999999999950e+00,9.977921248508440089e-01,1.000000000000000000e+01
1.070000000000000062e+00,9.978028943568429954e-01,1.000000000000000000e+01
1.070999999999999952e+00,9.978134922546277874e-01,1.000000000000000000e+01
1.072000000000000064e+00,9.978243730635671938e-01,1.000000000000000000e+01
1.072999999999999954e+00,9.978353704551192749e-01,1.000000000000000000e+01
1.074000000000000066e+00,9.978463176734296836e-01,1.000000000000000000e+01
1.074999999999999956e+00,9.978570483141304681e-01,1.000000000000000000e+01
1.076000000000000068e+00,9.978673961673534265e-01,1.000000000000000000e+01
1.076999999999999957e+00,9.978771945923138320e-01,1.000000000000000000e+01
1.078000000000000069e+00,9.978862774470363961e-01,1.000000000000000000e+01
1.078999999999999959e+00,9.978944783042337230e-01,1.000000000000000000e+01
1.080000000000000071e+00,9.979016310665871359e-01,1.000000000000000000e+01
1.080999999999999961e+00,9.979079017580848587e-01,1.000000000000000000e+01
1.082000000000000073e+00,9.979136289517702707e-01,1.000000000000000000e+01
1.082999999999999963e+00,9.979189042031305634e-01,1.000000000000000000e+01
1.084000000000000075e+00,9.979238196755872981e-01,1.000000000000000000e+01
1.084999999999999964e+00,9.979284668975811901e-01,1.000000000000000000e+01
1.086000000000000076e+00,9.979329378534916861e-01,1.000000000000000000e+01
1.086999999999999966e+00,9.979373243622902123e-01,1.000000000000000000e+01
1.088000000000000078e+00,9.979417182338201631e-01,1.000000000000000000e+01
1.088999999999999968e+00,9.979462111133963198e-01,1.000000000000000000e+01
1.090000000000000080e+00,9.979508947927401286e-01,1.000000000000000000e+01
1.090999999999999970e+00,9.979561064147398630e-01,1.000000000000000000e+01
1.092000000000000082e+00,9.979619380385578165e-01,1.000000000000000000e+01
1.092999999999999972e+00,9.979681143891679929e-01,1.000000000000000000e+01
1.094000000000000083e+00,9.979743602255923829e-01,1.000000000000000000e+01
1.094999999999999973e+00,9.979804001884733378e-01,1.000000000000000000e+01
1.096000000000000085e+00,9.979859591101830629e-01,1.000000000000000000e+01
1.096999999999999975e+00,9.979907616984734497e-01,1.000000000000000000e+01
1.098000000000000087e+00,9.979945328382164860e-01,1.000000000000000000e+01
1.098999999999999977e+00,9.979969974222793194e-01,1.000000000000000000e+01
1.100000000000000089e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.100999999999999979e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.102000000000000091e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.102999999999999980e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.104000000000000092e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.104999999999999982e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.106000000000000094e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.106999999999999984e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.108000000000000096e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.108999999999999986e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.110000000000000098e+00,9.979978800226955160e-01,1.000000000000000000e+01
1.110999999999999988e+00,9.979982860112234233e-01,1.000000000000000000e+01
1.112000000000000099e+00,9.979994411291692735e-01,1.000000000000000000e+01
1.112999999999999989e+00,9.980012506332487376e-01,1.000000000000000000e+01
1.114000000000000101e+00,9.980036200872363095e-01,1.000000000000000000e+01
1.114999999999999991e+00,9.980064547429353672e-01,1.000000000000000000e+01
1.116000000000000103e+00,9.980096601650382260e-01,1.000000000000000000e+01
1.116999999999999993e+00,9.980131417666635585e-01,1.000000000000000000e+01
1.118000000000000105e+00,9.980168051221255388e-01,1.000000000000000000e+01
1.118999999999999995e+00,9.980205553459826628e-01,1.000000000000000000e+01
1.120000000000000107e+00,9.980242981824867243e-01,1.000000000000000000e+01
1.120999999999999996e+00,9.980284989637555615e-01,1.000000000000000000e+01
1.122000000000000108e+00,9.980335784975816749e-01,1.000000000000000000e+01
1.122999999999999998e+00,9.980393749738434295e-01,1.000000000000000000e+01
1.124000000000000110e+00,9.980457267486801953e-01,1.000000000000000000e+01
1.125000000000000000e+00,9.980524720391237281e-01,1.000000000000000000e+01
1.125999999999999890e+00,9.980594492383495497e-01,1.000000000000000000e+01
1.127000000000000002e+00,9.980664966074457300e-01,1.000000000000000000e+01
1.127999999999999892e+00,9.980734524322725232e-01,1.000000000000000000e+01
1.129000000000000004e+00,9.980801553343258137e-01,1.000000000000000000e+01
1.129999999999999893e+00,9.980864434917673389e-01,1.000000000000000000e+01
1.131000000000000005e+00,9.980924430341563403e-01,1.000000000000000000e+01
1.131999999999999895e+00,9.980983921629514866e-01,1.000000000000000000e+01
1.133000000000000007e+00,9.981042974124314515e-01,1.000000000000000000e+01
1.133999999999999897e+00,9.981101650050792085e-01,1.000000000000000000e+01
1.135000000000000009e+00,9.981160017843473398e-01,1.000000000000000000e+01
1.135999999999999899e+00,9.981218139710092974e-01,1.000000000000000000e+01
1.137000000000000011e+00,9.981276080959103902e-01,1.000000000000000000e+01
1.137999999999999901e+00,9.981333908444902647e-01,1.000000000000000000e+01
1.139000000000000012e+00,9.981391685904726918e-01,1.000000000000000000e+01
1.139999999999999902e+00,9.981449478621943205e-01,1.000000000000000000e+01
1.141000000000000014e+00,9.981512319099650199e-01,1.000000000000000000e+01
1.141999999999999904e+00,9.981582934329304990e-01,1.000000000000000000e+01
1.143000000000000016e+00,9.981657937077734744e-01,1.000000000000000000e+01
1.143999999999999906e+00,9.981733932847068891e-01,1.000000000000000000e+01
1.145000000000000018e+00,9.981807535465988535e-01,1.000000000000000000e+01
1.145999999999999908e+00,9.981875354643948706e-01,1.000000000000000000e+01
1.147000000000000020e+00,9.981934000557152187e-01,1.000000000000000000e+01
1.147999999999999909e+00,9.981980085262628366e-01,1.000000000000000000e+01
1.149000000000000021e+00,9.982010220941316403e-01,1.000000000000000000e+01
1.149999999999999911e+00,9.982021019631955872e-01,1.000000000000000000e+01
1.151000000000000023e+00,9.982004080419796255e-01,1.000000000000000000e+01
1.151999999999999913e+00,9.981958100429405567e-01,1.000000000000000000e+01
1.153000000000000025e+00,9.981890340283023910e-01,1.000000000000000000e+01
1.153999999999999915e+00,9.981808054484077042e-01,1.000000000000000000e+01
1.155000000000000027e+00,9.981718506128048896e-01,1.000000000000000000e+01
1.155999999999999917e+00,9.981628951799227378e-01,1.000000000000000000e+01
1.157000000000000028e+00,9.981546654147782638e-01,1.000000000000000000e+01
1.157999999999999918e+00,9.981478878637476404e-01,1.000000000000000000e+01
1.159000000000000030e+00,9.981432885338841210e-01,1.000000000000000000e+01
1.159999999999999920e+00,9.981415940636337858e-01,1.000000000000000000e+01
1.161000000000000032e+00,9.981416518829123730e-01,1.000000000000000000e+01
1.161999999999999922e+00,9.981418228537897175e-01,1.000000000000000000e+01
1.163000000000000034e+00,9.981421037119632134e-01,1.000000000000000000e+01
1.163999999999999924e+00,9.981424907266644997e-01,1.000000000000000000e+01
1.165000000000000036e+00,9.981429806332472454e-01,1.000000000000000000e+01
1.165999999999999925e+00,9.981435697006423302e-01,1.000000000000000000e+01
1.167000000000000037e+00,9.981442545085139617e-01,1.000000000000000000e+01
1.167999999999999927e+00,9.981450316364228748e-01,1.000000000000000000e+01
1.169000000000000039e+00,9.981458973529950818e-01,1.000000000000000000e+01
1.169999999999999929e+00,9.981468483930650004e-01,1.000000000000000000e+01
1.171000000000000041e+00,9.981493806936294622e-01,1.000000000000000000e+01
1.171999999999999931e+00,9.981546612185192568e-01,1.000000000000000000e+01
1.173000000000000043e+00,9.981621924147633385e-01,1.000000000000000000e+01
1.173999999999999932e+00,9.981714771807358444e-01,1.000000000000000000e+01
1.175000000000000044e+00,9.981820179885372291e-01,1.000000000000000000e+01
1.175999999999999934e+00,9.981933177022658255e-01,1.000000000000000000e+01
1.177000000000000046e+00,9.982048789840162195e-01,1.000000000000000000e+01
1.177999999999999936e+00,9.982162052401183372e-01,1.000000000000000000e+01
1.179000000000000048e+00,9.982267990677368141e-01,1.000000000000000000e+01
1.179999999999999938e+00,9.982361641060385482e-01,1.000000000000000000e+01
1.181000000000000050e+00,9.982449580993305593e-01,1.000000000000000000e+01
1.181999999999999940e+00,9.982540629519607300e-01,1.000000000000000000e+01
1.183000000000000052e+00,9.982633178568788290e-01,1.000000000000000000e+01
1.183999999999999941e+00,9.982725620390479060e-01,1.000000000000000000e+01
1.185000000000000053e+00,9.982816349113647902e-01,1.000000000000000000e+01
1.185999999999999943e+00,9.982903757632096697e-01,1.000000000000000000e+01
1.187000000000000055e+00,9.982986239135451800e-01,1.000000000000000000e+01
1.187999999999999945e+00,9.983062187072614391e-01,1.000000000000000000e+01
1.189000000000000057e+00,9.983129996653822280e-01,1.000000000000000000e+01
1.189999999999999947e+00,9.983188061679912906e-01,1.000000000000000000e+01
1.191000000000000059e+00,9.983238055368669484e-01,1.000000000000000000e+01
1.191999999999999948e+00,9.983283282500716727e-01,1.000000000000000000e+01
1.193000000000000060e+00,9.983324583415240649e-01,1.000000000000000000e+01
1.193999999999999950e+00,9.983362801450688107e-01,1.000000000000000000e+01
1.195000000000000062e+00,9.983398776750359582e-01,1.000000000000000000e+01
1.195999999999999952e+00,9.983433349380178568e-01,1.000000000000000000e+01
1.197000000000000064e+00,9.983467362442186577e-01,1.000000000000000000e+01
1.197999999999999954e+00,9.983501654316317975e-01,1.000000000000000000e+01
1.199000000000000066e+00,9.983537064871360611e-01,1.000000000000000000e+01
1.199999999999999956e+00,9.983574438566450437e-01,1.000000000000000000e+01
1.201000000000000068e+00,9.983611920160236908e-01,1.000000000000000000e+01
1.201999999999999957e+00,9.983647607991301687e-01,1.000000000000000000e+01
1.203000000000000069e+00,9.983682270575063855e-01,1.000000000000000000e+01
1.203999999999999959e+00,9.983716676365318454e-01,1.000000000000000000e+01
1.205000000000000071e+00,9.983751595309231508e-01,1.000000000000000000e+01
1.205999999999999961e+00,9.983787792637641711e-01,1.000000000000000000e+01
1.207000000000000073e+00,9.983826036622844846e-01,1.000000000000000000e+01
1.207999999999999963e+00,9.983867097019056835e-01,1.000000000000000000e+01
1.209000000000000075e+00,9.983911740395509105e-01,1.000000000000000000e+01
1.209999999999999964e+00,9.983960734779602220e-01,1.000000000000000000e+01
1.211000000000000076e+00,9.984015149187108751e-01,1.000000000000000000e+01
1.211999999999999966e+00,9.984075344748097880e-01,1.000000000000000000e+01
1.213000000000000078e+00,9.984141026016928322e-01,1.000000000000000000e+01
1.213999999999999968e+00,9.984211900642904203e-01,1.000000000000000000e+01
1.215000000000000080e+00,9.984287674722830408e-01,1.000000000000000000e+01
1.215999999999999970e+00,9.984368051257728194e-01,1.000000000000000000e+01
1.217000000000000082e+00,9.984452739471352256e-01,1.000000000000000000e+01
1.217999999999999972e+00,9.984541442403086497e-01,1.000000000000000000e+01
1.219000000000000083e+00,9.984633867776898652e-01,1.000000000000000000e+01
1.219999999999999973e+00,9.984729720249192475e-01,1.000000000000000000e+01
1.221000000000000085e+00,9.984833957423359108e-01,1.000000000000000000e+01
1.221999999999999975e+00,9.984950307084011767e-01,1.000000000000000000e+01
1.223000000000000087e+00,9.985076626315751991e-01,1.000000000000000000e+01
1.223999999999999977e+00,9.985210775711089726e-01,1.000000000000000000e+01
1.225000000000000089e+00,9.985350616372320465e-01,1.000000000000000000e+01
1.225999999999999979e+00,9.985494008440244373e-01,1.000000000000000000e+01
1.227000000000000091e+00,9.985638815801100021e-01,1.000000000000000000e+01
1.227999999999999980e+00,9.985782896811138398e-01,1.000000000000000000e+01
1.229000000000000092e+00,9.985924118256802595e-01,1.000000000000000000e+01
1.229999999999999982e+00,9.986060342927998157e-01,1.000000000000000000e+01
1.231000000000000094e+00,9.986194960678801413e-01,1.000000000000000000e+01
1.231999999999999984e+00,9.986332071827611623e-01,1.000000000000000000e+01
1.233000000000000096e+00,9.986470601687026383e-01,1.000000000000000000e+01
1.233999999999999986e+00,9.986609480541414063e-01,1.000000000000000000e+01
1.235000000000000098e+00,9.986747631252498314e-01,1.000000000000000000e+01
1.235999999999999988e+00,9.986883986306782646e-01,1.000000000000000000e+01
1.237000000000000099e+00,9.987017470760122251e-01,1.000000000000000000e+01
1.237999999999999989e+00,9.987147013072406043e-01,1.000000000000000000e+01
1.239000000000000101e+00,9.987271543536984097e-01,1.000000000000000000e+01
1.239999999999999991e+00,9.987389991155335434e-01,1.000000000000000000e+01
1.241000000000000103e+00,9.987511572568146256e-01,1.000000000000000000e+01
1.241999999999999993e+00,9.987642706046473418e-01,1.000000000000000000e+01
1.243000000000000105e+00,9.987778126555234559e-01,1.000000000000000000e+01
1.243999999999999995e+00,9.987912565912872020e-01,1.000000000000000000e+01
1.245000000000000107e+00,9.988040759035125005e-01,1.000000000000000000e+01
1.245999999999999996e+00,9.988157443829394078e-01,1.000000000000000000e+01
1.247000000000000108e+00,9.988257357839832595e-01,1.000000000000000000e+01
1.247999999999999998e+00,9.988335237837860925e-01,1.000000000000000000e+01
1.249000000000000110e+00,9.988385825453400813e-01,1.000000000000000000e+01
1.250000000000000000e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.250999999999999890e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.252000000000000002e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.252999999999999892e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.254000000000000004e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.254999999999999893e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.256000000000000005e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.256999999999999895e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.258000000000000007e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.258999999999999897e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.260000000000000009e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.260999999999999899e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.262000000000000011e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.262999999999999901e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.264000000000000012e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.264999999999999902e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.266000000000000014e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.266999999999999904e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.268000000000000016e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.268999999999999906e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.270000000000000018e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.270999999999999908e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.272000000000000020e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.272999999999999909e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.274000000000000021e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.274999999999999911e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.276000000000000023e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.276999999999999913e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.278000000000000025e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.278999999999999915e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.280000000000000027e+00,9.988403857169869671e-01,1.000000000000000000e+01
1.280999999999999917e+00,9.988406877921622851e-01,1.000000000000000000e+01
1.282000000000000028e+00,9.988415443142225625e-01,1.000000000000000000e+01
1.282999999999999918e+00,9.988428811122723738e-01,1.000000000000000000e+01
1.284000000000000030e+00,9.988446241681946391e-01,1.000000000000000000e+01
1.284999999999999920e+00,9.988466989991490186e-01,1.000000000000000000e+01
1.286000000000000032e+00,9.988490314332252318e-01,1.000000000000000000e+01
