wavelength (nm), strehl
1.122499999999870397e+03,4.249016654346065569e-01
1.122549999999870352e+03,4.249288896764043533e-01
1.122599999999870306e+03,4.249561122744524577e-01
1.122649999999870261e+03,4.249833332287930587e-01
1.122699999999870215e+03,4.250105525394678452e-01
1.122749999999870170e+03,4.250377702065188390e-01
1.122799999999870124e+03,4.250649862299882842e-01
1.122849999999870079e+03,4.250922006099181472e-01
1.122899999999870033e+03,4.251194133463504499e-01
1.122949999999869988e+03,4.251466244393273808e-01
1.122999999999869942e+03,4.251738338888911284e-01
1.123049999999869897e+03,4.252010416950837146e-01
1.123099999999869851e+03,4.252282478579475500e-01
1.123149999999869806e+03,4.252554523775246009e-01
1.123199999999869760e+03,4.252826552538574445e-01
1.123249999999869715e+03,4.253098564869880471e-01
1.123299999999869669e+03,4.253370560769587083e-01
1.123349999999869624e+03,4.253642540238120606e-01
1.123399999999869578e+03,4.253914503275901815e-01
1.123449999999869533e+03,4.254186449883357035e-01
1.123499999999869488e+03,4.254458380060909262e-01
1.123549999999869442e+03,4.254730293808981489e-01
1.123599999999869397e+03,4.255002191128000599e-01
1.123649999999869351e+03,4.255274072018391807e-01
1.123699999999869306e+03,4.255545936480577551e-01
1.123749999999869260e+03,4.255817784514985269e-01
1.123799999999869215e+03,4.256089616122040731e-01
1.123849999999869169e+03,4.256361431302170262e-01
1.123899999999869124e+03,4.256633230055797967e-01
1.123949999999869078e+03,4.256905012383352949e-01
1.123999999999869033e+03,4.257176778285262086e-01
1.124049999999868987e+03,4.257448527761950596e-01
1.124099999999868942e+03,4.257720260813847579e-01
1.124149999999868896e+03,4.257991977441380471e-01
1.124199999999868851e+03,4.258263677644974488e-01
1.124249999999868805e+03,4.258535361425061505e-01
1.124299999999868760e+03,4.258807028782067849e-01
1.124349999999868714e+03,4.259078679716424842e-01
1.124399999999868669e+03,4.259350314228557699e-01
1.124449999999868623e+03,4.259621932318897741e-01
1.124499999999868578e+03,4.259893533987875180e-01
1.124549999999868533e+03,4.260165119235916897e-01
1.124599999999868487e+03,4.260436688063456434e-01
1.124649999999868442e+03,4.260708240470922337e-01
1.124699999999868396e+03,4.260979776458745372e-01
1.124749999999868351e+03,4.261251296027356861e-01
1.124799999999868305e+03,4.261522799177187570e-01
1.124849999999868260e+03,4.261794285908668822e-01
1.124899999999868214e+03,4.262065756222233048e-01
1.124949999999868169e+03,4.262337210118311570e-01
1.124999999999868123e+03,4.262608647597337375e-01
1.125049999999868078e+03,4.262880068659740118e-01
1.125099999999868032e+03,4.263151473305956118e-01
1.125149999999867987e+03,4.263422861536417807e-01
1.125199999999867941e+03,4.263694233351554841e-01
1.125249999999867896e+03,4.263965588751805202e-01
1.125299999999867850e+03,4.264236927737600769e-01
1.125349999999867805e+03,4.264508250309374526e-01
1.125399999999867759e+03,4.264779556467563348e-01
1.125449999999867714e+03,4.265050846212600777e-01
1.125499999999867669e+03,4.265322119544919244e-01
1.125549999999867623e+03,4.265593376464958952e-01
1.125599999999867578e+03,4.265864616973150669e-01
1.125649999999867532e+03,4.266135841069932377e-01
1.125699999999867487e+03,4.266407048755738729e-01
1.125749999999867441e+03,4.266678240031007152e-01
1.125799999999867396e+03,4.266949414896173964e-01
1.125849999999867350e+03,4.267220573351674928e-01
1.125899999999867305e+03,4.267491715397949137e-01
1.125949999999867259e+03,4.267762841035429022e-01
1.125999999999867214e+03,4.268033950264557563e-01
1.126049999999867168e+03,4.268305043085771078e-01
1.126099999999867123e+03,4.268576119499504218e-01
1.126149999999867077e+03,4.268847179506199407e-01
1.126199999999867032e+03,4.269118223106293519e-01
1.126249999999866986e+03,4.269389250300226757e-01
1.126299999999866941e+03,4.269660261088435438e-01
1.126349999999866895e+03,4.269931255471360876e-01
1.126399999999866850e+03,4.270202233449443829e-01
1.126449999999866805e+03,4.270473195023121171e-01
1.126499999999866759e+03,4.270744140192834215e-01
1.126549999999866714e+03,4.271015068959025940e-01
1.126599999999866668e+03,4.271285981322132663e-01
1.126649999999866623e+03,4.271556877282598474e-01
1.126699999999866577e+03,4.271827756840863577e-01
1.126749999999866532e+03,4.272098619997369839e-01
1.126799999999866486e+03,4.272369466752558576e-01
1.126849999999866441e+03,4.272640297106869989e-01
1.126899999999866395e+03,4.272911111060749834e-01
1.126949999999866350e+03,4.273181908614637758e-01
1.126999999999866304e+03,4.273452689768980073e-01
1.127049999999866259e+03,4.273723454524214760e-01
1.127099999999866213e+03,4.273994202880788684e-01
1.127149999999866168e+03,4.274264934839145935e-01
1.127199999999866122e+03,4.274535650399727271e-01
1.127249999999866077e+03,4.274806349562979557e-01
1.127299999999866031e+03,4.275077032329345772e-01
1.127349999999865986e+03,4.275347698699271115e-01
1.127399999999865940e+03,4.275618348673199121e-01
1.127449999999865895e+03,4.275888982251576098e-01
1.127499999999865850e+03,4.276159599434846692e-01
1.127549999999865804e+03,4.276430200223458322e-01
1.127599999999865759e+03,4.276700784617854523e-01
1.127649999999865713e+03,4.276971352618483824e-01
1.127699999999865668e+03,4.277241904225790869e-01
1.127749999999865622e+03,4.277512439440222525e-01
1.127799999999865577e+03,4.277782958262225654e-01
1.127849999999865531e+03,4.278053460692248233e-01
1.127899999999865486e+03,4.278323946730738792e-01
1.127949999999865440e+03,4.278594416378143084e-01
1.127999999999865395e+03,4.278864869634909085e-01
1.128049999999865349e+03,4.279135306501486991e-01
1.128099999999865304e+03,4.279405726978322000e-01
1.128149999999865258e+03,4.279676131065865419e-01
1.128199999999865213e+03,4.279946518764566887e-01
1.128249999999865167e+03,4.280216890074873270e-01
1.128299999999865122e+03,4.280487244997235319e-01
1.128349999999865076e+03,4.280757583532104338e-01
1.128399999999865031e+03,4.281027905679928303e-01
1.128449999999864986e+03,4.281298211441157964e-01
1.128499999999864940e+03,4.281568500816243517e-01
1.128549999999864895e+03,4.281838773805637377e-01
1.128599999999864849e+03,4.282109030409788630e-01
1.128649999999864804e+03,4.282379270629150247e-01
1.128699999999864758e+03,4.282649494464172979e-01
1.128749999999864713e+03,4.282919701915308131e-01
1.128799999999864667e+03,4.283189892983010338e-01
1.128849999999864622e+03,4.283460067667729243e-01
1.128899999999864576e+03,4.283730225969918926e-01
1.128949999999864531e+03,4.284000367890031247e-01
1.128999999999864485e+03,4.284270493428520843e-01
1.129049999999864440e+03,4.284540602585840130e-01
1.129099999999864394e+03,4.284810695362442079e-01
1.129149999999864349e+03,4.285080771758782991e-01
1.129199999999864303e+03,4.285350831775314173e-01
1.129249999999864258e+03,4.285620875412490816e-01
1.129299999999864212e+03,4.285890902670769220e-01
1.129349999999864167e+03,4.286160913550602913e-01
1.129399999999864121e+03,4.286430908052448752e-01
1.129449999999864076e+03,4.286700886176759706e-01
1.129499999999864031e+03,4.286970847923992078e-01
1.129549999999863985e+03,4.287240793294604946e-01
1.129599999999863940e+03,4.287510722289049614e-01
1.129649999999863894e+03,4.287780634907785160e-01
1.129699999999863849e+03,4.288050531151271216e-01
1.129749999999863803e+03,4.288320411019957978e-01
1.129799999999863758e+03,4.288590274514308964e-01
1.129849999999863712e+03,4.288860121634778810e-01
1.129899999999863667e+03,4.289129952381824373e-01
1.129949999999863621e+03,4.289399766755905841e-01
1.129999999999863576e+03,4.289669564757480069e-01
1.130049999999863530e+03,4.289939346387007801e-01
1.130099999999863485e+03,4.290209111644943674e-01
1.130149999999863439e+03,4.290478860531751204e-01
1.130199999999863394e+03,4.290748593047887804e-01
1.130249999999863348e+03,4.291018309193811442e-01
1.130299999999863303e+03,4.291288008969984524e-01
1.130349999999863257e+03,4.291557692376866684e-01
1.130399999999863212e+03,4.291827359414916443e-01
1.130449999999863167e+03,4.292097010084595099e-01
1.130499999999863121e+03,4.292366644386364505e-01
1.130549999999863076e+03,4.292636262320684848e-01
1.130599999999863030e+03,4.292905863888017981e-01
1.130649999999862985e+03,4.293175449088823536e-01
1.130699999999862939e+03,4.293445017923565588e-01
1.130749999999862894e+03,4.293714570392706542e-01
1.130799999999862848e+03,4.293984106496708253e-01
1.130849999999862803e+03,4.294253626236032018e-01
1.130899999999862757e+03,4.294523129611140244e-01
1.130949999999862712e+03,4.294792616622499226e-01
1.130999999999862666e+03,4.295062087270569151e-01
1.131049999999862621e+03,4.295331541555814647e-01
1.131099999999862575e+03,4.295600979478700343e-01
1.131149999999862530e+03,4.295870401039690867e-01
1.131199999999862484e+03,4.296139806239246406e-01
1.131249999999862439e+03,4.296409195077836585e-01
1.131299999999862393e+03,4.296678567555925476e-01
1.131349999999862348e+03,4.296947923673974934e-01
1.131399999999862303e+03,4.297217263432452916e-01
1.131449999999862257e+03,4.297486586831823496e-01
1.131499999999862212e+03,4.297755893872554633e-01
1.131549999999862166e+03,4.298025184555112066e-01
1.131599999999862121e+03,4.298294458879960422e-01
1.131649999999862075e+03,4.298563716847567107e-01
1.131699999999862030e+03,4.298832958458400078e-01
1.131749999999861984e+03,4.299102183712925074e-01
1.131799999999861939e+03,4.299371392611610054e-01
1.131849999999861893e+03,4.299640585154923533e-01
1.131899999999861848e+03,4.299909761343331804e-01
1.131949999999861802e+03,4.300178921177302271e-01
1.131999999999861757e+03,4.300448064657305669e-01
1.132049999999861711e+03,4.300717191783808846e-01
1.132099999999861666e+03,4.300986302557283092e-01
1.132149999999861620e+03,4.301255396978194701e-01
1.132199999999861575e+03,4.301524475047015517e-01
1.132249999999861529e+03,4.301793536764211834e-01
1.132299999999861484e+03,4.302062582130256607e-01
1.132349999999861438e+03,4.302331611145618351e-01
1.132399999999861393e+03,4.302600623810767799e-01
1.132449999999861348e+03,4.302869620126177352e-01
1.132499999999861302e+03,4.303138600092316080e-01
1.132549999999861257e+03,4.303407563709655270e-01
1.132599999999861211e+03,4.303676510978664549e-01
1.132649999999861166e+03,4.303945441899817981e-01
1.132699999999861120e+03,4.304214356473587411e-01
1.132749999999861075e+03,4.304483254700444683e-01
1.132799999999861029e+03,4.304752136580859978e-01
1.132849999999860984e+03,4.305021002115308471e-01
1.132899999999860938e+03,4.305289851304263116e-01
1.132949999999860893e+03,4.305558684148195758e-01
1.132999999999860847e+03,4.305827500647580464e-01
1.133049999999860802e+03,4.306096300802888521e-01
1.133099999999860756e+03,4.306365084614597882e-01
1.133149999999860711e+03,4.306633852083179281e-01
1.133199999999860665e+03,4.306902603209109559e-01
1.133249999999860620e+03,4.307171337992861671e-01
1.133299999999860574e+03,4.307440056434910791e-01
1.133349999999860529e+03,4.307708758535730986e-01
1.133399999999860484e+03,4.307977444295800762e-01
1.133449999999860438e+03,4.308246113715591963e-01
1.133499999999860393e+03,4.308514766795581985e-01
1.133549999999860347e+03,4.308783403536247669e-01
1.133599999999860302e+03,4.309052023938063081e-01
1.133649999999860256e+03,4.309320628001508391e-01
1.133699999999860211e+03,4.309589215727057110e-01
1.133749999999860165e+03,4.309857787115187744e-01
1.133799999999860120e+03,4.310126342166377689e-01
1.133849999999860074e+03,4.310394880881103785e-01
1.133899999999860029e+03,4.310663403259843429e-01
1.133949999999859983e+03,4.310931909303077347e-01
1.133999999999859938e+03,4.311200399011281270e-01
1.134049999999859892e+03,4.311468872384934814e-01
1.134099999999859847e+03,4.311737329424515375e-01
1.134149999999859801e+03,4.312005770130503124e-01
1.134199999999859756e+03,4.312274194503377678e-01
1.134249999999859710e+03,4.312542602543617543e-01
1.134299999999859665e+03,4.312810994251704555e-01
1.134349999999859619e+03,4.313079369628113890e-01
1.134399999999859574e+03,4.313347728673331272e-01
1.134449999999859529e+03,4.313616071387835760e-01
1.134499999999859483e+03,4.313884397772106416e-01
1.134549999999859438e+03,4.314152707826623967e-01
1.134599999999859392e+03,4.314421001551871360e-01
1.134649999999859347e+03,4.314689278948329876e-01
1.134699999999859301e+03,4.314957540016481352e-01
1.134749999999859256e+03,4.315225784756805960e-01
1.134799999999859210e+03,4.315494013169788867e-01
1.134849999999859165e+03,4.315762225255909135e-01
1.134899999999859119e+03,4.316030421015651930e-01
1.134949999999859074e+03,4.316298600449499090e-01
1.134999999999859028e+03,4.316566763557935227e-01
1.135049999999858983e+03,4.316834910341440512e-01
1.135099999999858937e+03,4.317103040800501224e-01
1.135149999999858892e+03,4.317371154935602529e-01
1.135199999999858846e+03,4.317639252747225154e-01
1.135249999999858801e+03,4.317907334235857042e-01
1.135299999999858755e+03,4.318175399401980030e-01
1.135349999999858710e+03,4.318443448246079286e-01
1.135399999999858665e+03,4.318711480768639976e-01
1.135449999999858619e+03,4.318979496970149490e-01
1.135499999999858574e+03,4.319247496851090773e-01
1.135549999999858528e+03,4.319515480411952324e-01
1.135599999999858483e+03,4.319783447653218200e-01
1.135649999999858437e+03,4.320051398575374679e-01
1.135699999999858392e+03,4.320319333178909704e-01
1.135749999999858346e+03,4.320587251464309553e-01
1.135799999999858301e+03,4.320855153432060503e-01
1.135849999999858255e+03,4.321123039082651052e-01
1.135899999999858210e+03,4.321390908416567478e-01
1.135949999999858164e+03,4.321658761434298834e-01
1.135999999999858119e+03,4.321926598136331399e-01
1.136049999999858073e+03,4.322194418523155335e-01
1.136099999999858028e+03,4.322462222595258585e-01
1.136149999999857982e+03,4.322730010353130203e-01
1.136199999999857937e+03,4.322997781797256467e-01
1.136249999999857891e+03,4.323265536928131425e-01
1.136299999999857846e+03,4.323533275746241356e-01
1.136349999999857801e+03,4.323800998252076977e-01
1.136399999999857755e+03,4.324068704446126232e-01
1.136449999999857710e+03,4.324336394328881505e-01
1.136499999999857664e+03,4.324604067900830739e-01
1.136549999999857619e+03,4.324871725162469094e-01
1.136599999999857573e+03,4.325139366114283956e-01
1.136649999999857528e+03,4.325406990756768266e-01
1.136699999999857482e+03,4.325674599090411077e-01
1.136749999999857437e+03,4.325942191115705326e-01
1.136799999999857391e+03,4.326209766833142289e-01
1.136849999999857346e+03,4.326477326243217125e-01
1.136899999999857300e+03,4.326744869346418332e-01
1.136949999999857255e+03,4.327012396143240514e-01
1.136999999999857209e+03,4.327279906634176054e-01
1.137049999999857164e+03,4.327547400819716783e-01
1.137099999999857118e+03,4.327814878700358414e-01
1.137149999999857073e+03,4.328082340276592221e-01
1.137199999999857027e+03,4.328349785548912809e-01
1.137249999999856982e+03,4.328617214517817002e-01
1.137299999999856936e+03,4.328884627183793299e-01
1.137349999999856891e+03,4.329152023547339079e-01
1.137399999999856846e+03,4.329419403608951722e-01
1.137449999999856800e+03,4.329686767369121392e-01
1.137499999999856755e+03,4.329954114828346579e-01
1.137549999999856709e+03,4.330221445987123552e-01
1.137599999999856664e+03,4.330488760845943030e-01
1.137649999999856618e+03,4.330756059405305725e-01
1.137699999999856573e+03,4.331023341665706794e-01
1.137749999999856527e+03,4.331290607627641953e-01
1.137799999999856482e+03,4.331557857291605251e-01
1.137849999999856436e+03,4.331825090658099620e-01
1.137899999999856391e+03,4.332092307727617442e-01
1.137949999999856345e+03,4.332359508500656653e-01
1.137999999999856300e+03,4.332626692977716298e-01
1.138049999999856254e+03,4.332893861159293203e-01
1.138099999999856209e+03,4.333161013045886412e-01
1.138149999999856163e+03,4.333428148637992194e-01
1.138199999999856118e+03,4.333695267936110707e-01
1.138249999999856072e+03,4.333962370940741549e-01
1.138299999999856027e+03,4.334229457652379880e-01
1.138349999999855982e+03,4.334496528071529742e-01
1.138399999999855936e+03,4.334763582198687959e-01
1.138449999999855891e+03,4.335030620034354687e-01
1.138499999999855845e+03,4.335297641579028971e-01
1.138549999999855800e+03,4.335564646833213187e-01
1.138599999999855754e+03,4.335831635797404160e-01
1.138649999999855709e+03,4.336098608472107041e-01
1.138699999999855663e+03,4.336365564857820876e-01
1.138749999999855618e+03,4.336632504955044154e-01
1.138799999999855572e+03,4.336899428764282027e-01
1.138849999999855527e+03,4.337166336286034651e-01
1.138899999999855481e+03,4.337433227520802181e-01
1.138949999999855436e+03,4.337700102469089214e-01
1.138999999999855390e+03,4.337966961131395904e-01
1.139049999999855345e+03,4.338233803508227959e-01
1.139099999999855299e+03,4.338500629600084424e-01
1.139149999999855254e+03,4.338767439407469895e-01
1.139199999999855208e+03,4.339034232930888968e-01
1.139249999999855163e+03,4.339301010170841244e-01
1.139299999999855117e+03,4.339567771127834650e-01
1.139349999999855072e+03,4.339834515802371007e-01
1.139399999999855027e+03,4.340101244194955465e-01
1.139449999999854981e+03,4.340367956306091513e-01
1.139499999999854936e+03,4.340634652136283189e-01
1.139549999999854890e+03,4.340901331686037312e-01
1.139599999999854845e+03,4.341167994955856813e-01
1.139649999999854799e+03,4.341434641946249617e-01
1.139699999999854754e+03,4.341701272657717547e-01
1.139749999999854708e+03,4.341967887090770195e-01
1.139799999999854663e+03,4.342234485245912712e-01
1.139849999999854617e+03,4.342501067123649139e-01
1.139899999999854572e+03,4.342767632724486848e-01
1.139949999999854526e+03,4.343034182048934877e-01
1.139999999999854481e+03,4.343300715097497267e-01
1.140049999999854435e+03,4.343567231870683054e-01
1.140099999999854390e+03,4.343833732368998501e-01
1.140149999999854344e+03,4.344100216592953201e-01
1.140199999999854299e+03,4.344366684543051194e-01
1.140249999999854253e+03,4.344633136219804292e-01
1.140299999999854208e+03,4.344899571623720980e-01
1.140349999999854163e+03,4.345165990755305852e-01
1.140399999999854117e+03,4.345432393615071831e-01
1.140449999999854072e+03,4.345698780203524625e-01
1.140499999999854026e+03,4.345965150521177711e-01
1.140549999999853981e+03,4.346231504568536796e-01
1.140599999999853935e+03,4.346497842346114249e-01
1.140649999999853890e+03,4.346764163854417440e-01
1.140699999999853844e+03,4.347030469093957072e-01
1.140749999999853799e+03,4.347296758065245514e-01
1.140799999999853753e+03,4.347563030768792913e-01
1.140849999999853708e+03,4.347829287205109416e-01
1.140899999999853662e+03,4.348095527374705171e-01
1.140949999999853617e+03,4.348361751278093101e-01
1.140999999999853571e+03,4.348627958915785019e-01
1.141049999999853526e+03,4.348894150288291072e-01
1.141099999999853480e+03,4.349160325396125293e-01
1.141149999999853435e+03,4.349426484239797830e-01
1.141199999999853389e+03,4.349692626819822161e-01
1.141249999999853344e+03,4.349958753136710654e-01
1.141299999999853299e+03,4.350224863190977898e-01
1.141349999999853253e+03,4.350490956983135149e-01
1.141399999999853208e+03,4.350757034513697552e-01
1.141449999999853162e+03,4.351023095783177475e-01
1.141499999999853117e+03,4.351289140792088395e-01
1.141549999999853071e+03,4.351555169540945456e-01
1.141599999999853026e+03,4.351821182030263802e-01
1.141649999999852980e+03,4.352087178260555245e-01
1.141699999999852935e+03,4.352353158232335484e-01
1.141749999999852889e+03,4.352619121946121328e-01
1.141799999999852844e+03,4.352885069402427365e-01
1.141849999999852798e+03,4.353151000601768184e-01
1.141899999999852753e+03,4.353416915544658927e-01
1.141949999999852707e+03,4.353682814231617515e-01
1.141999999999852662e+03,4.353948696663159645e-01
1.142049999999852616e+03,4.354214562839799907e-01
1.142099999999852571e+03,4.354480412762056218e-01
1.142149999999852525e+03,4.354746246430445944e-01
1.142199999999852480e+03,4.355012063845485892e-01
1.142249999999852434e+03,4.355277865007691762e-01
1.142299999999852389e+03,4.355543649917583693e-01
1.142349999999852344e+03,4.355809418575677938e-01
1.142399999999852298e+03,4.356075170982492972e-01
1.142449999999852253e+03,4.356340907138544494e-01
1.142499999999852207e+03,4.356606627044354862e-01
1.142549999999852162e+03,4.356872330700440887e-01
1.142599999999852116e+03,4.357138018107322153e-01
1.142649999999852071e+03,4.357403689265515467e-01
1.142699999999852025e+03,4.357669344175543191e-01
1.142749999999851980e+03,4.357934982837923243e-01
1.142799999999851934e+03,4.358200605253175208e-01
1.142849999999851889e+03,4.358466211421819780e-01
1.142899999999851843e+03,4.358731801344376544e-01
1.142949999999851798e+03,4.358997375021367859e-01
1.142999999999851752e+03,4.359262932453312755e-01
1.143049999999851707e+03,4.359528473640731372e-01
1.143099999999851661e+03,4.359793998584146624e-01
1.143149999999851616e+03,4.360059507284078095e-01
1.143199999999851570e+03,4.360324999741050922e-01
1.143249999999851525e+03,4.360590475955583578e-01
1.143299999999851480e+03,4.360855935928196758e-01
1.143349999999851434e+03,4.361121379659417263e-01
1.143399999999851389e+03,4.361386807149765232e-01
1.143449999999851343e+03,4.361652218399762471e-01
1.143499999999851298e+03,4.361917613409933003e-01
1.143549999999851252e+03,4.362182992180799745e-01
1.143599999999851207e+03,4.362448354712887832e-01
1.143649999999851161e+03,4.362713701006718514e-01
1.143699999999851116e+03,4.362979031062816371e-01
1.143749999999851070e+03,4.363244344881704317e-01
1.143799999999851025e+03,4.363509642463909155e-01
1.143849999999850979e+03,4.363774923809953243e-01
1.143899999999850934e+03,4.364040188920362828e-01
1.143949999999850888e+03,4.364305437795662490e-01
1.143999999999850843e+03,4.364570670436376809e-01
1.144049999999850797e+03,4.364835886843030921e-01
1.144099999999850752e+03,4.365101087016152182e-01
1.144149999999850706e+03,4.365366270956264616e-01
1.144199999999850661e+03,4.365631438663895580e-01
1.144249999999850615e+03,4.365896590139571320e-01
1.144299999999850570e+03,4.366161725383815861e-01
1.144349999999850525e+03,4.366426844397161000e-01
1.144399999999850479e+03,4.366691947180127431e-01
1.144449999999850434e+03,4.366957033733248061e-01
1.144499999999850388e+03,4.367222104057047471e-01
1.144549999999850343e+03,4.367487158152052462e-01
1.144599999999850297e+03,4.367752196018792610e-01
1.144649999999850252e+03,4.368017217657797491e-01
1.144699999999850206e+03,4.368282223069591685e-01
1.144749999999850161e+03,4.368547212254704770e-01
1.144799999999850115e+03,4.368812185213667432e-01
1.144849999999850070e+03,4.369077141947008136e-01
1.144899999999850024e+03,4.369342082455253684e-01
1.144949999999849979e+03,4.369607006738935318e-01
1.144999999999849933e+03,4.369871914798584833e-01
1.145049999999849888e+03,4.370136806634728477e-01
1.145099999999849842e+03,4.370401682247896380e-01
1.145149999999849797e+03,4.370666541638622560e-01
1.145199999999849751e+03,4.370931384807433817e-01
1.145249999999849706e+03,4.371196211754861394e-01
1.145299999999849661e+03,4.371461022481437642e-01
1.145349999999849615e+03,4.371725816987694357e-01
1.145399999999849570e+03,4.371990595274161118e-01
1.145449999999849524e+03,4.372255357341369719e-01
1.145499999999849479e+03,4.372520103189852514e-01
1.145549999999849433e+03,4.372784832820141854e-01
1.145599999999849388e+03,4.373049546232769536e-01
1.145649999999849342e+03,4.373314243428269021e-01
1.145699999999849297e+03,4.373578924407172108e-01
1.145749999999849251e+03,4.373843589170011148e-01
1.145799999999849206e+03,4.374108237717321268e-01
1.145849999999849160e+03,4.374372870049634265e-01
1.145899999999849115e+03,4.374637486167484157e-01
1.145949999999849069e+03,4.374902086071404406e-01
1.145999999999849024e+03,4.375166669761929583e-01
1.146049999999848978e+03,4.375431237239594262e-01
1.146099999999848933e+03,4.375695788504932460e-01
1.146149999999848887e+03,4.375960323558478193e-01
1.146199999999848842e+03,4.376224842400768256e-01
1.146249999999848797e+03,4.376489345032336109e-01
1.146299999999848751e+03,4.376753831453716881e-01
1.146349999999848706e+03,4.377018301665447919e-01
1.146399999999848660e+03,4.377282755668064351e-01
1.146449999999848615e+03,4.377547193462101860e-01
1.146499999999848569e+03,4.377811615048096683e-01
1.146549999999848524e+03,4.378076020426585058e-01
1.146599999999848478e+03,4.378340409598103222e-01
1.146649999999848433e+03,4.378604782563189080e-01
1.146699999999848387e+03,4.378869139322379977e-01
1.146749999999848342e+03,4.379133479876213819e-01
1.146799999999848296e+03,4.379397804225225177e-01
1.146849999999848251e+03,4.379662112369955285e-01
1.146899999999848205e+03,4.379926404310938159e-01
1.146949999999848160e+03,4.380190680048716145e-01
1.146999999999848114e+03,4.380454939583824925e-01
1.147049999999848069e+03,4.380719182916805732e-01
1.147099999999848023e+03,4.380983410048195359e-01
1.147149999999847978e+03,4.381247620978533930e-01
1.147199999999847932e+03,4.381511815708357127e-01
1.147249999999847887e+03,4.381775994238209515e-01
1.147299999999847842e+03,4.382040156568628442e-01
1.147349999999847796e+03,4.382304302700155141e-01
1.147399999999847751e+03,4.382568432633327515e-01
1.147449999999847705e+03,4.382832546368687909e-01
1.147499999999847660e+03,4.383096643906775891e-01
1.147549999999847614e+03,4.383360725248131584e-01
1.147599999999847569e+03,4.383624790393299553e-01
1.147649999999847523e+03,4.383888839342816035e-01
1.147699999999847478e+03,4.384152872097226150e-01
1.147749999999847432e+03,4.384416888657068911e-01
1.147799999999847387e+03,4.384680889022889994e-01
1.147849999999847341e+03,4.384944873195227300e-01
1.147899999999847296e+03,4.385208841174624839e-01
1.147949999999847250e+03,4.385472792961626065e-01
1.147999999999847205e+03,4.385736728556772768e-01
1.148049999999847159e+03,4.386000647960609511e-01
1.148099999999847114e+03,4.386264551173675308e-01
1.148149999999847068e+03,4.386528438196516388e-01
1.148199999999847023e+03,4.386792309029678982e-01
1.148249999999846978e+03,4.387056163673702103e-01
1.148299999999846932e+03,4.387320002129131979e-01
1.148349999999846887e+03,4.387583824396513177e-01
1.148399999999846841e+03,4.387847630476389149e-01
1.148449999999846796e+03,4.388111420369305571e-01
1.148499999999846750e+03,4.388375194075808117e-01
1.148549999999846705e+03,4.388638951596438020e-01
1.148599999999846659e+03,4.388902692931745397e-01
1.148649999999846614e+03,4.389166418082273702e-01
1.148699999999846568e+03,4.389430127048567498e-01
1.148749999999846523e+03,4.389693819831174681e-01
1.148799999999846477e+03,4.389957496430640371e-01
1.148849999999846432e+03,4.390221156847510797e-01
1.148899999999846386e+03,4.390484801082332744e-01
1.148949999999846341e+03,4.390748429135653552e-01
1.148999999999846295e+03,4.391012041008021116e-01
1.149049999999846250e+03,4.391275636699981111e-01
1.149099999999846204e+03,4.391539216212080321e-01
1.149149999999846159e+03,4.391802779544867752e-01
1.149199999999846113e+03,4.392066326698891854e-01
1.149249999999846068e+03,4.392329857674700522e-01
1.149299999999846023e+03,4.392593372472838875e-01
1.149349999999845977e+03,4.392856871093859805e-01
1.149399999999845932e+03,4.393120353538310097e-01
1.149449999999845886e+03,4.393383819806738200e-01
1.149499999999845841e+03,4.393647269899694785e-01
1.149549999999845795e+03,4.393910703817727192e-01
1.149599999999845750e+03,4.394174121561387203e-01
1.149649999999845704e+03,4.394437523131222711e-01
1.149699999999845659e+03,4.394700908527785499e-01
1.149749999999845613e+03,4.394964277751624016e-01
1.149799999999845568e+03,4.395227630803290042e-01
1.149849999999845522e+03,4.395490967683333694e-01
1.149899999999845477e+03,4.395754288392306752e-01
1.149949999999845431e+03,4.396017592930758222e-01
1.149999999999845386e+03,4.396280881299240439e-01
1.150049999999845340e+03,4.396544153498305185e-01
1.150099999999845295e+03,4.396807409528503685e-01
1.150149999999845249e+03,4.397070649390389940e-01
1.150199999999845204e+03,4.397333873084511846e-01
1.150249999999845159e+03,4.397597080611424514e-01
1.150299999999845113e+03,4.397860271971680834e-01
1.150349999999845068e+03,4.398123447165832034e-01
1.150399999999845022e+03,4.398386606194433779e-01
1.150449999999844977e+03,4.398649749058035074e-01
1.150499999999844931e+03,4.398912875757191587e-01
1.150549999999844886e+03,4.399175986292457874e-01
1.150599999999844840e+03,4.399439080664386825e-01
1.150649999999844795e+03,4.399702158873531888e-01
1.150699999999844749e+03,4.399965220920448172e-01
1.150749999999844704e+03,4.400228266805688571e-01
1.150799999999844658e+03,4.400491296529809859e-01
1.150849999999844613e+03,4.400754310093366595e-01
1.150899999999844567e+03,4.401017307496912223e-01
1.150949999999844522e+03,4.401280288741001301e-01
1.150999999999844476e+03,4.401543253826193935e-01
1.151049999999844431e+03,4.401806202753040798e-01
1.151099999999844385e+03,4.402069135522099219e-01
1.151149999999844340e+03,4.402332052133925977e-01
1.151199999999844295e+03,4.402594952589078403e-01
1.151249999999844249e+03,4.402857836888112719e-01
1.151299999999844204e+03,4.403120705031582371e-01
1.151349999999844158e+03,4.403383557020048023e-01
1.151399999999844113e+03,4.403646392854064784e-01
1.151449999999844067e+03,4.403909212534191098e-01
1.151499999999844022e+03,4.404172016060984851e-01
1.151549999999843976e+03,4.404434803435002821e-01
