Preliminary design data,,
1551,,
Wavelength (nm),%R,%T
1830,5.31E-02,0.9468774
1831,5.27E-02,0.9472187
1832,0.0523951,0.9475698
1833,5.20E-02,0.9479296
1834,5.17E-02,0.9482965
1835,5.13E-02,0.9486696
1836,5.09E-02,0.9490473
1837,5.05E-02,0.9494283
1838,5.02E-02,0.9498114
1839,4.98E-02,0.9501951
1840,4.94E-02,0.9505782
1841,4.90E-02,0.9509581
1842,4.86E-02,0.9513347
1843,4.83E-02,0.9517068
1844,4.79E-02,0.952073
1845,4.75E-02,0.9524322
1846,4.72E-02,0.9527831
1847,4.68E-02,0.9531245
1848,4.65E-02,0.9534553
1849,4.62E-02,0.9537744
1850,4.59E-02,0.9540807
1851,4.56E-02,0.9543732
1852,4.53E-02,0.9546511
1853,4.51E-02,0.9549133
1854,4.48E-02,0.9551592
1855,4.46E-02,0.9553878
1856,4.44E-02,0.9555986
1857,4.42E-02,0.9557909
1858,4.40E-02,0.9559641
1859,4.38E-02,0.9561178
1860,0.0437137,0.9562515
1861,4.36E-02,0.956365
1862,4.35E-02,0.9564579
1863,0.0434352,0.9565301
1864,4.34E-02,0.9565814
1865,4.34E-02,0.9566119
1866,4.33E-02,0.9566216
1867,4.34E-02,0.9566105
1868,0.0433865,0.9565789
1869,0.0434384,0.9565271
1870,4.35E-02,0.9564552
1871,4.36E-02,0.9563639
1872,4.37E-02,0.9562533
1873,4.38E-02,0.9561243
1874,0.0439884,0.9559772
1875,4.42E-02,0.9558128
1876,4.43E-02,0.9556316
1877,4.45E-02,0.9554345
1878,4.47E-02,0.9552222
1879,4.50E-02,0.9549955
1880,4.52E-02,0.9547554
1881,4.55E-02,0.9545028
1882,4.57E-02,0.9542384
1883,4.60E-02,0.9539634
1884,4.63E-02,0.9536786
1885,4.66E-02,0.9533851
1886,4.69E-02,0.9530839
1887,4.72E-02,0.952776
1888,4.75E-02,0.9524625
1889,4.78E-02,0.9521443
1890,4.81E-02,0.9518226
1891,4.85E-02,0.9514983
1892,4.88E-02,0.9511725
1893,4.91E-02,0.9508463
1894,4.94E-02,0.9505206
1895,4.98E-02,0.9501964
1896,5.01E-02,0.9498748
1897,5.04E-02,0.9495566
1898,5.07E-02,0.9492429
1899,5.10E-02,0.9489345
1900,5.13E-02,0.9486323
1901,5.16E-02,0.9483368
1902,5.19E-02,0.9480492
1903,5.22E-02,0.9477705
1904,5.25E-02,0.9475012
1905,5.27E-02,0.9472421
1906,5.30E-02,0.946994
1907,0.0532095,0.9467574
1908,5.34E-02,0.9465328
1909,5.36E-02,0.9463211
1910,5.38E-02,0.9461224
1911,5.40E-02,0.9459375
1912,5.42E-02,0.9457665
1913,0.054357,0.9456101
1914,5.45E-02,0.9454684
1915,5.46E-02,0.9453416
1916,5.47E-02,0.9452303
1917,5.48E-02,0.9451343
1918,5.49E-02,0.9450539
1919,5.50E-02,0.9449893
1920,5.50E-02,0.9449403
1921,5.51E-02,0.9449066
1922,5.51E-02,0.9448884
1923,5.51E-02,0.9448858
1924,5.51E-02,0.9448985
1925,5.50E-02,0.9449264
1926,5.50E-02,0.9449694
1927,5.49E-02,0.945027
1928,5.49E-02,0.945099
1929,5.48E-02,0.9451852
1930,5.47E-02,0.945285
1931,0.0545693,0.9453982
1932,5.44E-02,0.9455242
1933,5.43E-02,0.9456627
1934,5.42E-02,0.945813
1935,5.40E-02,0.9459746
1936,5.38E-02,0.9461471
1937,5.36E-02,0.9463297
1938,5.34E-02,0.9465219
1939,0.0532445,0.9467231
1940,5.30E-02,0.9469326
1941,5.28E-02,0.9471496
1942,5.26E-02,0.9473736
1943,5.24E-02,0.9476038
1944,5.21E-02,0.9478394
1945,5.19E-02,0.9480798
1946,5.16E-02,0.9483242
1947,0.0513958,0.9485719
1948,5.11E-02,0.9488221
1949,5.09E-02,0.9490741
1950,5.06E-02,0.9493271
1951,5.04E-02,0.9495804
1952,5.01E-02,0.9498332
1953,4.99E-02,0.9500847
1954,4.96E-02,0.9503344
1955,4.94E-02,0.9505814
1956,0.0491427,0.9508251
1957,4.89E-02,0.9510648
1958,4.87E-02,0.9512997
1959,4.84E-02,0.9515293
1960,4.82E-02,0.951753
1961,4.80E-02,0.9519709
1962,4.78E-02,0.9521815
1963,4.76E-02,0.9523844
1964,4.74E-02,0.952579
1965,4.72E-02,0.9527648
1966,4.70E-02,0.9529414
1967,4.69E-02,0.9531083
1968,4.67E-02,0.9532651
1969,4.66E-02,0.9534114
1970,4.64E-02,0.9535469
1971,4.63E-02,0.9536731
1972,0.0461802,0.9537878
1973,4.61E-02,0.953891
1974,4.60E-02,0.9539823
1975,4.59E-02,0.9540617
1976,4.58E-02,0.954129
1977,4.58E-02,0.9541843
1978,4.57E-02,0.9542273
1979,4.57E-02,0.9542581
1980,4.57E-02,0.9542768
1981,4.57E-02,0.9542832
1982,4.57E-02,0.9542778
1983,4.57E-02,0.9542605
1984,4.57E-02,0.9542316
1985,4.58E-02,0.9541913
1986,4.58E-02,0.9541399
1987,0.0458908,0.9540775
1988,4.60E-02,0.9540045
1989,4.60E-02,0.9539213
1990,4.61E-02,0.9538281
1991,4.62E-02,0.9537253
1992,4.64E-02,0.9536134
1993,4.65E-02,0.9534927
1994,4.66E-02,0.9533637
1995,4.67E-02,0.9532269
1996,4.69E-02,0.9530827
1997,4.70E-02,0.9529316
1998,4.72E-02,0.9527742
1999,4.74E-02,0.9526109
2000,4.75E-02,0.9524423
2001,4.77E-02,0.952251
2002,0.0478822,0.9520553
2003,4.81E-02,0.951856
2004,4.83E-02,0.9516535
2005,0.0484424,0.9514486
2006,4.86E-02,0.9512418
2007,4.88E-02,0.9510338
2008,4.90E-02,0.950825
2009,4.92E-02,0.9506163
2010,4.94E-02,0.9504082
2011,4.96E-02,0.9502012
2012,4.98E-02,0.9499959
2013,5.00E-02,0.9497929
2014,5.02E-02,0.9495927
2015,5.03E-02,0.949396
2016,5.05E-02,0.9492032
2017,5.07E-02,0.9490148
2018,5.09E-02,0.9488314
2019,5.10E-02,0.9486535
2020,5.12E-02,0.9484814
2021,5.13E-02,0.9483156
2022,5.15E-02,0.9481565
2023,5.16E-02,0.9480046
2024,5.17E-02,0.9478602
2025,5.19E-02,0.9477236
2026,5.20E-02,0.9475952
2027,5.21E-02,0.9474753
2028,5.22E-02,0.9473642
2029,5.23E-02,0.947262
2030,5.23E-02,0.9471691
2031,5.24E-02,0.9470856
2032,5.25E-02,0.9470117
2033,5.25E-02,0.9469475
2034,5.26E-02,0.9468932
2035,5.26E-02,0.9468489
2036,5.26E-02,0.9468145
2037,5.26E-02,0.9467903
2038,5.26E-02,0.946776
2039,5.26E-02,0.9467719
2040,5.26E-02,0.9467777
2041,5.26E-02,0.9467935
2042,5.25E-02,0.9468191
2043,5.25E-02,0.9468545
2044,5.24E-02,0.9468995
2045,5.23E-02,0.9469538
2046,5.23E-02,0.9470174
2047,5.22E-02,0.9470901
2048,5.21E-02,0.9471715
2049,0.0519707,0.9472615
2050,5.19E-02,0.9473596
2051,5.17E-02,0.9474658
2052,5.16E-02,0.9475795
2053,5.15E-02,0.9477006
2054,5.13E-02,0.9478286
2055,5.12E-02,0.9479631
2056,5.10E-02,0.9481038
2057,0.0508644,0.9482504
2058,5.07E-02,0.9484022
2059,5.05E-02,0.9485576
2060,5.04E-02,0.9487174
2061,0.050175,0.9488811
2062,5.00E-02,0.9490485
2063,4.98E-02,0.9492189
2064,4.96E-02,0.9493918
2065,4.94E-02,0.949567
2066,4.92E-02,0.9497437
2067,4.90E-02,0.9499215
2068,0.0488538,0.9501001
2069,4.87E-02,0.9502788
2070,4.85E-02,0.9504571
2071,4.83E-02,0.9506347
2072,4.81E-02,0.950811
2073,4.79E-02,0.9509855
2074,4.77E-02,0.9511578
2075,4.75E-02,0.9513274
2076,4.73E-02,0.9514939
2077,4.72E-02,0.9516567
2078,4.70E-02,0.9518155
2079,4.68E-02,0.9519699
2080,0.0466603,0.9521193
2081,4.65E-02,0.9522635
2082,4.63E-02,0.9524021
2083,4.62E-02,0.9525346
2084,4.61E-02,0.9526607
2085,4.59E-02,0.9527801
2086,0.0458009,0.9528925
2087,4.57E-02,0.9529976
2088,4.56E-02,0.953095
2089,4.55E-02,0.9531846
2090,4.54E-02,0.9532661
2091,4.53E-02,0.9533393
2092,4.52E-02,0.9534039
2093,4.51E-02,0.95346
2094,4.51E-02,0.9535071
2095,4.50E-02,0.9535453
2096,4.50E-02,0.9535745
2097,4.49E-02,0.9535945
2098,4.49E-02,0.9536053
2099,4.49E-02,0.9536068
2100,0.0448968,0.9535992
2101,4.49E-02,0.9535822
2102,4.49E-02,0.9535561
2103,4.49E-02,0.9535208
2104,4.50E-02,0.9534764
2105,4.50E-02,0.9534231
2106,4.51E-02,0.9533609
2107,4.51E-02,0.95329
2108,4.52E-02,0.9532105
2109,0.0452499,0.9531226
2110,4.53E-02,0.9530265
2111,4.54E-02,0.9529225
2112,0.0455213,0.9528107
2113,4.56E-02,0.9526914
2114,4.57E-02,0.9525649
2115,4.59E-02,0.9524314
2116,4.60E-02,0.9522913
2117,4.61E-02,0.9521448
2118,4.63E-02,0.9519923
2119,4.64E-02,0.951834
2120,4.66E-02,0.9516704
2121,4.67E-02,0.9515017
2122,4.69E-02,0.9513284
2123,4.70E-02,0.9511508
2124,4.72E-02,0.9509692
2125,4.74E-02,0.9507841
2126,0.0475514,0.9505958
2127,4.77E-02,0.9504047
2128,4.79E-02,0.9502112
2129,4.81E-02,0.9500156
2130,4.83E-02,0.9498185
2131,4.85E-02,0.9496201
2132,4.86E-02,0.9494208
2133,0.0488359,0.9492211
2134,4.90E-02,0.9490213
2135,4.92E-02,0.9488218
2136,4.94E-02,0.948623
2137,0.0495807,0.9484252
2138,4.98E-02,0.9482289
2139,4.99E-02,0.9480343
2140,5.01E-02,0.9478419
2141,0.0503031,0.947652
2142,5.05E-02,0.9474649
2143,5.06E-02,0.947281
2144,5.08E-02,0.9471006
2145,5.10E-02,0.9469239
2146,5.11E-02,0.9467514
2147,5.13E-02,0.9465833
2148,5.14E-02,0.9464198
2149,5.16E-02,0.9462612
2150,5.17E-02,0.9461079
2151,0.0518688,0.94596
2152,5.20E-02,0.9458178
2153,5.21E-02,0.9456815
2154,5.22E-02,0.9455517
2155,0.0523501,0.9454283
2156,5.25E-02,0.9453112
2157,5.26E-02,0.9452009
2158,5.26E-02,0.9450973
2159,5.27E-02,0.9450007
2160,5.28E-02,0.9449112
2161,5.29E-02,0.9448287
2162,5.29E-02,0.9447536
2163,5.30E-02,0.9446858
2164,5.30E-02,0.9446254
2165,5.31E-02,0.9445725
2166,0.053112,0.9445271
2167,5.31E-02,0.9444892
2168,5.32E-02,0.9444588
2169,0.0531649,0.944436
2170,5.32E-02,0.9444207
2171,5.32E-02,0.9444128
2172,0.0531502,0.9444124
2173,5.31E-02,0.9444194
2174,5.31E-02,0.9444336
2175,5.31E-02,0.944455
2176,5.30E-02,0.9444835
2177,5.30E-02,0.944519
2178,5.29E-02,0.9445614
2179,5.29E-02,0.9446105
2180,5.28E-02,0.9446661
2181,5.27E-02,0.9447281
2182,5.26E-02,0.9447963
2183,5.26E-02,0.9448707
2184,5.25E-02,0.9449508
2185,5.24E-02,0.9450365
2186,5.23E-02,0.9451276
2187,5.21E-02,0.9452239
2188,5.20E-02,0.9453252
2189,5.19E-02,0.9454312
2190,5.18E-02,0.9455416
2191,5.17E-02,0.9456562
2192,5.15E-02,0.9457748
2193,5.14E-02,0.9458969
2194,5.13E-02,0.9460225
2195,5.11E-02,0.9461511
2196,0.0509694,0.9462825
2197,5.08E-02,0.9464164
2198,5.07E-02,0.9465525
2199,5.05E-02,0.9466905
2200,5.04E-02,0.9468301
2201,5.02E-02,0.946971
2202,5.01E-02,0.9471128
2203,4.99E-02,0.9472553
2204,4.97E-02,0.9473982
2205,4.96E-02,0.9475412
2206,4.94E-02,0.9476839
2207,4.93E-02,0.947826
2208,4.91E-02,0.9479672
2209,4.90E-02,0.9481074
2210,4.88E-02,0.9482461
2211,4.87E-02,0.948383
2212,4.85E-02,0.9485179
2213,4.84E-02,0.9486505
2214,4.82E-02,0.9487805
2215,4.81E-02,0.9489077
2216,4.80E-02,0.9490317
2217,0.0478266,0.9491524
2218,4.77E-02,0.9492695
2219,4.76E-02,0.9493828
2220,4.74E-02,0.9494919
2221,4.73E-02,0.9495968
2222,4.72E-02,0.9496973
2223,4.71E-02,0.949793
2224,4.70E-02,0.9498839
2225,4.69E-02,0.9499696
2226,4.68E-02,0.9500502
2227,4.67E-02,0.9501255
2228,4.66E-02,0.9501953
2229,4.66E-02,0.9502594
2230,4.65E-02,0.9503177
2231,0.0464319,0.9503703
2232,4.64E-02,0.9504169
2233,0.04632,0.9504575
2234,4.63E-02,0.9504921
2235,0.0462325,0.9505205
2236,4.62E-02,0.9505427
2237,4.62E-02,0.9505588
2238,4.61E-02,0.9505688
2239,4.61E-02,0.9505725
2240,4.61E-02,0.95057
2241,4.61E-02,0.9505615
2242,0.0461217,0.9505468
2243,4.61E-02,0.9505261
2244,4.61E-02,0.9504994
2245,4.62E-02,0.9504668
2246,4.62E-02,0.9504284
2247,4.62E-02,0.9503842
2248,4.63E-02,0.9503344
2249,4.63E-02,0.9502792
2250,0.046356,0.9502186
2251,4.64E-02,0.9501528
2252,4.65E-02,0.9500819
2253,4.65E-02,0.9500061
2254,4.66E-02,0.9499256
2255,4.67E-02,0.9498405
2256,4.68E-02,0.9497511
2257,4.68E-02,0.9496574
2258,4.69E-02,0.9495597
2259,4.70E-02,0.9494584
2260,4.71E-02,0.9493533
2261,4.72E-02,0.949245
2262,4.73E-02,0.9491335
2263,4.74E-02,0.949019
2264,4.75E-02,0.9489018
2265,0.0476233,0.9487823
2266,4.77E-02,0.9486604
2267,4.78E-02,0.9485366
2268,0.0479617,0.9484109
2269,4.81E-02,0.9482838
2270,4.82E-02,0.9481554
2271,0.0483141,0.9480259
2272,4.84E-02,0.9478956
2273,4.86E-02,0.9477647
2274,4.87E-02,0.9476335
2275,4.88E-02,0.9475022
2276,4.89E-02,0.947371
2277,4.90E-02,0.9472401
2278,4.92E-02,0.9471099
2279,4.93E-02,0.9469804
2280,4.94E-02,0.946852
2281,4.95E-02,0.9467247
2282,4.96E-02,0.946599
2283,4.97E-02,0.9464749
2284,4.98E-02,0.9463527
2285,5.00E-02,0.9462324
2286,5.01E-02,0.9461145
2287,5.02E-02,0.945999
2288,5.03E-02,0.9458861
2289,5.04E-02,0.945776
2290,5.05E-02,0.9456688
2291,5.06E-02,0.9455647
2292,0.0506512,0.945464
2293,5.07E-02,0.9453665
2294,5.08E-02,0.9452727
2295,5.09E-02,0.9451825
2296,5.10E-02,0.9450961
2297,0.0510481,0.9450136
2298,5.11E-02,0.9449351
2299,5.12E-02,0.9448608
2300,5.12E-02,0.9447907
2301,5.13E-02,0.9447249
2302,5.13E-02,0.9446634
2303,5.14E-02,0.9446064
2304,5.14E-02,0.9445538
2305,5.15E-02,0.9445058
2306,5.15E-02,0.9444624
2307,0.0515305,0.9444236
2308,5.16E-02,0.9443895
2309,5.16E-02,0.94436
2310,5.16E-02,0.9443351
2311,5.16E-02,0.944315
2312,5.16E-02,0.9442995
2313,5.16E-02,0.9442886
2314,0.0515954,0.9442824
2315,5.16E-02,0.9442807
2316,5.16E-02,0.9442837
2317,5.16E-02,0.9442911
2318,5.15E-02,0.9443029
2319,5.15E-02,0.9443192
2320,5.15E-02,0.9443398
2321,5.14E-02,0.9443645
2322,0.0513959,0.9443935
2323,5.14E-02,0.9444265
2324,5.13E-02,0.9444635
2325,5.13E-02,0.9445043
2326,5.12E-02,0.944549
2327,0.0511364,0.9445972
2328,5.11E-02,0.9446489
2329,0.0510071,0.9447041
2330,0.0509375,0.9447623
2331,0.0508648,0.9448238
2332,5.08E-02,0.9448882
2333,5.07E-02,0.9449553
2334,5.06E-02,0.9450252
2335,5.05E-02,0.9450974
2336,5.05E-02,0.9451721
2337,5.04E-02,0.9452488
2338,5.03E-02,0.9453275
2339,5.02E-02,0.945408
2340,5.01E-02,0.9454901
2341,5.00E-02,0.9455736
2342,4.99E-02,0.9456584
2343,4.98E-02,0.9457443
2344,4.97E-02,0.9458309
2345,4.96E-02,0.9459183
2346,4.95E-02,0.9460061
2347,4.94E-02,0.9460942
2348,4.93E-02,0.9461824
2349,4.92E-02,0.9462705
2350,4.91E-02,0.9463583
2351,4.90E-02,0.9464456
2352,4.89E-02,0.9465322
2353,4.88E-02,0.946618
2354,4.87E-02,0.9467026
2355,4.86E-02,0.946786
2356,0.048537,0.9468679
2357,0.0484454,0.9469483
2358,4.84E-02,0.9470268
2359,4.83E-02,0.9471033
2360,4.82E-02,0.9471776
2361,4.81E-02,0.9472497
2362,4.80E-02,0.9473192
2363,4.79E-02,0.9473861
2364,4.79E-02,0.9474501
2365,4.78E-02,0.9475112
2366,4.77E-02,0.9475691
2367,4.77E-02,0.9476238
2368,4.76E-02,0.9476752
2369,4.75E-02,0.947723
2370,4.75E-02,0.9477673
2371,4.74E-02,0.9478077
2372,4.74E-02,0.9478443
2373,4.73E-02,0.947877
2374,4.73E-02,0.9479057
2375,4.73E-02,0.9479303
2376,4.72E-02,0.9479507
2377,4.72E-02,0.9479668
2378,4.72E-02,0.9479786
2379,4.72E-02,0.9479861
2380,4.72E-02,0.9479892
2381,4.71E-02,0.947988
2382,4.71E-02,0.9479823
2383,4.71E-02,0.9479721
2384,4.71E-02,0.9479576
2385,4.72E-02,0.9479386
2386,4.72E-02,0.9479151
2387,4.72E-02,0.9478874
2388,4.72E-02,0.9478552
2389,4.72E-02,0.9478188
2390,4.73E-02,0.9477782
2391,4.73E-02,0.9477333
2392,4.73E-02,0.9476843
2393,4.74E-02,0.9476314
2394,4.74E-02,0.9475745
2395,4.75E-02,0.9475138
2396,4.75E-02,0.9474493
2397,4.76E-02,0.9473812
2398,4.76E-02,0.9473096
2399,4.77E-02,0.9472347
2400,4.78E-02,0.9471565
2401,4.79E-02,0.9470753
2402,4.79E-02,0.9469911
2403,4.80E-02,0.9469042
2404,4.81E-02,0.9468147
2405,4.82E-02,0.9467227
2406,4.83E-02,0.9466285
2407,4.83E-02,0.9465321
2408,4.84E-02,0.9464339
2409,4.85E-02,0.9463339
2410,4.86E-02,0.9462324
2411,4.87E-02,0.9461296
2412,4.88E-02,0.9460256
2413,4.89E-02,0.9459207
2414,4.90E-02,0.9458151
2415,4.91E-02,0.9457089
2416,4.92E-02,0.9456023
2417,4.93E-02,0.9454957
2418,4.94E-02,0.945389
2419,4.95E-02,0.9452828
2420,4.96E-02,0.9451769
2421,4.97E-02,0.9450717
2422,4.98E-02,0.9449674
2423,4.99E-02,0.9448642
2424,5.00E-02,0.9447622
2425,5.00E-02,0.9446617
2426,5.01E-02,0.9445628
2427,5.02E-02,0.9444658
2428,5.03E-02,0.9443707
2429,5.04E-02,0.9442778
2430,5.05E-02,0.9441873
2431,5.05E-02,0.9440994
2432,0.0506236,0.944014
2433,5.07E-02,0.9439316
2434,5.08E-02,0.9438521
2435,5.08E-02,0.9437757
2436,0.0508974,0.9437025
2437,5.10E-02,0.9436327
2438,5.10E-02,0.9435668
2439,5.11E-02,0.9435045
2440,5.11E-02,0.9434459
2441,5.12E-02,0.943391
2442,5.12E-02,0.9433401
2443,5.12E-02,0.943293
2444,5.13E-02,0.9432498
2445,5.13E-02,0.9432108
2446,5.13E-02,0.9431758
2447,5.13E-02,0.9431449
2448,5.14E-02,0.9431181
2449,5.14E-02,0.9430954
2450,5.14E-02,0.9430769
2451,5.14E-02,0.9430625
2452,5.14E-02,0.9430522
2453,5.14E-02,0.9430459
2454,5.14E-02,0.9430437
2455,5.14E-02,0.9430454
2456,5.14E-02,0.9430509
2457,5.13E-02,0.9430603
2458,5.13E-02,0.9430733
2459,5.13E-02,0.94309
2460,5.12E-02,0.94311
2461,5.12E-02,0.9431334
2462,5.12E-02,0.94316
2463,5.11E-02,0.9431896
2464,5.11E-02,0.943222
2465,5.10E-02,0.9432572
2466,5.10E-02,0.9432948
2467,5.09E-02,0.9433346
2468,5.09E-02,0.9433765
2469,5.08E-02,0.9434202
2470,5.08E-02,0.9434654
2471,5.07E-02,0.9435118
2472,5.07E-02,0.9435594
2473,5.06E-02,0.9436076
2474,5.05E-02,0.9436563
2475,5.05E-02,0.943705
2476,5.04E-02,0.9437535
2477,0.0503656,0.9438015
2478,5.03E-02,0.9438486
2479,5.02E-02,0.9438944
2480,5.02E-02,0.9439386
2481,5.01E-02,0.9439806
2482,5.01E-02,0.9440203
2483,5.00E-02,0.9440571
2484,5.00E-02,0.9440906
2485,4.99E-02,0.9441204
2486,0.0499117,0.944146
2487,4.99E-02,0.944167
2488,0.0498499,0.9441829
2489,4.98E-02,0.9441931
2490,0.0498103,0.9441974
2491,4.98E-02,0.9441949
2492,4.98E-02,0.9441854
2493,4.98E-02,0.9441682
2494,0.049814,0.9441429
2495,4.98E-02,0.9441088
2496,0.0498659,0.9440654
2497,4.99E-02,0.9440121
2498,5.00E-02,0.9439484
2499,0.050019,0.9438737
2500,5.01E-02,0.9437874
