Preliminary design data,,
1901,,
Wavelength (nm),%R,%T
721.2000122,0.8666592,0.1332722
721.4000244,0.8673395,0.132594
721.5999756,0.8681687,0.1317669
721.7999878,0.8691452,0.1307924
722,0.8702634,0.129676
722.2000122,0.8715153,0.128426
722.4000244,0.8728913,0.1270517
722.5999756,0.8743811,0.1255635
722.7999878,0.8759763,0.1239698
723,0.8776685,0.1222792
723.2000122,0.879451,0.1204981
723.4000244,0.8813187,0.1186316
723.5999756,0.8832673,0.1166845
723.7999878,0.8852944,0.1146586
724,0.8873961,0.1125581
724.2000122,0.8895687,0.1103866
724.4000244,0.8918073,0.1081492
724.5999756,0.894105,0.1058525
724.7999878,0.8964558,0.1035027
725,0.89885,0.1011094
725.2000122,0.9012774,9.87E-02
725.4000244,0.9037268,9.62E-02
725.5999756,0.9061856,9.38E-02
725.7999878,0.9086429,9.13E-02
726,0.911086,8.89E-02
726.2000122,0.9135028,8.65E-02
726.4000244,0.9158821,8.41E-02
726.5999756,0.9182126,8.18E-02
726.7999878,0.9204864,7.95E-02
727,0.9226943,7.73E-02
727.2000122,0.9248292,7.51E-02
727.4000244,0.9268848,7.31E-02
727.5999756,0.9288557,7.11E-02
727.7999878,0.930739,6.92E-02
728,0.9325311,6.74E-02
728.2000122,0.9342299,6.57E-02
728.4000244,0.9358338,6.41E-02
728.5999756,0.9373417,6.26E-02
728.7999878,0.9387543,6.12E-02
729,0.9400712,5.99E-02
729.2000122,0.9412928,5.87E-02
729.4000244,0.9424198,5.76E-02
729.5999756,0.9434528,5.65E-02
729.7999878,0.9443933,5.56E-02
730,0.9452417,0.0547302
730.2000122,0.9459991,5.40E-02
730.4000244,0.9466661,5.33E-02
730.5999756,0.947243,5.27E-02
730.7999878,0.9477306,5.22E-02
731,0.9481286,5.18E-02
731.2000122,0.9484369,5.15E-02
731.4000244,0.9486548,5.13E-02
731.5999756,0.9487813,5.12E-02
731.7999878,0.948815,5.12E-02
732,0.948754,5.12E-02
732.2000122,0.9485958,5.14E-02
732.4000244,0.9483371,5.16E-02
732.5999756,0.9479747,5.20E-02
732.7999878,0.9475036,5.25E-02
733,0.9469187,5.31E-02
733.2000122,0.9462137,5.38E-02
733.4000244,0.9453814,5.46E-02
733.5999756,0.9444135,5.56E-02
733.7999878,0.9432999,5.67E-02
734,0.9420295,5.79E-02
734.2000122,0.9405892,5.94E-02
734.4000244,0.9389641,6.10E-02
734.5999756,0.9371376,6.28E-02
734.7999878,0.9350887,0.0648749
735,0.9327951,0.0671673
735.2000122,0.9302306,6.97E-02
735.4000244,0.9273646,7.26E-02
735.5999756,0.9241636,7.58E-02
735.7999878,0.9205849,7.94E-02
736,0.916583,8.34E-02
736.2000122,0.912104,8.78E-02
736.4000244,0.9070854,9.29E-02
736.5999756,0.9014573,9.85E-02
736.7999878,0.8951335,0.1048101
737,0.8880205,0.1119195
737.2000122,0.8800101,0.1199261
737.4000244,0.8709795,0.1289522
737.5999756,0.8607951,0.1391316
737.7999878,0.8493013,0.1506198
738,0.8363423,0.1635725
738.2000122,0.8217589,0.1781488
738.4000244,0.805405,0.1944947
738.5999756,0.7871773,0.2127136
738.7999878,0.7670282,0.2328528
739,0.7450514,0.254819
739.2000122,0.7215276,0.2783312
739.4000244,0.69701,0.302837
739.5999756,0.6724041,0.3274309
739.7999878,0.6489725,0.350851
740,0.6283305,0.3714825
740.2000122,0.6122721,0.3875329
740.4000244,0.6023334,0.397466
740.5999756,0.5995891,0.4002083
740.7999878,0.6043019,0.3954971
741,0.6158416,0.3839616
741.2000122,0.6328413,0.3669687
741.4000244,0.6535281,0.3462899
741.5999756,0.6760708,0.3237559
741.7999878,0.6988664,0.3009686
742,0.720617,0.279225
742.2000122,0.7403532,0.2594941
742.4000244,0.7573412,0.2425089
742.5999756,0.7709472,0.2289026
742.7999878,0.7804856,0.2193598
743,0.7849744,0.2148607
743.2000122,0.7828374,0.2169795
743.4000244,0.77141,0.2283757
743.5999756,0.7462716,0.2534639
743.7999878,0.7008511,0.2988044
744,0.6295398,0.3699969
744.2000122,0.5434411,0.4559547
744.4000244,0.4945804,0.5047419
744.5999756,0.5315393,0.4678562
744.7999878,0.6191635,0.38038
745,0.702502,0.2971707
745.2000122,0.7643777,0.2353835
745.4000244,0.8075768,0.1922431
745.5999756,0.8378605,0.1619981
745.7999878,0.8596498,0.1402356
746,0.8757937,0.1241107
746.2000122,0.888095,0.1118234
746.4000244,0.8977001,0.1022288
746.5999756,0.9053532,9.46E-02
746.7999878,0.9115575,8.84E-02
747,0.9166527,8.33E-02
747.2000122,0.9208797,7.91E-02
747.4000244,0.9244117,0.0755448
747.5999756,0.9273754,0.0725841
747.7999878,0.9298676,7.01E-02
748,0.9319597,6.80E-02
748.2000122,0.9337071,0.0662589
748.4000244,0.9351531,6.48E-02
748.5999756,0.9363309,6.36E-02
748.7999878,0.9372677,6.27E-02
749,0.9379842,6.20E-02
749.2000122,0.9384965,6.15E-02
749.4000244,0.9388176,6.12E-02
749.5999756,0.9389573,6.10E-02
749.7999878,0.9389235,6.11E-02
750,0.9387222,0.0612528
750.2000122,0.9383581,6.16E-02
750.4000244,0.9378352,6.21E-02
750.5999756,0.9371576,0.0628187
750.7999878,0.9363291,6.36E-02
751,0.9353554,6.46E-02
751.2000122,0.9342439,6.57E-02
751.4000244,0.9330049,6.70E-02
751.5999756,0.9316529,6.83E-02
751.7999878,0.9302059,6.98E-02
752,0.9286882,7.13E-02
752.2000122,0.9271289,7.28E-02
752.4000244,0.9255608,7.44E-02
752.5999756,0.9240194,0.0759579
752.7999878,0.9225363,7.74E-02
753,0.9211382,7.88E-02
753.2000122,0.9198398,8.01E-02
753.4000244,0.9186405,8.13E-02
753.5999756,0.9175228,0.0824544
753.7999878,0.9164523,8.35E-02
754,0.9153836,0.0845936
754.2000122,0.9142643,8.57E-02
754.4000244,0.9130414,8.69E-02
754.5999756,0.9116676,8.83E-02
754.7999878,0.9101022,8.99E-02
755,0.9083164,0.0916607
755.2000122,0.9062917,9.37E-02
755.4000244,0.9040197,9.60E-02
755.5999756,0.9015026,0.0984742
755.7999878,0.8987486,0.1012281
756,0.8957759,0.1042006
756.2000122,0.8926089,0.1073673
756.4000244,0.889279,0.1106971
756.5999756,0.8858243,0.1141515
756.7999878,0.8822861,0.1176895
757,0.8787135,0.1212618
757.2000122,0.8751595,0.1248156
757.4000244,0.8716799,0.1282949
757.5999756,0.8683335,0.1316411
757.7999878,0.8651755,0.1347988
