Preliminary design data,,
1901,,
Wavelength (nm),%R,%T
1512,0.9884681,1.12E-02
1513,0.9882057,1.15E-02
1514,0.9883209,0.0113355
1515,0.988905,1.08E-02
1516,0.9897033,1.00E-02
1517,0.9904456,9.35E-03
1518,0.9910219,8.81E-03
1519,0.9914297,8.43E-03
1520,0.9916972,8.19E-03
1521,0.9918528,8.05E-03
1522,0.9919182,7.99E-03
1523,0.9919077,8.01E-03
1524,0.9918306,8.09E-03
1525,0.9916921,8.23E-03
1526,0.9914946,8.43E-03
1527,0.9912389,8.69E-03
1528,0.9909241,9.00E-03
1529,0.9905481,9.38E-03
1530,0.9901085,9.82E-03
1531,0.9896023,1.03E-02
1532,0.989027,1.09E-02
1533,0.9883807,1.15E-02
1534,0.9876635,1.23E-02
1535,0.9868784,1.30E-02
1536,0.9860325,1.39E-02
1537,0.9851393,1.48E-02
1538,0.9842193,1.57E-02
1539,0.9833027,1.66E-02
1540,0.9824275,1.75E-02
1541,0.9816416,1.82E-02
1542,0.9809916,1.89E-02
1543,0.9805239,0.0193398
1544,0.9802736,1.96E-02
1545,0.9802589,1.96E-02
1546,0.9804766,0.0193764
1547,0.9809023,1.89E-02
1548,0.9814957,0.0183516
1549,0.9822066,1.76E-02
1550,0.9829829,1.69E-02
1551,0.9837763,1.61E-02
1552,0.984547,0.0152767
1553,0.9852651,1.45E-02
1554,0.9859147,1.39E-02
1555,0.9864942,1.33E-02
1556,0.9870203,1.27E-02
1557,0.9875262,1.22E-02
1558,0.9880489,1.17E-02
1559,0.9886118,1.11E-02
1560,0.9892101,1.06E-02
1561,0.9898176,0.0099759
1562,0.990399,9.42E-03
1563,0.9909301,8.91E-03
1564,0.9913983,8.46E-03
1565,0.9918013,8.07E-03
1566,0.9921427,7.74E-03
1567,0.9924275,7.47E-03
1568,0.9926617,7.25E-03
1569,0.9928504,7.06E-03
1570,0.9929981,6.92E-03
1571,0.9931086,6.82E-03
1572,0.9931849,6.75E-03
1573,0.9932289,6.70E-03
1574,0.9932422,6.69E-03
1575,0.9932256,6.71E-03
1576,0.9931798,6.76E-03
1577,0.9931045,6.84E-03
1578,0.9929993,6.94E-03
1579,0.9928635,7.08E-03
1580,0.9926955,7.25E-03
1581,0.9924939,7.45E-03
1582,0.9922566,7.69E-03
1583,0.991981,7.96E-03
1584,0.9916638,8.28E-03
1585,0.9913018,8.64E-03
1586,0.990891,9.05E-03
1587,0.9904269,9.51E-03
1588,0.9899051,1.00E-02
1589,0.9893205,1.06E-02
1590,0.9886683,1.13E-02
1591,0.9879435,1.20E-02
1592,0.9871423,1.28E-02
1593,0.9862617,1.37E-02
1594,0.9853008,1.46E-02
1595,0.9842618,1.56E-02
1596,0.9831512,1.67E-02
1597,0.9819809,1.79E-02
1598,0.9807692,1.91E-02
1599,0.9795426,2.03E-02
1600,0.9783347,2.15E-02
1601,0.9771846,2.27E-02
1602,0.9761354,2.37E-02
1603,0.9752277,2.46E-02
1604,0.9744953,0.0253261
1605,0.9739597,2.58E-02
1606,0.9736285,0.0261594
1607,0.9734979,2.63E-02
1608,0.9735622,2.62E-02
1609,0.973829,2.59E-02
1610,0.974326,2.54E-02
1611,0.9750787,2.46E-02
1612,0.9760718,0.023652
1613,0.9772311,2.25E-02
1614,0.9784529,2.13E-02
1615,0.9796511,2.02E-02
1616,0.9807748,1.91E-02
1617,0.9818014,1.80E-02
1618,0.9827257,1.71E-02
1619,0.9835512,1.63E-02
1620,0.984284,1.56E-02
1621,0.9849336,1.50E-02
1622,0.9855044,1.44E-02
1623,0.9860029,1.39E-02
1624,0.9864349,1.35E-02
1625,0.9868058,1.31E-02
1626,0.9871199,1.28E-02
1627,0.9873809,1.26E-02
1628,0.9875922,0.0123449
1629,0.9877566,1.22E-02
1630,0.987876,1.21E-02
1631,0.9879523,1.20E-02
1632,0.9879869,1.20E-02
1633,0.9879802,0.0119642
1634,0.9879332,1.20E-02
1635,0.9878458,1.21E-02
1636,0.9877177,0.0122277
1637,0.9875484,1.24E-02
1638,0.9873369,1.26E-02
1639,0.9870822,1.29E-02
1640,0.986783,1.32E-02
1641,0.9864379,1.35E-02
1642,0.9860449,1.39E-02
1643,0.9856024,1.43E-02
1644,0.9851083,1.48E-02
1645,0.9845611,1.54E-02
1646,0.9839594,1.60E-02
1647,0.9833023,1.66E-02
1648,0.9825896,1.73E-02
1649,0.9818224,1.81E-02
1650,0.9810033,1.89E-02
1651,0.9801367,1.98E-02
1652,0.9792296,0.0206844
1653,0.9782918,2.16E-02
1654,0.9773361,2.26E-02
1655,0.9763796,2.35E-02
1656,0.9754418,2.45E-02
1657,0.9745464,2.53E-02
1658,0.9737183,2.62E-02
1659,0.9729843,2.69E-02
1660,0.9723691,2.75E-02
1661,0.9718962,2.80E-02
1662,0.9715832,0.0282838
1663,0.9714406,2.84E-02
1664,0.9714715,2.84E-02
1665,0.9716709,2.82E-02
1666,0.9720259,2.78E-02
1667,0.972519,2.73E-02
1668,0.9731282,2.67E-02
1669,0.9738297,2.60E-02
1670,0.9746001,2.52E-02
1671,0.9754176,2.44E-02
1672,0.9762624,2.36E-02
1673,0.9771171,0.0227203
1674,0.9779673,2.19E-02
1675,0.9788008,2.10E-02
1676,0.9796073,0.0202447
1677,0.9803794,1.95E-02
1678,0.981111,1.88E-02
1679,0.9817982,1.81E-02
1680,0.9824386,1.74E-02
1681,0.983028,1.69E-02
1682,0.9835697,1.63E-02
1683,0.9840645,1.58E-02
1684,0.9845134,1.54E-02
1685,0.9849182,1.50E-02
1686,0.9852806,0.014642
1687,0.9856025,1.43E-02
1688,0.9858858,0.0140463
1689,0.9861322,1.38E-02
1690,0.9863436,1.36E-02
1691,0.9865212,1.34E-02
1692,0.9866668,1.33E-02
1693,0.9867815,1.32E-02
1694,0.9868662,1.31E-02
1695,0.9869221,1.30E-02
1696,0.98695,1.30E-02
1697,0.9869505,1.30E-02
1698,0.9869241,1.30E-02
1699,0.9868715,1.31E-02
1700,0.9867927,1.32E-02
1701,0.986689,1.33E-02
1702,0.9865595,1.34E-02
1703,0.9864045,1.36E-02
1704,0.9862241,1.37E-02
1705,0.9860183,1.40E-02
1706,0.9857873,1.42E-02
1707,0.9855311,1.44E-02
1708,0.9852501,1.47E-02
1709,0.9849443,1.50E-02
1710,0.9846144,1.54E-02
1711,0.9842608,1.57E-02
1712,0.9838844,0.0160902
1713,0.9834863,1.65E-02
1714,0.9830679,1.69E-02
1715,0.9826308,0.0173454
1716,0.9821772,1.78E-02
1717,0.9817097,1.83E-02
1718,0.9812313,1.87E-02
1719,0.9807455,1.92E-02
1720,0.9802561,1.97E-02
1721,0.979768,2.02E-02
1722,0.9792857,2.07E-02
1723,0.9788139,2.12E-02
1724,0.9783581,2.16E-02
1725,0.9779237,2.21E-02
1726,0.9775158,2.25E-02
1727,0.9771394,0.0228407
1728,0.9767991,0.0231812
1729,0.9764988,2.35E-02
1730,0.9762419,0.0237387
1731,0.9760306,2.40E-02
1732,0.9758664,2.41E-02
1733,0.9757496,2.42E-02
1734,0.9756794,2.43E-02
1735,0.9756544,2.43E-02
1736,0.9756721,2.43E-02
1737,0.9757292,2.43E-02
1738,0.9758218,2.42E-02
1739,0.9759457,2.40E-02
1740,0.9760963,2.39E-02
1741,0.9762688,0.0237132
1742,0.9764585,2.35E-02
1743,0.9766606,2.33E-02
1744,0.9768708,2.31E-02
1745,0.9770847,2.29E-02
1746,0.9772985,2.27E-02
1747,0.9775085,2.25E-02
1748,0.9777114,2.23E-02
1749,0.9779043,2.21E-02
1750,0.9780846,2.19E-02
1751,0.97825,2.17E-02
1752,0.9783982,2.16E-02
1753,0.9785276,2.15E-02
1754,0.9786365,2.13E-02
1755,0.9787234,2.13E-02
1756,0.9787869,2.12E-02
1757,0.9788259,0.0211563
1758,0.9788392,2.11E-02
1759,0.9788256,2.12E-02
1760,0.9787841,2.12E-02
1761,0.9787139,2.13E-02
1762,0.9786134,2.14E-02
1763,0.9784814,0.0215004
1764,0.9783166,2.17E-02
1765,0.9781176,0.021864
1766,0.977883,2.21E-02
1767,0.9776111,0.0223703
1768,0.9773001,2.27E-02
1769,0.9769482,2.30E-02
1770,0.9765531,2.34E-02
1771,0.9761127,2.39E-02
1772,0.9756243,2.44E-02
1773,0.9750851,2.49E-02
1774,0.974492,2.55E-02
1775,0.9738417,2.61E-02
1776,0.9731306,2.68E-02
1777,0.9723548,2.76E-02
1778,0.9715099,0.0284693
1779,0.9705914,2.94E-02
1780,0.9695942,3.04E-02
1781,0.9685144,3.15E-02
1782,0.9673451,3.26E-02
1783,0.96608,3.39E-02
1784,0.9647124,3.53E-02
1785,0.9632351,3.67E-02
1786,0.96164,3.83E-02
1787,0.9599186,4.01E-02
1788,0.9580613,4.19E-02
1789,0.9560577,4.39E-02
1790,0.9538962,4.61E-02
1791,0.9515637,4.84E-02
1792,0.9490461,5.09E-02
1793,0.946327,5.36E-02
1794,0.9433885,5.66E-02
1795,0.9402106,5.98E-02
1796,0.9367711,6.32E-02
1797,0.9330453,6.69E-02
1798,0.929006,0.0709643
1799,0.9246236,0.0753459
1800,0.9198659,8.01E-02
1801,0.914698,8.53E-02
1802,0.9090824,9.09E-02
1803,0.9029791,9.70E-02
1804,0.8963464,0.1036188
1805,0.8891405,0.1108237
1806,0.8813166,0.1186465
1807,0.8728297,0.1271323
1808,0.8636354,0.1363254
1809,0.8536919,0.1462678
1810,0.8429611,0.1569972
1811,0.8314117,0.1685454
1812,0.8190208,0.1809349
1813,0.805778,0.1941763
1814,0.7916877,0.2082651
1815,0.7767739,0.2231775
1816,0.7610826,0.2388673
1817,0.7446851,0.2552634
1818,0.7276806,0.2722664
1819,0.7101969,0.2897487
1820,0.6923897,0.3075545
1821,0.6744092,0.3255337
1822,0.6564884,0.3434532
1823,0.6388431,0.3610974
1824,0.6216928,0.3782467
1825,0.6052508,0.3946878
1826,0.5897125,0.4102253
1827,0.5752459,0.4246913
1828,0.5619828,0.4379538
1829,0.5500134,0.4499228
1830,0.5393832,0.4605528
1831,0.5300936,0.4698422
1832,0.522105,0.4778306
1833,0.5153425,0.484593
1834,0.5097024,0.4902331
1835,0.5050597,0.4948758
1836,0.5012754,0.4986601
1837,0.4982029,0.5017325
1838,0.495694,0.5042413
1839,0.4936026,0.5063327
1840,0.4917879,0.5081471
1841,0.490119,0.5098158
1842,0.4884679,0.5114666
1843,0.4867178,0.5132163
1844,0.4847594,0.5151742
1845,0.4824891,0.5174437
1846,0.479808,0.520124
1847,0.4766197,0.5233114
1848,0.472828,0.527102
1849,0.4683353,0.5315933
1850,0.4630403,0.536887
1851,0.4568355,0.5430902
1852,0.4496062,0.5503176
1853,0.4412288,0.5586929
1854,0.4315706,0.5683489
1855,0.420491,0.5794261
1856,0.4078438,0.5920705
1857,0.393484,0.6064273
1858,0.3772766,0.6226314
1859,0.3591115,0.6407931
1860,0.338923,0.6609777
1861,0.3167163,0.6831806
1862,0.2925955,0.7072973
1863,0.2667956,0.7330932
1864,0.2397063,0.7601786
1865,0.2118837,0.7879975
1866,0.1840372,0.8158407
1867,0.1569876,0.8428876
1868,0.1315953,0.8682779
1869,0.1086675,0.8912045
1870,8.89E-02,0.9110064
1871,7.26E-02,0.9272432
1872,6.01E-02,0.939733
1873,5.13E-02,0.9485458
1874,4.59E-02,0.9539627
1875,4.35E-02,0.9564136
1876,4.35E-02,0.9564082
1877,4.54E-02,0.9544765
1878,4.88E-02,0.9511241
1879,5.31E-02,0.9468037
1880,5.80E-02,0.9419019
1881,6.32E-02,0.9367376
1882,6.83E-02,0.9315594
1883,7.33E-02,0.9265603
1884,7.80E-02,0.921883
1885,8.23E-02,0.9176304
1886,8.60E-02,0.9138719
1887,8.93E-02,0.9106516
1888,9.19E-02,0.9079927
1889,9.40E-02,0.9059027
1890,9.55E-02,0.9043766
1891,9.65E-02,0.9033991
1892,9.70E-02,0.902947
1893,9.69E-02,0.902991
1894,9.64E-02,0.903496
1895,9.55E-02,0.9044231
1896,9.42E-02,0.9057295
1897,9.25E-02,0.90737
1898,9.06E-02,0.9092969
1899,8.85E-02,0.9114615
1900,8.61E-02,0.9138144
1901,8.36E-02,0.9163104
1902,8.10E-02,0.9188974
1903,7.84E-02,0.9215286
1904,7.58E-02,0.9241595
1905,7.32E-02,0.9267491
1906,7.07E-02,0.92926
1907,6.83E-02,0.9316595
1908,6.60E-02,0.93392
1909,6.39E-02,0.9360188
1910,6.20E-02,0.9379389
1911,6.02E-02,0.9396686
1912,5.87E-02,0.9412012
1913,5.74E-02,0.9425351
1914,0.0562426,0.943673
1915,5.53E-02,0.9446213
1916,5.45E-02,0.9453903
1917,5.39E-02,0.9459923
1918,5.35E-02,0.946442
1919,5.32E-02,0.9467553
1920,5.30E-02,0.9469492
1921,5.29E-02,0.9470397
1922,5.29E-02,0.947045
1923,5.29E-02,0.9469813
1924,5.31E-02,0.9468641
1925,5.32E-02,0.9467074
1926,5.34E-02,0.9465245
1927,5.36E-02,0.9463269
1928,5.38E-02,0.9461248
1929,5.40E-02,0.9459267
1930,5.42E-02,0.9457399
1931,5.44E-02,0.94557
1932,5.45E-02,0.9454215
1933,5.46E-02,0.9452974
1934,5.47E-02,0.9451996
1935,5.48E-02,0.9451288
1936,5.48E-02,0.9450847
1937,5.49E-02,0.9450659
1938,0.0548526,0.9450703
1939,5.48E-02,0.945095
1940,5.48E-02,0.9451364
1941,5.47E-02,0.9451903
1942,0.0546715,0.945252
1943,5.46E-02,0.9453164
1944,5.45E-02,0.945378
1945,5.45E-02,0.9454314
1946,5.45E-02,0.9454708
1947,5.44E-02,0.9454905
1948,5.44E-02,0.9454851
1949,5.45E-02,0.9454494
1950,5.45E-02,0.9453784
1951,5.47E-02,0.9452678
1952,5.48E-02,0.9451139
1953,5.50E-02,0.9449135
1954,5.53E-02,0.9446645
1955,5.56E-02,0.9443653
1956,5.59E-02,0.9440155
1957,5.63E-02,0.9436156
1958,5.68E-02,0.9431669
1959,5.73E-02,0.942672
1960,5.78E-02,0.9421341
1961,5.84E-02,0.941556
1962,0.0589819,0.9409443
1963,5.96E-02,0.9403052
1964,6.03E-02,0.9396453
1965,6.10E-02,0.9389718
1966,6.16E-02,0.9382925
1967,6.23E-02,0.9376153
1968,6.30E-02,0.9369487
1969,6.36E-02,0.9363007
1970,6.42E-02,0.9356798
1971,6.48E-02,0.9350947
1972,6.54E-02,0.9345526
1973,0.0658676,0.9340606
1974,6.63E-02,0.9336259
1975,6.67E-02,0.9332547
1976,6.70E-02,0.9329526
1977,6.72E-02,0.9327247
1978,0.0673542,0.9325748
1979,6.74E-02,0.9325065
1980,6.74E-02,0.9325222
1981,0.0673065,0.9326229
1982,6.71E-02,0.9328095
1983,0.0668477,0.9330819
1984,6.65E-02,0.9334391
1985,6.61E-02,0.9338793
1986,6.55E-02,0.9344
1987,6.49E-02,0.9349977
1988,6.43E-02,0.9356686
1989,6.35E-02,0.9364077
1990,6.27E-02,0.9372097
1991,6.19E-02,0.9380687
1992,0.0609519,0.9389781
1993,6.00E-02,0.9399311
1994,5.90E-02,0.9409202
1995,5.80E-02,0.9419377
1996,5.70E-02,0.9429757
1997,5.59E-02,0.944026
1998,5.48E-02,0.9450802
1999,5.38E-02,0.9461299
2000,5.28E-02,0.9471666
2001,5.17E-02,0.9481792
2002,5.07E-02,0.9491602
2003,0.0497244,0.9501007
2004,4.88E-02,0.9509926
2005,4.79E-02,0.951828
2006,4.71E-02,0.9525995
2007,4.64E-02,0.9533001
2008,4.57E-02,0.9539236
2009,4.52E-02,0.9544647
2010,4.47E-02,0.9549184
2011,4.43E-02,0.9552811
2012,4.40E-02,0.9555495
2013,4.38E-02,0.9557216
2014,4.36E-02,0.9557961
2015,4.36E-02,0.9557728
2016,4.37E-02,0.9556524
2017,4.39E-02,0.9554363
2018,0.0441796,0.9551272
2019,4.45E-02,0.9547285
2020,4.50E-02,0.9542444
2021,4.55E-02,0.9536799
2022,4.61E-02,0.9530408
2023,4.68E-02,0.9523334
2024,4.75E-02,0.9515648
2025,4.83E-02,0.9507425
2026,0.0491702,0.9498745
2027,5.00E-02,0.9489688
2028,5.09E-02,0.9480339
2029,5.19E-02,0.9470786
2030,5.28E-02,0.9461114
2031,5.37E-02,0.9451409
2032,5.47E-02,0.9441757
2033,5.56E-02,0.9432241
2034,5.65E-02,0.942294
2035,5.74E-02,0.9413933
2036,5.82E-02,0.9405292
2037,5.90E-02,0.9397087
2038,5.97E-02,0.938938
2039,6.04E-02,0.938223
2040,6.10E-02,0.937569
2041,6.16E-02,0.9369805
2042,6.21E-02,0.9364619
2043,6.25E-02,0.9360162
2044,6.28E-02,0.9356464
2045,6.31E-02,0.9353546
2046,6.33E-02,0.9351421
2047,6.34E-02,0.9350099
2048,6.34E-02,0.934958
2049,6.34E-02,0.9349862
2050,6.32E-02,0.9350932
2051,0.063002,0.9352774
2052,6.27E-02,0.9355367
2053,6.23E-02,0.9358682
2054,6.19E-02,0.9362687
2055,6.14E-02,0.9367344
2056,6.09E-02,0.9372612
2057,6.02E-02,0.9378445
2058,5.96E-02,0.938479
2059,5.89E-02,0.9391581
2060,5.81E-02,0.9398775
2061,5.73E-02,0.9406312
2062,5.65E-02,0.9414132
2063,5.57E-02,0.9422171
2064,5.48E-02,0.9430366
2065,5.40E-02,0.9438651
2066,5.31E-02,0.9446961
2067,5.22E-02,0.9455231
2068,5.14E-02,0.9463398
2069,5.06E-02,0.9471398
2070,4.98E-02,0.9479169
2071,4.90E-02,0.9486653
2072,4.82E-02,0.9493794
2073,4.75E-02,0.9500538
2074,4.69E-02,0.9506834
2075,4.62E-02,0.9512638
2076,4.57E-02,0.9517909
2077,4.52E-02,0.952261
2078,4.47E-02,0.9526708
2079,4.44E-02,0.9530177
2080,4.41E-02,0.9532996
2081,4.38E-02,0.9535151
2082,4.36E-02,0.953663
2083,0.0435175,0.953743
2084,4.35E-02,0.9537553
2085,4.35E-02,0.9537005
2086,4.36E-02,0.95358
2087,0.0437475,0.9533955
2088,4.40E-02,0.9531494
2089,4.42E-02,0.9528445
2090,4.46E-02,0.952484
2091,4.50E-02,0.9520714
2092,4.54E-02,0.951611
2093,4.59E-02,0.951107
2094,0.0463847,0.9505641
2095,4.69E-02,0.9499872
2096,4.75E-02,0.9493812
2097,4.81E-02,0.9487516
2098,4.87E-02,0.9481034
2099,4.94E-02,0.9474423
2100,5.00E-02,0.9467735
2101,0.0506637,0.9461023
2102,5.13E-02,0.9454341
2103,5.19E-02,0.944774
2104,5.26E-02,0.944127
2105,5.32E-02,0.9434979
2106,5.37E-02,0.9428913
2107,5.43E-02,0.9423116
2108,5.48E-02,0.9417628
2109,0.0553131,0.9412488
2110,5.58E-02,0.9407728
2111,5.62E-02,0.9403382
2112,5.65E-02,0.9399477
2113,5.69E-02,0.9396036
2114,5.71E-02,0.9393081
2115,5.73E-02,0.9390628
2116,5.75E-02,0.938869
2117,5.76E-02,0.9387277
2118,5.77E-02,0.9386394
2119,5.77E-02,0.9386043
2120,5.76E-02,0.9386222
2121,5.75E-02,0.9386925
2122,5.74E-02,0.9388144
2123,5.72E-02,0.9389866
2124,5.69E-02,0.9392076
2125,5.67E-02,0.9394755
2126,5.63E-02,0.939788
2127,5.59E-02,0.9401429
2128,5.55E-02,0.9405372
2129,5.50E-02,0.9409682
2130,5.45E-02,0.9414326
2131,5.40E-02,0.941927
2132,0.0534733,0.942448
2133,0.0528993,0.9429917
2134,5.23E-02,0.9435543
2135,5.17E-02,0.9441321
2136,5.11E-02,0.9447209
2137,0.050452,0.9453168
2138,4.98E-02,0.9459156
2139,4.92E-02,0.9465135
2140,4.86E-02,0.9471062
2141,4.80E-02,0.94769
2142,4.74E-02,0.9482608
2143,4.68E-02,0.9488152
2144,0.0462051,0.9493495
2145,4.57E-02,0.9498602
2146,4.51E-02,0.9503443
2147,4.47E-02,0.9507986
2148,4.42E-02,0.9512205
2149,4.38E-02,0.9516074
2150,4.34E-02,0.9519572
2151,4.31E-02,0.9522679
2152,4.28E-02,0.9525379
2153,0.0425233,0.9527659
2154,4.23E-02,0.952952
2155,4.21E-02,0.9530943
2156,4.20E-02,0.9531925
2157,4.19E-02,0.9532467
2158,4.19E-02,0.953257
2159,4.19E-02,0.9532239
2160,4.19E-02,0.9531485
2161,4.20E-02,0.9530319
2162,4.22E-02,0.9528755
2163,4.23E-02,0.952681
2164,4.25E-02,0.9524505
2165,4.28E-02,0.952186
2166,4.31E-02,0.9518899
2167,4.34E-02,0.951565
2168,0.0436839,0.9512137
2169,4.40E-02,0.9508392
2170,4.44E-02,0.9504442
2171,4.48E-02,0.9500319
2172,4.52E-02,0.9496055
2173,4.56E-02,0.9491681
2174,4.60E-02,0.948723
2175,4.65E-02,0.9482732
2176,4.69E-02,0.9478221
2177,4.73E-02,0.9473727
2178,4.77E-02,0.9469281
2179,4.82E-02,0.9464912
2180,4.86E-02,0.9460651
2181,4.89E-02,0.9456524
2182,4.93E-02,0.9452556
2183,4.97E-02,0.9448774
2184,5.00E-02,0.94452
2185,5.03E-02,0.9441855
2186,5.06E-02,0.943876
2187,5.09E-02,0.943593
2188,5.11E-02,0.9433383
2189,5.13E-02,0.9431131
2190,5.15E-02,0.9429186
2191,5.16E-02,0.9427558
2192,5.17E-02,0.9426252
2193,5.18E-02,0.9425275
2194,5.18E-02,0.9424628
2195,5.18E-02,0.9424313
2196,5.18E-02,0.9424328
2197,0.0517458,0.9424669
2198,0.051654,0.942533
2199,5.15E-02,0.9426303
2200,5.14E-02,0.942758
2201,5.12E-02,0.9429147
2202,5.10E-02,0.9430993
2203,5.07E-02,0.9433102
2204,5.05E-02,0.9435457
2205,5.02E-02,0.9438041
2206,4.99E-02,0.9440833
2207,4.96E-02,0.9443815
2208,4.92E-02,0.9446962
2209,4.89E-02,0.9450254
2210,4.85E-02,0.9453666
2211,4.81E-02,0.9457175
2212,4.77E-02,0.9460755
2213,4.73E-02,0.9464382
2214,4.69E-02,0.946803
2215,4.66E-02,0.9471675
2216,4.62E-02,0.9475291
2217,4.58E-02,0.9478853
2218,4.54E-02,0.9482337
2219,4.50E-02,0.948572
2220,4.47E-02,0.9488977
2221,4.44E-02,0.9492087
2222,4.40E-02,0.9495028
2223,4.37E-02,0.9497782
2224,4.34E-02,0.9500328
2225,4.32E-02,0.950265
2226,4.30E-02,0.9504731
2227,0.0427429,0.9506559
2228,4.26E-02,0.9508119
2229,4.24E-02,0.9509401
2230,4.23E-02,0.9510397
2231,4.22E-02,0.9511099
2232,4.21E-02,0.9511501
2233,4.21E-02,0.9511602
2234,4.21E-02,0.9511398
2235,4.21E-02,0.9510891
2236,4.22E-02,0.9510083
2237,4.23E-02,0.9508978
2238,4.24E-02,0.9507582
2239,4.25E-02,0.9505904
2240,4.27E-02,0.950395
2241,4.29E-02,0.9501736
2242,4.31E-02,0.949927
2243,4.34E-02,0.9496567
2244,4.36E-02,0.9493644
2245,4.39E-02,0.9490516
2246,4.42E-02,0.9487199
2247,0.0445591,0.9483714
2248,4.49E-02,0.9480079
2249,4.53E-02,0.9476314
2250,0.0456241,0.9472439
2251,4.60E-02,0.9468474
2252,4.64E-02,0.9464443
2253,4.68E-02,0.9460365
2254,4.72E-02,0.9456261
2255,4.75E-02,0.9452154
2256,4.79E-02,0.9448064
2257,4.83E-02,0.9444013
2258,4.87E-02,0.9440019
2259,4.91E-02,0.9436104
2260,4.94E-02,0.9432287
2261,4.98E-02,0.9428586
2262,5.01E-02,0.9425019
2263,5.04E-02,0.9421602
2264,5.07E-02,0.9418352
2265,5.10E-02,0.9415283
2266,5.13E-02,0.9412409
2267,5.15E-02,0.9409742
2268,5.18E-02,0.9407294
2269,5.20E-02,0.9405076
2270,5.21E-02,0.9403095
2271,5.23E-02,0.9401359
2272,5.24E-02,0.9399874
2273,5.25E-02,0.9398646
2274,0.0525869,0.9397677
2275,5.26E-02,0.9396969
2276,5.27E-02,0.9396523
2277,5.26E-02,0.9396339
2278,5.26E-02,0.9396414
2279,5.26E-02,0.9396746
2280,5.25E-02,0.9397328
2281,5.24E-02,0.9398156
2282,5.22E-02,0.9399222
2283,5.21E-02,0.9400517
2284,5.19E-02,0.9402034
2285,5.17E-02,0.9403759
2286,5.15E-02,0.9405683
2287,5.12E-02,0.9407793
2288,5.10E-02,0.9410076
2289,5.07E-02,0.9412516
2290,0.0504363,0.94151
2291,5.01E-02,0.9417812
2292,4.98E-02,0.9420636
2293,4.95E-02,0.9423555
2294,4.92E-02,0.9426553
2295,4.88E-02,0.9429612
2296,4.85E-02,0.9432715
2297,4.82E-02,0.9435845
2298,4.78E-02,0.9438984
2299,4.75E-02,0.9442116
2300,4.72E-02,0.9445223
2301,4.68E-02,0.9448288
2302,4.65E-02,0.9451296
2303,4.62E-02,0.945423
2304,4.59E-02,0.9457075
2305,4.56E-02,0.9459817
2306,4.53E-02,0.9462442
2307,4.50E-02,0.9464937
2308,0.0447327,0.9467289
2309,4.45E-02,0.9469488
2310,4.43E-02,0.9471523
2311,4.40E-02,0.9473385
2312,4.39E-02,0.9475067
2313,4.37E-02,0.947656
2314,4.35E-02,0.947786
2315,4.34E-02,0.9478961
2316,4.33E-02,0.947986
2317,4.32E-02,0.9480555
2318,4.31E-02,0.9481044
2319,4.31E-02,0.9481328
2320,4.30E-02,0.9481406
2321,4.30E-02,0.9481283
2322,4.30E-02,0.948096
2323,4.31E-02,0.9480443
2324,4.31E-02,0.9479737
2325,0.0431782,0.9478846
2326,4.33E-02,0.9477781
2327,4.34E-02,0.9476547
2328,4.35E-02,0.9475154
2329,4.36E-02,0.9473611
2330,4.38E-02,0.9471928
2331,4.39E-02,0.9470116
2332,4.41E-02,0.9468186
2333,4.43E-02,0.946615
2334,4.45E-02,0.946402
2335,4.47E-02,0.9461808
2336,4.49E-02,0.9459526
2337,4.51E-02,0.9457188
2338,4.53E-02,0.9454805
2339,4.55E-02,0.9452391
2340,4.58E-02,0.9449959
2341,4.60E-02,0.944752
2342,4.62E-02,0.9445089
2343,4.64E-02,0.9442676
2344,4.67E-02,0.9440294
2345,4.69E-02,0.9437954
2346,4.71E-02,0.9435667
2347,4.73E-02,0.9433445
2348,0.0474852,0.9431297
2349,4.77E-02,0.9429232
2350,4.78E-02,0.9427261
2351,4.80E-02,0.9425392
2352,4.82E-02,0.9423632
2353,4.83E-02,0.9421988
2354,4.84E-02,0.9420467
2355,0.048568,0.9419075
2356,4.87E-02,0.9417816
2357,4.88E-02,0.9416695
2358,4.88E-02,0.9415714
2359,4.89E-02,0.9414877
2360,4.90E-02,0.9414185
2361,4.90E-02,0.941364
2362,4.90E-02,0.9413241
2363,0.0490058,0.9412988
2364,4.90E-02,0.9412879
2365,4.90E-02,0.9412912
2366,0.0489286,0.9413084
2367,4.89E-02,0.9413391
2368,4.88E-02,0.9413829
2369,4.87E-02,0.9414393
2370,4.86E-02,0.9415076
2371,4.85E-02,0.9415872
2372,4.84E-02,0.9416775
2373,4.83E-02,0.9417775
2374,4.82E-02,0.9418865
2375,4.80E-02,0.9420038
2376,4.79E-02,0.9421282
2377,4.77E-02,0.9422588
2378,4.76E-02,0.9423948
2379,4.74E-02,0.942535
2380,4.72E-02,0.9426784
2381,0.0470527,0.9428239
2382,4.69E-02,0.9429706
2383,4.67E-02,0.9431172
2384,4.65E-02,0.9432628
2385,4.64E-02,0.9434062
2386,0.0462065,0.9435464
2387,4.60E-02,0.9436824
2388,4.59E-02,0.9438131
2389,4.57E-02,0.9439376
2390,4.56E-02,0.9440549
2391,4.55E-02,0.944164
2392,4.53E-02,0.9442642
2393,4.52E-02,0.9443545
2394,4.51E-02,0.9444342
2395,4.50E-02,0.9445027
2396,4.50E-02,0.9445592
2397,4.49E-02,0.9446031
2398,4.48E-02,0.944634
2399,4.48E-02,0.9446513
