Preliminary design data,,
2161,,
Wavelength (nm),%R,%T
1825,0.9987042,2.16E-08
1826,0.998724,1.89E-08
1827,0.998743,1.66E-08
1828,0.9987616,1.46E-08
1829,0.9987795,1.29E-08
1830,0.9987969,1.14E-08
1831,0.9988139,1.01E-08
1832,0.9988303,8.91E-09
1833,0.9988463,7.89E-09
1834,0.9988617,7.00E-09
1835,0.9988769,6.22E-09
1836,0.9988915,5.53E-09
1837,0.9989058,4.93E-09
1838,0.9989197,4.39E-09
1839,0.998933,3.92E-09
1840,0.9989461,3.51E-09
1841,0.9989589,3.14E-09
1842,0.9989714,2.81E-09
1843,0.9989834,2.52E-09
1844,0.9989953,2.26E-09
1845,0.9990067,2.03E-09
1846,0.999018,1.83E-09
1847,0.9990289,1.65E-09
1848,0.9990394,1.49E-09
1849,0.9990498,1.34E-09
1850,0.9990599,1.21E-09
1851,0.9990698,1.10E-09
1852,0.9990794,9.93E-10
1853,0.9990888,8.99E-10
1854,0.9990979,8.16E-10
1855,0.9991069,7.41E-10
1856,0.9991156,6.73E-10
1857,0.9991242,6.13E-10
1858,0.9991325,5.58E-10
1859,0.9991406,5.08E-10
1860,0.9991486,4.64E-10
1861,0.9991564,4.23E-10
1862,0.9991639,3.87E-10
1863,0.9991714,3.54E-10
1864,0.9991786,3.24E-10
1865,0.9991857,2.97E-10
1866,0.9991926,2.72E-10
1867,0.9991994,2.50E-10
1868,0.9992061,2.30E-10
1869,0.9992126,2.11E-10
1870,0.9992189,1.94E-10
1871,0.9992251,1.79E-10
1872,0.9992312,1.65E-10
1873,0.9992372,1.52E-10
1874,0.999243,1.40E-10
1875,0.9992487,1.30E-10
1876,0.9992543,1.20E-10
1877,0.9992598,1.11E-10
1878,0.9992651,1.03E-10
1879,0.9992704,9.50E-11
1880,0.9992756,8.81E-11
1881,0.9992806,8.17E-11
1882,0.9992855,7.59E-11
1883,0.9992905,7.05E-11
1884,0.9992951,6.56E-11
1885,0.9992998,6.10E-11
1886,0.9993044,5.68E-11
1887,0.9993088,5.29E-11
1888,0.9993132,4.94E-11
1889,0.9993176,4.61E-11
1890,0.9993218,4.30E-11
1891,0.9993259,4.02E-11
1892,0.99933,3.76E-11
1893,0.9993339,3.51E-11
1894,0.9993378,3.29E-11
1895,0.9993417,3.08E-11
1896,0.9993455,2.89E-11
1897,0.9993491,2.71E-11
1898,0.9993528,2.54E-11
1899,0.9993563,2.39E-11
1900,0.9993598,2.24E-11
1901,0.9993633,2.11E-11
1902,0.9993666,1.99E-11
1903,0.99937,1.87E-11
1904,0.9993732,1.76E-11
1905,0.9993764,1.66E-11
1906,0.9993795,1.56E-11
1907,0.9993826,1.48E-11
1908,0.9993857,1.39E-11
1909,0.9993886,1.32E-11
1910,0.9993915,1.25E-11
1911,0.9993943,1.18E-11
1912,0.9993972,1.11E-11
1913,0.9993999,1.06E-11
1914,0.9994026,1.00E-11
1915,0.9994053,9.48E-12
1916,0.999408,8.99E-12
1917,0.9994105,8.53E-12
1918,0.9994131,8.10E-12
1919,0.9994155,7.70E-12
1920,0.999418,7.32E-12
1921,0.9994203,6.96E-12
1922,0.9994228,6.62E-12
1923,0.9994251,6.30E-12
1924,0.9994274,6.00E-12
1925,0.9994297,5.72E-12
1926,0.9994318,5.46E-12
1927,0.9994339,5.21E-12
1928,0.9994361,4.97E-12
1929,0.9994382,4.74E-12
1930,0.9994403,4.53E-12
1931,0.9994423,4.33E-12
1932,0.9994444,4.15E-12
1933,0.9994463,3.97E-12
1934,0.9994482,3.80E-12
1935,0.9994501,3.64E-12
1936,0.999452,3.49E-12
1937,0.9994538,3.34E-12
1938,0.9994556,3.21E-12
1939,0.9994574,3.08E-12
1940,0.9994591,2.95E-12
1941,0.9994609,2.84E-12
1942,0.9994625,2.73E-12
1943,0.9994643,2.62E-12
1944,0.9994658,2.52E-12
1945,0.9994676,2.43E-12
1946,0.9994691,2.34E-12
1947,0.9994706,2.25E-12
1948,0.9994722,2.17E-12
1949,0.9994737,2.09E-12
1950,0.9994752,2.02E-12
1951,0.9994766,1.95E-12
1952,0.999478,1.88E-12
1953,0.9994795,1.82E-12
1954,0.9994808,1.76E-12
1955,0.9994822,1.70E-12
1956,0.9994836,1.64E-12
1957,0.9994849,1.59E-12
1958,0.9994862,1.54E-12
1959,0.9994875,1.49E-12
1960,0.9994888,1.44E-12
1961,0.99949,1.40E-12
1962,0.9994913,1.36E-12
1963,0.9994924,1.32E-12
1964,0.9994937,1.28E-12
1965,0.9994949,1.24E-12
1966,0.999496,1.20E-12
1967,0.9994971,1.17E-12
1968,0.9994982,1.14E-12
1969,0.9994994,1.11E-12
1970,0.9995004,1.08E-12
1971,0.9995015,1.05E-12
1972,0.9995025,1.02E-12
1973,0.9995035,9.95E-13
1974,0.9995045,9.69E-13
1975,0.9995055,9.45E-13
1976,0.9995065,9.22E-13
1977,0.9995075,8.99E-13
1978,0.9995084,8.78E-13
1979,0.9995093,8.57E-13
1980,0.9995103,8.37E-13
1981,0.9995112,8.18E-13
1982,0.9995121,8.00E-13
1983,0.9995129,7.83E-13
1984,0.9995139,7.66E-13
1985,0.9995146,7.49E-13
1986,0.9995155,7.34E-13
1987,0.9995164,7.19E-13
1988,0.9995171,7.05E-13
1989,0.9995179,6.91E-13
1990,0.9995186,6.77E-13
1991,0.9995195,6.65E-13
1992,0.9995202,6.52E-13
1993,0.999521,6.40E-13
1994,0.9995217,6.29E-13
1995,0.9995223,6.18E-13
1996,0.9995231,6.07E-13
1997,0.9995238,5.97E-13
1998,0.9995245,5.88E-13
1999,0.9995251,5.78E-13
2000,0.9995259,5.69E-13
2001,0.9995269,5.60E-13
2002,0.9995277,5.52E-13
2003,0.9995286,5.44E-13
2004,0.9995295,5.36E-13
2005,0.9995305,5.28E-13
2006,0.9995314,5.21E-13
2007,0.9995323,5.14E-13
2008,0.9995333,5.08E-13
2009,0.9995341,5.01E-13
2010,0.9995349,4.95E-13
2011,0.9995358,4.89E-13
2012,0.9995366,4.83E-13
2013,0.9995375,4.78E-13
2014,0.9995383,4.73E-13
2015,0.999539,4.68E-13
2016,0.9995399,4.63E-13
2017,0.9995406,4.59E-13
2018,0.9995415,4.54E-13
2019,0.9995422,4.50E-13
2020,0.999543,4.46E-13
2021,0.9995437,4.42E-13
2022,0.9995446,4.39E-13
2023,0.9995452,4.35E-13
2024,0.999546,4.32E-13
2025,0.9995466,4.29E-13
2026,0.9995474,4.26E-13
2027,0.9995481,4.23E-13
2028,0.9995489,4.21E-13
2029,0.9995494,4.18E-13
2030,0.9995502,4.16E-13
2031,0.9995508,4.14E-13
2032,0.9995515,4.12E-13
2033,0.9995521,4.10E-13
2034,0.9995528,4.08E-13
2035,0.9995535,4.07E-13
2036,0.9995542,4.05E-13
2037,0.9995548,4.04E-13
2038,0.9995553,4.03E-13
2039,0.9995559,4.02E-13
2040,0.9995567,4.01E-13
2041,0.9995571,4.01E-13
2042,0.9995577,4.00E-13
2043,0.9995584,4.00E-13
2044,0.9995589,3.99E-13
2045,0.9995595,3.99E-13
2046,0.9995601,3.99E-13
2047,0.9995606,3.99E-13
2048,0.9995612,3.99E-13
2049,0.9995617,4.00E-13
2050,0.9995623,4.00E-13
2051,0.9995629,4.01E-13
2052,0.9995633,4.02E-13
2053,0.9995638,4.03E-13
2054,0.9995644,4.04E-13
2055,0.9995649,4.05E-13
2056,0.9995654,4.06E-13
2057,0.9995659,4.07E-13
2058,0.9995665,4.09E-13
2059,0.9995669,4.11E-13
2060,0.9995674,4.13E-13
2061,0.9995679,4.15E-13
2062,0.9995683,4.17E-13
2063,0.9995688,4.19E-13
2064,0.9995693,4.22E-13
2065,0.9995697,4.24E-13
2066,0.9995701,4.27E-13
2067,0.9995706,4.30E-13
2068,0.999571,4.33E-13
2069,0.9995715,4.36E-13
2070,0.9995719,4.40E-13
2071,0.9995724,4.43E-13
2072,0.9995728,4.47E-13
2073,0.9995732,4.51E-13
2074,0.9995736,4.55E-13
2075,0.999574,4.59E-13
2076,0.9995744,4.64E-13
2077,0.9995748,4.68E-13
2078,0.9995753,4.73E-13
2079,0.9995756,4.78E-13
2080,0.999576,4.84E-13
2081,0.9995763,4.89E-13
2082,0.9995767,4.95E-13
2083,0.999577,5.01E-13
2084,0.9995775,5.07E-13
2085,0.9995779,5.14E-13
2086,0.9995782,5.21E-13
2087,0.9995785,5.28E-13
2088,0.9995789,5.35E-13
2089,0.9995793,5.42E-13
2090,0.9995795,5.50E-13
2091,0.9995799,5.58E-13
2092,0.9995803,5.67E-13
2093,0.9995806,5.76E-13
2094,0.999581,5.85E-13
2095,0.9995812,5.94E-13
2096,0.9995816,6.04E-13
2097,0.9995819,6.14E-13
2098,0.9995822,6.24E-13
2099,0.9995825,6.35E-13
2100,0.9995828,6.47E-13
2101,0.9995831,6.58E-13
2102,0.9995834,6.70E-13
2103,0.9995835,6.83E-13
2104,0.9995838,6.96E-13
2105,0.9995841,7.09E-13
2106,0.9995844,7.23E-13
2107,0.9995846,7.38E-13
2108,0.9995849,7.53E-13
2109,0.999585,7.69E-13
2110,0.9995853,7.85E-13
2111,0.9995855,8.02E-13
2112,0.9995858,8.19E-13
2113,0.9995859,8.37E-13
2114,0.9995862,8.56E-13
2115,0.9995865,8.76E-13
2116,0.9995866,8.96E-13
2117,0.9995868,9.17E-13
2118,0.9995871,9.39E-13
2119,0.9995872,9.61E-13
2120,0.9995874,9.85E-13
2121,0.9995877,1.01E-12
2122,0.9995878,1.04E-12
2123,0.999588,1.06E-12
2124,0.9995883,1.09E-12
2125,0.9995884,1.12E-12
2126,0.9995886,1.15E-12
2127,0.9995887,1.18E-12
2128,0.999589,1.21E-12
2129,0.9995891,1.24E-12
2130,0.9995893,1.28E-12
2131,0.9995894,1.32E-12
2132,0.9995896,1.35E-12
2133,0.9995898,1.39E-12
2134,0.99959,1.43E-12
2135,0.99959,1.48E-12
2136,0.9995903,1.52E-12
2137,0.9995904,1.57E-12
2138,0.9995906,1.62E-12
2139,0.9995907,1.67E-12
2140,0.9995908,1.72E-12
2141,0.999591,1.77E-12
2142,0.9995911,1.83E-12
2143,0.9995913,1.89E-12
2144,0.9995915,1.96E-12
2145,0.9995915,2.02E-12
2146,0.9995917,2.09E-12
2147,0.9995919,2.16E-12
2148,0.9995919,2.24E-12
2149,0.9995921,2.31E-12
2150,0.9995922,2.40E-12
2151,0.9995922,2.48E-12
2152,0.9995924,2.57E-12
2153,0.9995925,2.66E-12
2154,0.9995926,2.76E-12
2155,0.9995928,2.86E-12
2156,0.9995928,2.97E-12
2157,0.999593,3.09E-12
2158,0.9995931,3.20E-12
2159,0.9995932,3.33E-12
2160,0.9995933,3.46E-12
2161,0.9995934,3.59E-12
2162,0.9995935,3.74E-12
2163,0.9995936,3.89E-12
2164,0.9995937,4.05E-12
2165,0.9995938,4.21E-12
2166,0.9995938,4.39E-12
2167,0.9995939,4.57E-12
2168,0.9995941,4.76E-12
2169,0.9995941,4.97E-12
2170,0.9995942,5.18E-12
2171,0.9995943,5.41E-12
2172,0.9995943,5.64E-12
2173,0.9995944,5.89E-12
2174,0.9995945,6.16E-12
2175,0.9995946,6.43E-12
2176,0.9995947,6.73E-12
2177,0.9995947,7.04E-12
2178,0.9995947,7.36E-12
2179,0.9995948,7.71E-12
2180,0.9995948,8.07E-12
2181,0.9995949,8.46E-12
2182,0.999595,8.86E-12
2183,0.999595,9.29E-12
2184,0.9995951,9.75E-12
2185,0.9995951,1.02E-11
2186,0.9995952,1.07E-11
2187,0.9995952,1.13E-11
2188,0.9995953,1.19E-11
2189,0.9995953,1.25E-11
2190,0.9995954,1.31E-11
2191,0.9995954,1.38E-11
2192,0.9995955,1.45E-11
2193,0.9995955,1.53E-11
2194,0.9995955,1.61E-11
2195,0.9995955,1.70E-11
2196,0.9995955,1.79E-11
2197,0.9995955,1.89E-11
2198,0.9995956,2.00E-11
2199,0.9995956,2.11E-11
2200,0.9995958,2.23E-11
2201,0.9995958,2.36E-11
2202,0.9995958,2.50E-11
2203,0.9995958,2.65E-11
2204,0.9995958,2.81E-11
2205,0.9995958,2.97E-11
2206,0.9995958,3.16E-11
2207,0.9995958,3.35E-11
2208,0.9995958,3.56E-11
2209,0.9995958,3.78E-11
2210,0.9995958,4.03E-11
2211,0.9995958,4.29E-11
2212,0.9995958,4.57E-11
2213,0.9995958,4.87E-11
2214,0.9995958,5.20E-11
2215,0.9995958,5.55E-11
2216,0.9995958,5.93E-11
2217,0.9995958,6.35E-11
2218,0.9995958,6.80E-11
2219,0.9995956,7.29E-11
2220,0.9995956,7.82E-11
2221,0.9995955,8.40E-11
2222,0.9995955,9.04E-11
2223,0.9995955,9.73E-11
2224,0.9995955,1.05E-10
2225,0.9995955,1.13E-10
2226,0.9995955,1.22E-10
2227,0.9995955,1.32E-10
2228,0.9995955,1.44E-10
2229,0.9995955,1.56E-10
2230,0.9995954,1.69E-10
2231,0.9995954,1.85E-10
2232,0.9995953,2.01E-10
2233,0.9995952,2.20E-10
2234,0.9995952,2.41E-10
2235,0.9995952,2.65E-10
2236,0.9995951,2.92E-10
2237,0.999595,3.22E-10
2238,0.999595,3.56E-10
2239,0.999595,3.95E-10
2240,0.9995949,4.40E-10
2241,0.9995949,4.91E-10
2242,0.9995949,5.50E-10
2243,0.9995948,6.19E-10
2244,0.9995948,6.99E-10
2245,0.9995947,7.94E-10
2246,0.9995947,9.05E-10
2247,0.9995946,1.04E-09
2248,0.9995945,1.20E-09
2249,0.9995944,1.39E-09
2250,0.9995944,1.63E-09
2251,0.9995944,1.92E-09
2252,0.9995943,2.29E-09
2253,0.9995942,2.77E-09
2254,0.9995941,3.37E-09
2255,0.999594,4.18E-09
2256,0.999594,5.25E-09
2257,0.9995939,6.73E-09
2258,0.9995939,8.82E-09
2259,0.9995937,1.18E-08
2260,0.9995937,1.62E-08
2261,0.9995937,2.28E-08
2262,0.9995936,3.21E-08
2263,0.9995934,4.37E-08
2264,0.9995934,5.38E-08
2265,0.9995933,5.66E-08
2266,0.9995931,5.04E-08
2267,0.9995931,4.02E-08
2268,0.9995931,3.07E-08
2269,0.999593,2.34E-08
2270,0.9995928,1.82E-08
2271,0.9995928,1.45E-08
2272,0.9995927,1.18E-08
2273,0.9995927,9.89E-09
2274,0.9995925,8.42E-09
2275,0.9995924,7.29E-09
2276,0.9995924,6.40E-09
2277,0.9995922,5.70E-09
2278,0.9995922,5.14E-09
2279,0.9995921,4.67E-09
2280,0.9995919,4.29E-09
2281,0.9995918,3.97E-09
2282,0.9995918,3.70E-09
2283,0.9995916,3.48E-09
2284,0.9995915,3.29E-09
2285,0.9995914,3.13E-09
2286,0.9995914,2.99E-09
2287,0.9995912,2.87E-09
2288,0.9995911,2.77E-09
2289,0.9995909,2.69E-09
2290,0.9995909,2.61E-09
2291,0.9995908,2.56E-09
2292,0.9995906,2.51E-09
2293,0.9995905,2.47E-09
2294,0.9995903,2.45E-09
2295,0.9995903,2.43E-09
2296,0.9995902,2.42E-09
2297,0.99959,2.42E-09
2298,0.9995899,2.42E-09
2299,0.9995897,2.44E-09
2300,0.9995896,2.46E-09
2301,0.9995896,2.50E-09
2302,0.9995895,2.54E-09
2303,0.9995893,2.59E-09
2304,0.9995893,2.65E-09
2305,0.9995891,2.73E-09
2306,0.999589,2.81E-09
2307,0.999589,2.91E-09
2308,0.9995888,3.03E-09
2309,0.9995888,3.16E-09
2310,0.9995887,3.32E-09
2311,0.9995885,3.49E-09
2312,0.9995884,3.70E-09
2313,0.9995883,3.94E-09
2314,0.9995883,4.21E-09
2315,0.9995881,4.54E-09
2316,0.999588,4.91E-09
2317,0.9995879,5.36E-09
2318,0.9995878,5.89E-09
2319,0.9995877,6.54E-09
2320,0.9995875,7.32E-09
2321,0.9995875,8.28E-09
2322,0.9995872,9.47E-09
2323,0.9995872,1.10E-08
2324,0.9995871,1.30E-08
2325,0.9995869,1.56E-08
2326,0.9995868,1.91E-08
2327,0.9995867,2.39E-08
2328,0.9995865,3.09E-08
2329,0.9995865,4.11E-08
2330,0.9995863,5.62E-08
2331,0.9995861,7.75E-08
2332,0.999586,1.03E-07
2333,0.9995857,1.21E-07
2334,0.9995857,1.19E-07
2335,0.9995856,9.62E-08
2336,0.9995854,6.98E-08
2337,0.9995854,4.90E-08
2338,0.9995852,3.49E-08
2339,0.9995851,2.55E-08
2340,0.999585,1.92E-08
2341,0.9995848,1.48E-08
2342,0.9995847,1.18E-08
2343,0.9995846,9.50E-09
2344,0.9995844,7.82E-09
2345,0.9995843,6.53E-09
2346,0.9995841,5.53E-09
2347,0.999584,4.74E-09
2348,0.9995838,4.10E-09
2349,0.9995836,3.58E-09
2350,0.9995835,3.15E-09
2351,0.9995833,2.79E-09
2352,0.9995832,2.49E-09
2353,0.999583,2.24E-09
2354,0.9995829,2.02E-09
2355,0.9995828,1.83E-09
2356,0.9995826,1.67E-09
2357,0.9995824,1.52E-09
2358,0.9995822,1.40E-09
2359,0.9995821,1.29E-09
2360,0.9995819,1.19E-09
2361,0.9995818,1.11E-09
2362,0.9995816,1.03E-09
2363,0.9995815,9.63E-10
2364,0.9995812,9.02E-10
2365,0.999581,8.46E-10
2366,0.9995809,7.96E-10
2367,0.9995807,7.50E-10
2368,0.9995805,7.09E-10
2369,0.9995803,6.71E-10
2370,0.9995801,6.37E-10
2371,0.99958,6.05E-10
2372,0.9995798,5.76E-10
2373,0.9995797,5.50E-10
2374,0.9995794,5.26E-10
2375,0.9995793,5.03E-10
2376,0.9995791,4.82E-10
2377,0.9995788,4.63E-10
2378,0.9995787,4.45E-10
2379,0.9995785,4.29E-10
2380,0.9995784,4.13E-10
2381,0.9995781,3.99E-10
2382,0.9995779,3.86E-10
2383,0.9995778,3.73E-10
2384,0.9995775,3.62E-10
2385,0.9995773,3.51E-10
2386,0.9995772,3.41E-10
2387,0.999577,3.32E-10
2388,0.9995767,3.23E-10
2389,0.9995766,3.15E-10
2390,0.9995764,3.07E-10
2391,0.9995762,3.00E-10
2392,0.999576,2.93E-10
2393,0.9995757,2.87E-10
2394,0.9995756,2.81E-10
2395,0.9995753,2.76E-10
2396,0.9995751,2.71E-10
2397,0.9995749,2.66E-10
2398,0.9995747,2.62E-10
2399,0.9995745,2.58E-10
2400,0.9995743,2.54E-10
2401,0.9995741,2.51E-10
2402,0.9995739,2.47E-10
2403,0.9995736,2.44E-10
2404,0.9995733,2.42E-10
2405,0.9995732,2.39E-10
2406,0.9995729,2.37E-10
2407,0.9995728,2.35E-10
2408,0.9995725,2.33E-10
2409,0.9995723,2.31E-10
2410,0.9995721,2.30E-10
2411,0.9995719,2.29E-10
2412,0.9995716,2.28E-10
2413,0.9995714,2.27E-10
2414,0.9995711,2.26E-10
2415,0.999571,2.26E-10
2416,0.9995708,2.26E-10
2417,0.9995705,2.26E-10
2418,0.9995703,2.26E-10
2419,0.99957,2.26E-10
2420,0.9995698,2.27E-10
2421,0.9995695,2.27E-10
2422,0.9995693,2.28E-10
2423,0.9995691,2.29E-10
2424,0.9995688,2.30E-10
2425,0.9995686,2.32E-10
2426,0.9995683,2.33E-10
2427,0.9995682,2.35E-10
2428,0.999568,2.37E-10
2429,0.9995677,2.40E-10
2430,0.9995673,2.42E-10
2431,0.9995672,2.45E-10
2432,0.9995669,2.48E-10
2433,0.9995666,2.51E-10
2434,0.9995664,2.55E-10
2435,0.9995661,2.59E-10
2436,0.9995658,2.63E-10
2437,0.9995656,2.67E-10
2438,0.9995654,2.72E-10
2439,0.9995652,2.77E-10
2440,0.9995649,2.82E-10
2441,0.9995646,2.88E-10
2442,0.9995642,2.95E-10
2443,0.9995641,3.01E-10
2444,0.9995637,3.09E-10
2445,0.9995635,3.16E-10
2446,0.9995633,3.25E-10
2447,0.999563,3.33E-10
2448,0.9995627,3.43E-10
2449,0.9995624,3.53E-10
2450,0.9995621,3.64E-10
2451,0.9995618,3.76E-10
2452,0.9995615,3.88E-10
2453,0.9995613,4.02E-10
2454,0.999561,4.17E-10
2455,0.9995607,4.32E-10
2456,0.9995605,4.49E-10
2457,0.9995602,4.67E-10
2458,0.9995599,4.87E-10
2459,0.9995596,5.09E-10
2460,0.9995593,5.32E-10
2461,0.999559,5.57E-10
2462,0.9995587,5.85E-10
2463,0.9995584,6.15E-10
2464,0.9995582,6.48E-10
2465,0.9995579,6.84E-10
2466,0.9995575,7.23E-10
2467,0.9995573,7.66E-10
2468,0.9995569,8.14E-10
2469,0.9995565,8.67E-10
2470,0.9995563,9.26E-10
2471,0.9995561,9.92E-10
2472,0.9995557,1.06E-09
2473,0.9995555,1.15E-09
2474,0.9995551,1.24E-09
2475,0.9995548,1.34E-09
2476,0.9995545,1.46E-09
2477,0.9995542,1.59E-09
2478,0.9995539,1.74E-09
2479,0.9995536,1.92E-09
2480,0.9995532,2.11E-09
2481,0.999553,2.34E-09
2482,0.9995526,2.60E-09
2483,0.9995522,2.90E-09
2484,0.9995519,3.25E-09
2485,0.9995516,3.65E-09
2486,0.9995513,4.11E-09
2487,0.9995509,4.62E-09
2488,0.9995506,5.19E-09
2489,0.9995503,5.81E-09
2490,0.9995499,6.45E-09
2491,0.9995496,7.07E-09
2492,0.9995493,7.62E-09
2493,0.999549,8.03E-09
2494,0.9995486,8.25E-09
2495,0.9995483,8.25E-09
2496,0.999548,8.02E-09
2497,0.9995476,7.59E-09
2498,0.9995472,7.04E-09
2499,0.9995469,6.42E-09
2500,0.9995465,5.78E-09
2501,0.9995461,5.16E-09
2502,0.9995456,4.58E-09
2503,0.999545,4.06E-09
2504,0.9995445,3.61E-09
2505,0.999544,3.21E-09
2506,0.9995435,2.86E-09
2507,0.999543,2.56E-09
2508,0.9995425,2.30E-09
2509,0.9995419,2.07E-09
2510,0.9995414,1.88E-09
2511,0.9995409,1.71E-09
2512,0.9995403,1.56E-09
2513,0.9995398,1.42E-09
2514,0.9995393,1.31E-09
2515,0.9995387,1.21E-09
2516,0.9995382,1.12E-09
2517,0.9995376,1.03E-09
2518,0.9995371,9.62E-10
2519,0.9995366,8.97E-10
2520,0.999536,8.39E-10
2521,0.9995354,7.87E-10
2522,0.9995348,7.39E-10
2523,0.9995342,6.96E-10
2524,0.9995338,6.57E-10
2525,0.9995332,6.22E-10
2526,0.9995326,5.89E-10
2527,0.9995321,5.59E-10
2528,0.9995315,5.32E-10
2529,0.999531,5.07E-10
2530,0.9995304,4.84E-10
2531,0.9995298,4.62E-10
2532,0.9995292,4.42E-10
2533,0.9995285,4.24E-10
2534,0.9995279,4.07E-10
2535,0.9995275,3.91E-10
2536,0.9995269,3.76E-10
2537,0.9995263,3.63E-10
2538,0.9995257,3.50E-10
2539,0.999525,3.38E-10
2540,0.9995244,3.27E-10
2541,0.9995239,3.16E-10
2542,0.9995233,3.07E-10
2543,0.9995227,2.97E-10
2544,0.999522,2.89E-10
2545,0.9995215,2.81E-10
2546,0.9995208,2.73E-10
2547,0.9995202,2.66E-10
2548,0.9995196,2.59E-10
2549,0.9995189,2.52E-10
2550,0.9995183,2.46E-10
2551,0.9995177,2.41E-10
2552,0.9995171,2.35E-10
2553,0.9995164,2.30E-10
2554,0.9995159,2.25E-10
2555,0.9995152,2.21E-10
2556,0.9995145,2.16E-10
2557,0.9995139,2.12E-10
2558,0.9995132,2.08E-10
2559,0.9995126,2.05E-10
2560,0.9995119,2.01E-10
2561,0.9995113,1.98E-10
2562,0.9995105,1.95E-10
2563,0.99951,1.92E-10
2564,0.9995093,1.89E-10
2565,0.9995086,1.87E-10
2566,0.999508,1.84E-10
2567,0.9995072,1.82E-10
2568,0.9995067,1.79E-10
2569,0.9995059,1.77E-10
2570,0.9995052,1.75E-10
2571,0.9995045,1.74E-10
2572,0.9995039,1.72E-10
2573,0.9995031,1.70E-10
2574,0.9995024,1.69E-10
2575,0.9995018,1.67E-10
2576,0.999501,1.66E-10
2577,0.9995003,1.64E-10
2578,0.9994996,1.63E-10
2579,0.9994989,1.62E-10
2580,0.9994982,1.61E-10
2581,0.9994975,1.60E-10
2582,0.9994968,1.59E-10
2583,0.999496,1.58E-10
2584,0.9994953,1.58E-10
2585,0.9994946,1.57E-10
2586,0.9994938,1.56E-10
2587,0.9994931,1.56E-10
2588,0.9994924,1.55E-10
2589,0.9994916,1.55E-10
2590,0.9994909,1.55E-10
2591,0.9994901,1.54E-10
2592,0.9994894,1.54E-10
2593,0.9994887,1.54E-10
2594,0.9994879,1.54E-10
2595,0.9994871,1.54E-10
2596,0.9994863,1.54E-10
2597,0.9994856,1.54E-10
2598,0.9994848,1.54E-10
2599,0.999484,1.54E-10
2600,0.9994832,1.54E-10
2601,0.9994825,1.54E-10
2602,0.9994817,1.55E-10
2603,0.9994808,1.55E-10
2604,0.99948,1.56E-10
2605,0.9994792,1.56E-10
2606,0.9994784,1.57E-10
2607,0.9994776,1.57E-10
2608,0.9994768,1.58E-10
2609,0.999476,1.58E-10
2610,0.9994751,1.59E-10
2611,0.9994743,1.60E-10
2612,0.9994735,1.61E-10
2613,0.9994727,1.62E-10
2614,0.9994718,1.63E-10
2615,0.9994709,1.64E-10
2616,0.9994702,1.65E-10
2617,0.9994693,1.66E-10
2618,0.9994684,1.67E-10
2619,0.9994676,1.68E-10
2620,0.9994667,1.70E-10
2621,0.9994659,1.71E-10
2622,0.999465,1.72E-10
2623,0.9994641,1.74E-10
2624,0.9994632,1.75E-10
2625,0.9994624,1.77E-10
2626,0.9994615,1.78E-10
2627,0.9994606,1.80E-10
2628,0.9994597,1.82E-10
2629,0.9994588,1.84E-10
2630,0.9994578,1.86E-10
2631,0.9994569,1.88E-10
2632,0.999456,1.90E-10
2633,0.9994551,1.92E-10
2634,0.9994541,1.94E-10
2635,0.9994533,1.96E-10
2636,0.9994524,1.98E-10
2637,0.9994514,2.01E-10
2638,0.9994506,2.03E-10
2639,0.9994495,2.05E-10
2640,0.9994485,2.08E-10
2641,0.9994476,2.11E-10
2642,0.9994467,2.13E-10
2643,0.9994457,2.16E-10
2644,0.9994447,2.19E-10
2645,0.9994438,2.22E-10
2646,0.9994427,2.25E-10
2647,0.9994418,2.28E-10
2648,0.9994408,2.31E-10
2649,0.9994398,2.34E-10
2650,0.9994388,2.38E-10
2651,0.9994378,2.41E-10
2652,0.9994368,2.45E-10
2653,0.9994358,2.48E-10
2654,0.9994348,2.52E-10
2655,0.9994338,2.56E-10
2656,0.9994327,2.60E-10
2657,0.9994317,2.64E-10
2658,0.9994307,2.68E-10
2659,0.9994296,2.72E-10
2660,0.9994286,2.76E-10
2661,0.9994276,2.80E-10
2662,0.9994264,2.85E-10
2663,0.9994254,2.89E-10
2664,0.9994243,2.94E-10
2665,0.9994232,2.99E-10
2666,0.9994222,3.03E-10
2667,0.9994211,3.08E-10
2668,0.9994199,3.13E-10
2669,0.9994189,3.18E-10
2670,0.9994177,3.23E-10
2671,0.9994166,3.29E-10
2672,0.9994155,3.34E-10
2673,0.9994144,3.39E-10
2674,0.9994133,3.45E-10
2675,0.9994122,3.50E-10
2676,0.9994109,3.56E-10
2677,0.9994099,3.62E-10
2678,0.9994087,3.68E-10
2679,0.9994075,3.74E-10
2680,0.9994063,3.80E-10
2681,0.9994052,3.86E-10
2682,0.999404,3.92E-10
2683,0.9994028,3.98E-10
2684,0.9994016,4.05E-10
2685,0.9994005,4.11E-10
2686,0.9993992,4.18E-10
2687,0.999398,4.24E-10
2688,0.9993967,4.31E-10
2689,0.9993955,4.37E-10
2690,0.9993944,4.44E-10
2691,0.9993931,4.51E-10
2692,0.9993919,4.57E-10
2693,0.9993906,4.64E-10
2694,0.9993893,4.71E-10
2695,0.999388,4.78E-10
2696,0.9993868,4.85E-10
2697,0.9993855,4.92E-10
2698,0.9993842,4.99E-10
2699,0.9993829,5.06E-10
2700,0.9993816,5.12E-10
2701,0.9993804,5.19E-10
2702,0.999379,5.26E-10
