903.3482143,97.73289902,,,2.267100977
906.1383929,97.94462541,,,2.055374593
913.3928571,98.27035831,,,1.729641694
922.3214286,98.65309446,,,1.346905537
927.34375,98.88110749,,,1.118892508
933.4821429,99.05211726,,,0.947882736
944.0848214,99.32899023,,,0.671009772
950.78125,99.45928339,,,0.540716612
960.2678571,99.63843648,,,0.361563518
971.4285714,99.79315961,,,0.206840391
984.2633929,99.89087948,,,0.109120521
1002.120536,99.96416938,,,0.035830619
1013.28125,99.9723127,,,0.027687296
1032.254464,99.9723127,,,0.027687296
1054.575893,99.93973941,,,0.060260586
1072.991071,99.93159609,,,0.068403909
1093.638393,99.90716612,,,0.092833876
1116.517857,99.88273616,,,0.117263844
1138.28125,99.87459283,,,0.125407166
1150,99.88273616,,,0.117263844
1170.647321,99.91530945,,,0.084690554
1196.316964,99.94788274,,,0.052117264
1214.732143,99.9723127,,,0.027687296
1239.285714,99.98045603,,,0.019543974
1266.629464,99.98045603,,,0.019543974
1287.834821,99.96416938,,,0.035830619
1304.017857,99.93973941,,,0.060260586
1320.200893,99.89087948,,,0.109120521
1338.616071,99.8257329,,,0.174267101
1349.776786,99.76872964,,,0.231270358
1360.379464,99.71172638,,,0.288273616
1371.540179,99.63843648,,,0.361563518
1386.607143,99.53257329,,,0.46742671
1398.325893,99.44299674,,,0.557003257
