1407.594937,96.42458101,,,3.575418994
1420.253165,96.9273743,,,3.072625698
1429.113924,97.48603352,,,2.51396648
1446.835443,98.1424581,,,1.857541899
1460.759494,98.58938547,,,1.410614525
1469.620253,98.81284916,,,1.187150838
1491.139241,99.27374302,,,0.726256983
1527.848101,99.70670391,,,0.293296089
1549.367089,99.87430168,,,0.125698324
1570.886076,99.91620112,,,0.083798883
1593.670886,99.90223464,,,0.097765363
1663.291139,99.70670391,,,0.293296089
1703.797468,99.56703911,,,0.432960894
1758.227848,99.39944134,,,0.600558659
1816.455696,99.34357542,,,0.656424581
1862.025316,99.34357542,,,0.656424581
1907.594937,99.41340782,,,0.586592179
1941.772152,99.46927374,,,0.530726257
1979.746835,99.56703911,,,0.432960894
2029.113924,99.69273743,,,0.30726257
2065.822785,99.76256983,,,0.237430168
2125.316456,99.8603352,,,0.139664804
2169.620253,99.88826816,,,0.111731844
2224.050633,99.88826816,,,0.111731844
2275.949367,99.83240223,,,0.167597765
2334.177215,99.72067039,,,0.279329609
2359.493671,99.63687151,,,0.363128492
2386.075949,99.53910615,,,0.460893855
2418.987342,99.41340782,,,0.586592179
2446.835443,99.2877095,,,0.712290503
2473.417722,99.14804469,,,0.851955307
2493.670886,99.05027933,,,0.94972067
